,IMPORTER.TIN,IMPORTER.TIN_act
1294,IMPO17509,3
1295,IMP881486,3
1296,IMPO11180,3
1297,IMPO10325,3
1298,IMP765606,3
1299,IMP181720,3
1300,IMPO11554,3
1301,IMPO10659,3
1302,IMPO16474,3
1303,IMPO15821,3
1304,IMPO16491,3
1305,IMPO13251,3
1306,IMP154573,3
1307,IMP408418,3
1308,IMPO16686,3
1309,IMPO16016,3
1310,IMPO11632,3
1311,IMP855192,3
1312,IMPO19683,3
1313,IMPO14038,3
1314,IMPO16078,3
1315,IMPO13931,3
1316,IMPO13881,3
1317,IMPO16923,3
1318,IMPO17044,3
1319,IMP168278,3
1320,IMP530891,3
1321,IMPO18705,3
1322,IMP776426,3
1323,IMPO16348,3
1324,IMP783930,3
1325,IMPO12223,3
1326,IMPO10516,3
1327,IMP711219,3
1328,IMPO13595,3
1329,IMPO10303,3
1330,IMP352341,3
1331,IMPO11297,3
1332,IMPO14853,3
1333,IMP711339,3
1334,IMPO17218,3
1335,IMPO12960,3
1336,IMP274021,3
1337,IMPO10574,3
1338,IMPO10290,3
1339,IMP599305,3
1340,IMP862923,3
1341,IMPO11571,3
1342,IMP659233,3
1343,IMPO15768,3
1344,IMPO18741,3
1345,IMPO12211,3
1346,IMPO11049,3
1347,IMP171493,3
1348,IMPO15909,3
1349,IMP470376,3
1350,IMPO11035,3
1351,IMPO19614,3
1352,IMPO16753,3
1353,IMPO17129,3
1354,IMPO14383,3
1355,IMPO12177,3
1356,IMPO10667,3
1357,IMP214101,3
1358,IMP441179,3
1359,IMP968152,3
1360,IMPO12640,3
1361,IMPO15096,3
1362,IMP679230,3
1363,IMPO12979,3
1364,IMPO13407,3
1365,IMP771455,3
1366,IMP660236,3
1367,IMP472620,3
1368,IMPO13032,3
1369,IMP747764,3
1370,IMP593975,3
1371,IMPO19927,3
1372,IMPO15362,3
1373,IMP842330,3
1374,IMP724423,3
1375,IMPO19365,3
1376,IMPO12564,3
1377,IMP448194,3
1378,IMP245658,3
1379,IMP817794,3
1380,IMPO18895,3
1381,IMPO10775,3
1382,IMPO10085,3
1383,IMP305662,3
1384,IMPO10332,3
1385,IMPO12896,3
1386,IMPO12688,3
1387,IMPO13718,3
1388,IMPO19477,3
1389,IMPO18112,3
1390,IMPO12290,3
1391,IMP226121,3
1392,IMP364620,3
1393,IMPO17854,3
1394,IMPO11837,3
1395,IMPO11570,3
1396,IMPO11265,3
1397,IMP533518,3
1398,IMPO10417,3
1399,IMPO15262,3
1400,IMPO16042,3
1401,IMP620150,3
1402,IMP137883,3
1403,IMPO18374,3
1404,IMP802599,3
1405,IMP330678,3
1406,IMPO13334,3
1407,IMPO14585,3
1408,IMPO12244,3
1409,IMPO15489,3
1410,IMPO16694,3
1411,IMPO13046,3
1412,IMPO19729,3
1413,IMPO16963,3
1414,IMPO13719,3
1415,IMPO16966,3
1416,IMPO19872,3
1417,IMPO14371,3
1418,IMPO19797,3
1419,IMPO11039,3
1420,IMPO13038,3
1421,IMP556618,3
1422,IMPO16756,3
1423,IMP275009,3
1424,IMP397504,3
1425,IMP565761,3
1426,IMPO14558,3
1427,IMP101469,3
1428,IMPO18679,3
1429,IMPO13906,3
1430,IMPO12084,3
1431,IMPO15236,3
1432,IMPO17200,3
1433,IMPO12450,3
1434,IMP870416,3
1435,IMPO10493,3
1436,IMPO10834,3
1437,IMP678358,3
1438,IMP343787,3
1439,IMP742495,3
1440,IMP157301,3
1441,IMP794784,3
1442,IMP189559,3
1443,IMP401727,3
1444,IMP595810,3
1445,IMPO13897,3
1446,IMP865303,3
1447,IMPO13077,3
1448,IMP403695,3
1449,IMPO18480,3
1450,IMPO19350,3
1451,IMPO10264,3
1452,IMPO12602,3
1453,IMPO18722,3
1454,IMPO15419,3
1455,IMPO14294,3
1456,IMP898068,3
1457,IMPO17792,3
1458,IMPO13025,3
1459,IMPO15858,3
1460,IMP467914,3
1461,IMPO16032,3
1462,IMP826838,3
1463,IMPO10864,3
1464,IMP999565,3
1465,IMPO14408,3
1466,IMP715022,3
1467,IMP517008,3
1468,IMPO13843,3
1469,IMPO11998,3
1470,IMPO14195,3
1471,IMPO13853,3
1472,IMPO11899,3
1473,IMPO12298,3
1474,IMPO13432,3
1475,IMPO13225,3
1476,IMP635444,3
1477,IMP809174,3
1478,IMPO11409,3
1479,IMPO17068,3
1480,IMPO16806,3
1481,IMP724139,3
1482,IMPO15064,3
1483,IMP196093,3
1484,IMP127478,3
1485,IMP198319,3
1486,IMP582640,3
1487,IMPO13280,3
1488,IMPO10020,3
1489,IMPO19313,3
1490,IMP305081,3
1491,IMPO19138,3
1492,IMPO16608,3
1493,IMPO14744,3
1494,IMP798905,3
1495,IMPO11933,3
1496,IMP535430,3
1497,IMPO13894,3
1498,IMP795165,3
1499,IMPO15720,3
1500,IMPO11255,3
1501,IMP656135,3
1502,IMPO17541,3
1503,IMPO13324,3
1504,IMPO14095,3
1505,IMPO14467,3
1506,IMPO19716,3
1507,IMPO13838,3
1508,IMP131677,3
1509,IMP498845,3
1510,IMP643025,3
1511,IMP508875,3
1512,IMPO17812,3
1513,IMP152761,3
1514,IMPO12341,3
1515,IMP145987,3
1516,IMP185728,3
1517,IMPO11095,3
1518,IMP626385,3
1519,IMP717052,3
1520,IMPO15613,3
1521,IMPO10582,3
1522,IMP246933,3
1523,IMP915808,3
1524,IMP674194,3
1525,IMP514946,3
1526,IMPO16167,3
1527,IMP725645,3
1528,IMP854124,3
1529,IMPO17785,3
1530,IMP200736,3
1531,IMP969156,3
1532,IMP375124,3
1533,IMPO18221,3
1534,IMPO13519,3
1535,IMP962817,3
1536,IMPO19242,3
1537,IMPO18387,3
1538,IMPO14086,3
1539,IMPO15396,3
1540,IMPO12435,3
1541,IMPO19129,3
1542,IMP595958,3
1543,IMPO17660,3
1544,IMP928968,3
1545,IMPO11790,3
1546,IMP346433,3
1547,IMP155718,3
1548,IMP455157,3
1549,IMP623443,3
1550,IMPO15799,3
1551,IMPO15740,3
1552,IMP284124,3
1553,IMP491989,3
1554,IMP822910,3
1555,IMPO19148,3
1556,IMPO12753,3
1557,IMP888665,3
1558,IMP215090,3
1559,IMPO15357,3
1560,IMP340241,3
1561,IMP513720,3
1562,IMPO18143,3
1563,IMPO19676,3
1564,IMPO15106,3
1565,IMPO12411,3
1566,IMPO11716,3
1567,IMP561324,3
1568,IMP516183,3
1569,IMP920182,3
1570,IMPO17984,3
1571,IMP976038,3
1572,IMPO10164,3
1573,IMPO17995,3
1574,IMP873682,3
1575,IMP126864,3
1576,IMPO12818,3
1577,IMP658122,3
1578,IMPO18259,3
1579,IMP559543,3
1580,IMPO18726,3
1581,IMPO13761,3
1582,IMPO15636,3
1583,IMP723516,3
1584,IMPO12330,3
1585,IMPO19012,3
1586,IMP904712,3
1587,IMPO11825,3
1588,IMPO11162,3
1589,IMPO18100,3
1590,IMPO13523,3
1591,IMP698598,3
1592,IMP544171,3
1593,IMPO15352,3
1594,IMPO10042,3
1595,IMP514711,3
1596,IMPO15574,3
1597,IMP228383,3
1598,IMPO10127,3
1599,IMP659980,3
1600,IMP147898,3
1601,IMPO17700,3
1602,IMPO10629,3
1603,IMPO16703,3
1604,IMP468809,3
1605,IMP397390,3
1606,IMPO13209,3
1607,IMPO12184,3
1608,IMPO14993,3
1609,IMPO19321,3
1610,IMPO16401,3
1611,IMPO18665,3
1612,IMPO19799,3
1613,IMPO19575,3
1614,IMP717900,3
1615,IMPO12100,3
1616,IMPO16153,3
1617,IMPO16993,3
1618,IMP853810,3
1619,IMP112882,3
1620,IMP684541,3
1621,IMPO18136,3
1622,IMPO16009,3
1623,IMPO17194,3
1624,IMPO18982,3
1625,IMPO18091,3
1626,IMP711989,3
1627,IMPO12311,3
1628,IMPO14947,3
1629,IMPO17871,3
1630,IMPO15762,3
1631,IMPO17074,3
1632,IMPO18849,3
1633,IMPO16595,3
1634,IMPO13403,3
1635,IMP719946,3
1636,IMPO15274,3
1637,IMP294871,3
1638,IMP767548,3
1639,IMP775248,3
1640,IMP222588,3
1641,IMP560322,3
1642,IMP261335,3
1643,IMPO17756,3
1644,IMPO18310,3
1645,IMPO17439,3
1646,IMPO16731,3
1647,IMP132966,3
1648,IMPO17211,3
1649,IMP902842,3
1650,IMPO14707,3
1651,IMPO10879,3
1652,IMPO14499,3
1653,IMPO14234,3
1654,IMPO16635,3
1655,IMP276514,3
1656,IMPO18630,3
1657,IMPO14029,3
1658,IMPO13980,3
1659,IMP623702,3
1660,IMP796255,3
1661,IMP851078,3
1662,IMP783306,3
1663,IMP498056,3
1664,IMPO10887,3
1665,IMP385187,3
1666,IMP638434,3
1667,IMP542827,3
1668,IMP503241,3
1669,IMPO13323,3
1670,IMPO12552,3
1671,IMPO15183,3
1672,IMP365882,3
1673,IMP125665,3
1674,IMPO13124,3
1675,IMP964366,3
1676,IMP970638,3
1677,IMPO15285,3
1678,IMPO10712,3
1679,IMPO11331,3
1680,IMPO14304,3
1681,IMPO18588,3
1682,IMPO10359,3
1683,IMP195727,3
1684,IMPO12717,3
1685,IMPO10949,3
1686,IMPO17274,3
1687,IMPO11947,3
1688,IMPO16048,3
1689,IMPO10481,3
1690,IMPO11798,3
1691,IMP493823,3
1692,IMP855656,3
1693,IMPO13372,3
1694,IMPO18273,3
1695,IMPO11999,3
1696,IMP842097,3
1697,IMP290625,3
1698,IMP946995,3
1699,IMP625887,3
1700,IMP933743,3
1701,IMPO15689,3
1702,IMPO17577,3
1703,IMPO14397,3
1704,IMPO13723,3
1705,IMPO10131,3
1706,IMP712611,3
1707,IMP312725,3
1708,IMPO13451,3
1709,IMPO14839,3
1710,IMPO17997,3
1711,IMPO16047,3
1712,IMP674511,3
1713,IMP708392,3
1714,IMPO19147,3
1715,IMP412168,3
1716,IMP543502,3
1717,IMPO17107,3
1718,IMP102903,3
1719,IMP645358,3
1720,IMPO15869,3
1721,IMPO19899,3
1722,IMP834856,3
1723,IMPO19524,3
1724,IMPO13959,3
1725,IMPO12410,3
1726,IMP190500,3
1727,IMPO14876,3
1728,IMPO14878,3
1729,IMPO12239,3
1730,IMPO19351,3
1731,IMPO19161,3
1732,IMP485905,3
1733,IMPO19048,3
1734,IMPO13147,3
1735,IMP285864,3
1736,IMP967345,3
1737,IMPO17599,3
1738,IMPO10844,3
1739,IMP230286,3
1740,IMPO19692,3
1741,IMPO17861,3
1742,IMP866913,3
1743,IMP169643,3
1744,IMPO16243,3
1745,IMPO15431,3
1746,IMPO19300,3
1747,IMPO11337,3
1748,IMPO11630,3
1749,IMP738364,3
1750,IMPO15908,3
1751,IMP800556,3
1752,IMP840472,3
1753,IMP957181,3
1754,IMPO13291,3
1755,IMP665762,3
1756,IMP123430,3
1757,IMPO12451,3
1758,IMP214877,3
1759,IMP561692,3
1760,IMPO11783,3
1761,IMP499796,3
1762,IMP761578,3
1763,IMPO18632,3
1764,IMPO18150,3
1765,IMP174601,3
1766,IMPO16644,3
1767,IMP396588,3
1768,IMPO19618,3
1769,IMP824564,3
1770,IMPO13773,3
1771,IMPO19608,3
1772,IMPO13033,3
1773,IMPO11964,3
1774,IMPO13329,3
1775,IMPO17858,3
1776,IMPO18812,3
1777,IMPO16277,3
1778,IMPO15589,3
1779,IMPO15046,3
1780,IMPO13420,3
1781,IMP547136,3
1782,IMP662259,3
1783,IMPO16637,3
1784,IMP914257,3
1785,IMP297726,3
1786,IMPO11944,3
1787,IMPO16797,3
1788,IMP822166,3
1789,IMP754693,3
1790,IMP557700,3
1791,IMP434981,3
1792,IMPO17894,3
1793,IMPO14505,3
1794,IMPO16369,3
1795,IMPO11198,3
1796,IMP409836,3
1797,IMPO16381,3
1798,IMPO16445,3
1799,IMP284988,3
1800,IMP686361,3
1801,IMP976257,3
1802,IMPO19776,3
1803,IMPO12709,3
1804,IMP583214,3
1805,IMPO16901,3
1806,IMP806555,3
1807,IMP494993,3
1808,IMPO19991,3
1809,IMPO18753,3
1810,IMP355289,3
1811,IMP773327,3
1812,IMPO13435,3
1813,IMP460375,3
1814,IMP274239,3
1815,IMP548362,3
1816,IMP408672,3
1817,IMPO14376,3
1818,IMPO11694,3
1819,IMP801169,3
1820,IMP654263,3
1821,IMP802069,3
1822,IMPO17174,3
1823,IMPO15132,3
1824,IMPO14904,3
1825,IMP605178,3
1826,IMPO16657,3
1827,IMP930942,3
1828,IMP829690,3
1829,IMP356872,3
1830,IMPO10984,3
1831,IMPO10744,3
1832,IMP751748,3
1833,IMP907154,3
1834,IMPO11059,3
1835,IMP204444,3
1836,IMP427218,3
1837,IMP870828,3
1838,IMPO17387,3
1839,IMP114251,3
1840,IMPO11031,3
1841,IMPO15365,3
1842,IMPO10161,3
1843,IMPO19830,3
1844,IMPO19546,3
1845,IMP278083,3
1846,IMPO19059,3
1847,IMPO16072,3
1848,IMP974604,3
1849,IMP521313,3
1850,IMP361548,3
1851,IMP166574,3
1852,IMP302860,3
1853,IMPO12327,3
1854,IMP202759,3
1855,IMPO10905,3
1856,IMPO17065,3
1857,IMP607607,3
1858,IMPO18515,3
1859,IMPO13796,3
1860,IMPO13356,3
1861,IMPO14757,3
1862,IMP663582,3
1863,IMPO14363,3
1864,IMP252836,3
1865,IMPO18092,3
1866,IMP207855,3
1867,IMPO13851,3
1868,IMP722695,3
1869,IMPO12396,3
1870,IMP655827,3
1871,IMP810739,3
1872,IMPO16931,3
1873,IMP967117,3
1874,IMPO10856,3
1875,IMPO18768,3
1876,IMP146918,3
1877,IMP642741,3
1878,IMPO16674,3
1879,IMPO11521,3
1880,IMP530357,3
1881,IMPO16093,3
1882,IMPO16661,3
1883,IMPO16223,3
1884,IMPO15828,3
1885,IMP902246,3
1886,IMPO18000,3
1887,IMP602640,3
1888,IMPO13981,3
1889,IMPO18466,3
1890,IMP930330,3
1891,IMP558596,3
1892,IMP732333,3
1893,IMP192377,3
1894,IMP758292,3
1895,IMPO16823,3
1896,IMP109033,3
1897,IMPO16458,3
1898,IMP306780,3
1899,IMP887494,3
1900,IMPO19538,3
1901,IMP451541,3
1902,IMPO17977,3
1903,IMP283035,3
1904,IMP680905,3
1905,IMPO19643,3
1906,IMP682218,3
1907,IMP388163,3
1908,IMPO15557,3
1909,IMP222053,3
1910,IMPO13633,3
1911,IMP589597,3
1912,IMPO19282,3
1913,IMP741994,3
1914,IMPO15051,3
1915,IMP818610,3
1916,IMP329442,3
1917,IMP351910,3
1918,IMP528057,3
1919,IMPO14243,3
1920,IMP388705,3
1921,IMPO10957,3
1922,IMPO12052,3
1923,IMP646083,2
1924,IMPO16516,2
1925,IMPO15502,2
1926,IMP766630,2
1927,IMP801068,2
1928,IMPO16484,2
1929,IMP200080,2
1930,IMP555226,2
1931,IMPO19703,2
1932,IMPO12691,2
1933,IMPO12031,2
1934,IMP844170,2
1935,IMPO15547,2
1936,IMPO16337,2
1937,IMPO10304,2
1938,IMP369089,2
1939,IMPO16405,2
1940,IMPO10023,2
1941,IMP506510,2
1942,IMP252964,2
1943,IMPO19572,2
1944,IMPO14239,2
1945,IMPO11042,2
1946,IMP504512,2
1947,IMPO13683,2
1948,IMPO14658,2
1949,IMPO13068,2
1950,IMPO18279,2
1951,IMPO19180,2
1952,IMP308714,2
1953,IMPO15752,2
1954,IMPO19589,2
1955,IMP286613,2
1956,IMP999159,2
1957,IMPO19528,2
1958,IMP839484,2
1959,IMPO10444,2
1960,IMP438117,2
1961,IMPO11001,2
1962,IMPO19983,2
1963,IMPO10985,2
1964,IMPO14969,2
1965,IMPO15100,2
1966,IMP598859,2
1967,IMPO16843,2
1968,IMP115044,2
1969,IMPO11351,2
1970,IMP976383,2
1971,IMPO14158,2
1972,IMPO18067,2
1973,IMPO17609,2
1974,IMP593803,2
1975,IMPO18398,2
1976,IMP136388,2
1977,IMPO16286,2
1978,IMPO15018,2
1979,IMPO11315,2
1980,IMPO14349,2
1981,IMPO10015,2
1982,IMPO13973,2
1983,IMPO11140,2
1984,IMPO14991,2
1985,IMPO15482,2
1986,IMP843184,2
1987,IMPO17295,2
1988,IMP735415,2
1989,IMPO16598,2
1990,IMP740530,2
1991,IMPO11736,2
1992,IMP766639,2
1993,IMP732778,2
1994,IMPO14255,2
1995,IMP471746,2
1996,IMPO16374,2
1997,IMPO14356,2
1998,IMP414777,2
1999,IMPO17701,2
2000,IMP843063,2
2001,IMP615447,2
2002,IMPO13593,2
2003,IMPO12732,2
2004,IMP352050,2
2005,IMPO12054,2
2006,IMPO17208,2
2007,IMPO18241,2
2008,IMP675495,2
2009,IMPO16914,2
2010,IMP959332,2
2011,IMPO18971,2
2012,IMPO11677,2
2013,IMP887038,2
2014,IMP559618,2
2015,IMPO16354,2
2016,IMPO18928,2
2017,IMP200423,2
2018,IMPO12151,2
2019,IMP321465,2
2020,IMPO17370,2
2021,IMPO13410,2
2022,IMPO13186,2
2023,IMPO13222,2
2024,IMPO17147,2
2025,IMP933833,2
2026,IMP397262,2
2027,IMPO17772,2
2028,IMP307250,2
2029,IMP935821,2
2030,IMPO12465,2
2031,IMPO18761,2
2032,IMPO16376,2
2033,IMP473794,2
2034,IMP866378,2
2035,IMPO15469,2
2036,IMP583722,2
2037,IMP399866,2
2038,IMPO18177,2
2039,IMP222671,2
2040,IMPO13087,2
2041,IMPO12202,2
2042,IMPO16211,2
2043,IMPO13431,2
2044,IMP538811,2
2045,IMPO17736,2
2046,IMP721651,2
2047,IMP381880,2
2048,IMPO19842,2
2049,IMPO18344,2
2050,IMP292931,2
2051,IMPO13053,2
2052,IMPO12756,2
2053,IMP168972,2
2054,IMPO11799,2
2055,IMP708459,2
2056,IMPO11574,2
2057,IMPO17034,2
2058,IMP328855,2
2059,IMP507403,2
2060,IMP820170,2
2061,IMP122463,2
2062,IMPO10121,2
2063,IMPO17438,2
2064,IMP947102,2
2065,IMPO19811,2
2066,IMPO12770,2
2067,IMPO15366,2
2068,IMP671882,2
2069,IMP422513,2
2070,IMP981428,2
2071,IMP588560,2
2072,IMPO16885,2
2073,IMP753229,2
2074,IMPO14840,2
2075,IMPO10430,2
2076,IMP251298,2
2077,IMP588607,2
2078,IMP503487,2
2079,IMPO19631,2
2080,IMPO18854,2
2081,IMP675074,2
2082,IMP451630,2
2083,IMPO10152,2
2084,IMP849246,2
2085,IMPO19913,2
2086,IMP683200,2
2087,IMP117973,2
2088,IMP472505,2
2089,IMP882659,2
2090,IMP588320,2
2091,IMP344685,2
2092,IMP595523,2
2093,IMP224436,2
2094,IMP169109,2
2095,IMP606775,2
2096,IMP865216,2
2097,IMP780909,2
2098,IMPO11937,2
2099,IMP240388,2
2100,IMPO11078,2
2101,IMPO12028,2
2102,IMPO15915,2
2103,IMP915108,2
2104,IMP753327,2
2105,IMP732071,2
2106,IMP397573,2
2107,IMPO19914,2
2108,IMPO14229,2
2109,IMP678988,2
2110,IMP567912,2
2111,IMP312599,2
2112,IMPO10448,2
2113,IMPO10181,2
2114,IMP789637,2
2115,IMPO19961,2
2116,IMPO11076,2
2117,IMPO11303,2
2118,IMP920950,2
2119,IMPO16520,2
2120,IMP258510,2
2121,IMPO12930,2
2122,IMPO13185,2
2123,IMP192796,2
2124,IMPO10679,2
2125,IMP475326,2
2126,IMPO15021,2
2127,IMP179874,2
2128,IMP626402,2
2129,IMPO10163,2
2130,IMPO14337,2
2131,IMPO12394,2
2132,IMPO15301,2
2133,IMPO16085,2
2134,IMPO10338,2
2135,IMP294123,2
2136,IMPO10818,2
2137,IMPO11008,2
2138,IMP723819,2
2139,IMPO18123,2
2140,IMPO15327,2
2141,IMP485242,2
2142,IMP167628,2
2143,IMP643628,2
2144,IMPO13524,2
2145,IMPO16746,2
2146,IMPO11170,2
2147,IMP925288,2
2148,IMPO19839,2
2149,IMP557158,2
2150,IMPO10969,2
2151,IMPO13661,2
2152,IMPO10039,2
2153,IMPO19459,2
2154,IMP362774,2
2155,IMPO12804,2
2156,IMPO13461,2
2157,IMPO18963,2
2158,IMPO11366,2
2159,IMPO12245,2
2160,IMPO19833,2
2161,IMP845327,2
2162,IMPO14580,2
2163,IMPO17299,2
2164,IMPO19688,2
2165,IMPO17922,2
2166,IMP673775,2
2167,IMPO12023,2
2168,IMPO14615,2
2169,IMPO17844,2
2170,IMPO15418,2
2171,IMPO11232,2
2172,IMPO19112,2
2173,IMPO11420,2
2174,IMP496504,2
2175,IMPO17125,2
2176,IMPO14064,2
2177,IMPO18131,2
2178,IMPO16610,2
2179,IMPO11107,2
2180,IMPO15103,2
2181,IMP349116,2
2182,IMP982795,2
2183,IMP720203,2
2184,IMPO13765,2
2185,IMPO18969,2
2186,IMPO16599,2
2187,IMPO16749,2
2188,IMPO18009,2
2189,IMPO17364,2
2190,IMP133638,2
2191,IMP593819,2
2192,IMP739176,2
2193,IMP270922,2
2194,IMP560546,2
2195,IMP306185,2
2196,IMP567553,2
2197,IMP897252,2
2198,IMP531195,2
2199,IMPO11148,2
2200,IMPO11239,2
2201,IMP494486,2
2202,IMP620034,2
2203,IMPO19219,2
2204,IMP900877,2
2205,IMP413683,2
2206,IMP995525,2
2207,IMPO12920,2
2208,IMPO19822,2
2209,IMPO14201,2
2210,IMPO11782,2
2211,IMPO17581,2
2212,IMP112686,2
2213,IMP888469,2
2214,IMPO16155,2
2215,IMPO15676,2
2216,IMP426343,2
2217,IMP650942,2
2218,IMP196874,2
2219,IMP774222,2
2220,IMP311042,2
2221,IMP607860,2
2222,IMP843578,2
2223,IMPO11176,2
2224,IMPO13301,2
2225,IMPO19616,2
2226,IMPO19213,2
2227,IMPO10313,2
2228,IMPO18826,2
2229,IMP707179,2
2230,IMP381148,2
2231,IMPO15794,2
2232,IMP977235,2
2233,IMP799870,2
2234,IMP581032,2
2235,IMPO10238,2
2236,IMPO17673,2
2237,IMPO10311,2
2238,IMP312966,2
2239,IMPO17675,2
2240,IMPO15882,2
2241,IMPO10780,2
2242,IMP560853,2
2243,IMPO11517,2
2244,IMPO17883,2
2245,IMP952943,2
2246,IMPO18551,2
2247,IMPO14823,2
2248,IMP497149,2
2249,IMPO17113,2
2250,IMP983758,2
2251,IMP569407,2
2252,IMP139496,2
2253,IMPO14346,2
2254,IMP884015,2
2255,IMP765525,2
2256,IMP138205,2
2257,IMPO17128,2
2258,IMP304148,2
2259,IMPO19778,2
2260,IMP345269,2
2261,IMPO12866,2
2262,IMPO16392,2
2263,IMPO17332,2
2264,IMPO10619,2
2265,IMPO16612,2
2266,IMPO15325,2
2267,IMP969223,2
2268,IMPO10930,2
2269,IMPO10850,2
2270,IMPO10571,2
2271,IMPO17596,2
2272,IMPO17165,2
2273,IMP593490,2
2274,IMPO13460,2
2275,IMPO12786,2
2276,IMP317434,2
2277,IMPO12604,2
2278,IMPO18075,2
2279,IMPO12644,2
2280,IMP447121,2
2281,IMPO14951,2
2282,IMP160146,2
2283,IMP223609,2
2284,IMP804895,2
2285,IMPO11733,2
2286,IMP595830,2
2287,IMPO11829,2
2288,IMP509747,2
2289,IMP850412,2
2290,IMPO15938,2
2291,IMPO10269,2
2292,IMPO10884,2
2293,IMP666597,2
2294,IMP714950,2
2295,IMP758319,2
2296,IMP801010,2
2297,IMP291231,2
2298,IMP278037,2
2299,IMPO10089,2
2300,IMPO18449,2
2301,IMP580143,2
2302,IMP551788,2
2303,IMP635362,2
2304,IMP781475,2
2305,IMPO10244,2
2306,IMPO19072,2
2307,IMPO16565,2
2308,IMP548158,2
2309,IMP519683,2
2310,IMP441052,2
2311,IMPO11743,2
2312,IMP767411,2
2313,IMPO13388,2
2314,IMPO10490,2
2315,IMP677793,2
2316,IMP271649,2
2317,IMP755315,2
2318,IMP998626,2
2319,IMP372242,2
2320,IMP896296,2
2321,IMPO19953,2
2322,IMPO14975,2
2323,IMP297557,2
2324,IMPO17252,2
2325,IMP778675,2
2326,IMPO16884,2
2327,IMP632039,2
2328,IMPO11389,2
2329,IMP821238,2
2330,IMP457760,2
2331,IMP919078,2
2332,IMP813823,2
2333,IMP223189,2
2334,IMP378851,2
2335,IMPO13640,2
2336,IMPO13781,2
2337,IMPO11963,2
2338,IMP835837,2
2339,IMP713023,2
2340,IMP804451,2
2341,IMPO13684,2
2342,IMPO18835,2
2343,IMPO16324,2
2344,IMPO19725,2
2345,IMP383610,2
2346,IMPO10070,2
2347,IMPO14888,2
2348,IMPO19919,2
2349,IMPO11588,2
2350,IMP605584,2
2351,IMP364038,2
2352,IMP648577,2
2353,IMP522582,2
2354,IMPO18780,2
2355,IMPO12992,2
2356,IMPO19695,2
2357,IMPO19936,2
2358,IMPO12360,2
2359,IMPO12087,2
2360,IMP177414,2
2361,IMPO16364,2
2362,IMP992477,2
2363,IMPO10487,2
2364,IMP269700,2
2365,IMPO15612,2
2366,IMPO16852,2
2367,IMPO14132,2
2368,IMPO16512,2
2369,IMPO12230,2
2370,IMP591739,2
2371,IMP825175,2
2372,IMP118631,2
2373,IMPO12752,2
2374,IMP674379,2
2375,IMPO18267,2
2376,IMPO14303,2
2377,IMP322409,2
2378,IMP588266,2
2379,IMPO12683,2
2380,IMP499173,2
2381,IMPO18690,2
2382,IMPO13587,2
2383,IMP656062,2
2384,IMP799496,2
2385,IMPO11276,2
2386,IMP505630,2
2387,IMPO11172,2
2388,IMP987751,2
2389,IMP241735,2
2390,IMP839487,2
2391,IMP997006,2
2392,IMPO10523,2
2393,IMP357535,2
2394,IMPO10162,2
2395,IMP781764,2
2396,IMPO17781,2
2397,IMP394410,2
2398,IMP438805,2
2399,IMPO18708,2
2400,IMP236513,2
2401,IMPO17906,2
2402,IMP626879,2
2403,IMP559861,2
2404,IMP452816,2
2405,IMP988544,2
2406,IMPO16427,2
2407,IMP160972,2
2408,IMPO14353,2
2409,IMP895060,2
2410,IMPO11641,2
2411,IMPO11472,2
2412,IMPO11145,2
2413,IMPO12922,2
2414,IMPO12242,2
2415,IMP121359,2
2416,IMP166333,2
2417,IMP150751,2
2418,IMP347749,2
2419,IMPO12849,2
2420,IMPO13770,2
2421,IMPO17931,2
2422,IMPO19639,2
2423,IMP191420,2
2424,IMP748894,2
2425,IMPO16946,2
2426,IMP252488,2
2427,IMP897209,2
2428,IMPO19502,2
2429,IMP889666,2
2430,IMPO18954,2
2431,IMPO19279,2
2432,IMP816596,2
2433,IMP807938,2
2434,IMP102384,2
2435,IMPO15290,2
2436,IMPO18053,2
2437,IMP456000,2
2438,IMPO12432,2
2439,IMPO15231,2
2440,IMPO12839,2
2441,IMPO19168,2
2442,IMPO17037,2
2443,IMPO11310,2
2444,IMPO18653,2
2445,IMP746580,2
2446,IMPO16251,2
2447,IMPO11867,2
2448,IMP185035,2
2449,IMPO11294,2
2450,IMP622432,2
2451,IMPO15475,2
2452,IMP803630,2
2453,IMP306814,2
2454,IMPO19875,2
2455,IMPO19506,2
2456,IMPO13565,2
2457,IMPO10171,2
2458,IMPO15296,2
2459,IMPO11126,2
2460,IMP174062,2
2461,IMPO13023,2
2462,IMPO18166,2
2463,IMP989938,2
2464,IMPO11553,2
2465,IMP590416,2
2466,IMPO16721,2
2467,IMP441240,2
2468,IMPO11124,2
2469,IMP922344,2
2470,IMP918820,2
2471,IMPO13571,2
2472,IMPO13574,2
2473,IMPO10006,2
2474,IMP915926,2
2475,IMPO13806,2
2476,IMPO13522,2
2477,IMP664566,2
2478,IMPO13562,2
2479,IMPO18770,2
2480,IMPO18311,2
2481,IMPO18359,2
2482,IMPO18154,2
2483,IMP486177,2
2484,IMPO18822,2
2485,IMP181309,2
2486,IMP777473,2
2487,IMP358941,2
2488,IMPO17137,2
2489,IMP439441,2
2490,IMPO13529,2
2491,IMPO14118,2
2492,IMP497114,2
2493,IMP741872,2
2494,IMP467476,2
2495,IMPO11179,2
2496,IMP416482,2
2497,IMPO11740,2
2498,IMP626682,2
2499,IMP661602,2
2500,IMP795980,2
2501,IMPO13414,2
