OFFICE&&ORIGIN.CODE,OFFICE&&ORIGIN.CODE_illicit_sum,OFFICE&&ORIGIN.CODE_illicit_rate
OFFICE162&&CNTRY234,0,0.0
OFFICE162&&CNTRY236,2,0.2857142857142857
OFFICE162&&CNTRY252,5,0.5
OFFICE162&&CNTRY263,2,0.4
OFFICE162&&CNTRY264,1,0.25
OFFICE162&&CNTRY276,0,0.0
OFFICE162&&CNTRY277,1,0.1111111111111111
OFFICE162&&CNTRY284,1,0.125
OFFICE162&&CNTRY316,2,0.3333333333333333
OFFICE162&&CNTRY317,1,0.3333333333333333
OFFICE162&&CNTRY321,0,0.0
OFFICE162&&CNTRY322,0,0.0
OFFICE162&&CNTRY323,2,0.18181818181818182
OFFICE162&&CNTRY334,0,0.0
OFFICE162&&CNTRY335,1,0.5
OFFICE162&&CNTRY351,0,0.0
OFFICE162&&CNTRY364,2,0.2
OFFICE162&&CNTRY376,8,0.0223463687150838
OFFICE162&&CNTRY379,1,0.3333333333333333
OFFICE162&&CNTRY389,2,0.2857142857142857
OFFICE162&&CNTRY390,1,0.16666666666666666
OFFICE162&&CNTRY393,2,0.2857142857142857
OFFICE162&&CNTRY407,1,0.25
OFFICE162&&CNTRY409,1,1.0
OFFICE162&&CNTRY415,1,0.08333333333333333
OFFICE162&&CNTRY429,1,0.3333333333333333
OFFICE162&&CNTRY438,0,0.0
OFFICE162&&CNTRY445,0,0.0
OFFICE162&&CNTRY454,10,0.19607843137254902
OFFICE162&&CNTRY456,2,0.2857142857142857
OFFICE162&&CNTRY480,1,0.3333333333333333
OFFICE162&&CNTRY485,1,0.07142857142857142
OFFICE162&&CNTRY527,0,0.0
OFFICE162&&CNTRY528,0,0.0
OFFICE162&&CNTRY554,2,0.2222222222222222
OFFICE162&&CNTRY555,3,0.23076923076923078
OFFICE162&&CNTRY558,0,0.0
OFFICE162&&CNTRY562,3,0.2727272727272727
OFFICE162&&CNTRY576,1,0.125
OFFICE162&&CNTRY615,1,0.021739130434782608
OFFICE162&&CNTRY618,1,0.3333333333333333
OFFICE162&&CNTRY625,1,0.5
OFFICE162&&CNTRY627,1,0.5
OFFICE162&&CNTRY644,0,0.0
OFFICE162&&CNTRY652,7,0.03225806451612903
OFFICE162&&CNTRY653,1,0.3333333333333333
OFFICE162&&CNTRY654,1,0.25
OFFICE162&&CNTRY656,2,0.6666666666666666
OFFICE162&&CNTRY674,0,0.0
OFFICE162&&CNTRY680,2,0.014598540145985401
OFFICE162&&CNTRY687,2,0.2
OFFICE162&&CNTRY689,1,0.2
OFFICE162&&CNTRY701,2,0.3333333333333333
OFFICE162&&CNTRY709,2,0.6666666666666666
OFFICE162&&CNTRY713,0,0.0
OFFICE162&&CNTRY716,0,0.0
OFFICE162&&CNTRY747,0,0.0
OFFICE162&&CNTRY748,0,0.0
OFFICE162&&CNTRY756,1,0.25
OFFICE162&&CNTRY759,1,0.06666666666666667
OFFICE162&&CNTRY764,1,0.16666666666666666
OFFICE162&&CNTRY765,3,0.42857142857142855
OFFICE162&&CNTRY770,1,0.3333333333333333
OFFICE162&&CNTRY771,0,0.0
OFFICE162&&CNTRY785,2,0.2857142857142857
OFFICE162&&CNTRY795,0,0.0
OFFICE162&&CNTRY819,2,0.4
OFFICE162&&CNTRY825,4,0.012012012012012012
OFFICE162&&CNTRY830,1,0.25
OFFICE162&&CNTRY837,0,0.0
OFFICE162&&CNTRY843,1,0.3333333333333333
OFFICE162&&CNTRY846,8,0.041025641025641026
OFFICE162&&CNTRY859,0,0.0
OFFICE162&&CNTRY863,1,0.2
OFFICE162&&CNTRY866,0,0.0
OFFICE162&&CNTRY874,0,0.0
OFFICE162&&CNTRY881,4,0.11764705882352941
OFFICE162&&CNTRY884,1,0.25
OFFICE162&&CNTRY915,0,0.0
OFFICE162&&CNTRY917,0,0.0
OFFICE162&&CNTRY920,2,0.16666666666666666
OFFICE162&&CNTRY930,3,0.42857142857142855
OFFICE162&&CNTRY959,2,0.18181818181818182
OFFICE162&&CNTRY962,0,0.0
OFFICE162&&CNTRY975,0,0.0
OFFICE162&&CNTRY976,9,0.03488372093023256
OFFICE162&&CNTRY980,0,0.0
OFFICE162&&CNTRY994,8,0.007729468599033816
OFFICE162&&CNTRY995,3,0.75
OFFICE167&&CNTRY113,1,0.5
OFFICE167&&CNTRY123,0,0.0
OFFICE167&&CNTRY125,0,0.0
OFFICE167&&CNTRY138,0,0.0
OFFICE167&&CNTRY139,0,0.0
OFFICE167&&CNTRY140,1,1.0
OFFICE167&&CNTRY153,0,0.0
OFFICE167&&CNTRY171,0,0.0
OFFICE167&&CNTRY184,0,0.0
OFFICE167&&CNTRY216,1,0.3333333333333333
OFFICE167&&CNTRY234,0,0.0
OFFICE167&&CNTRY236,1,1.0
OFFICE167&&CNTRY252,1,0.5
OFFICE167&&CNTRY263,0,0.0
OFFICE167&&CNTRY264,1,1.0
OFFICE167&&CNTRY277,0,0.0
OFFICE167&&CNTRY284,0,0.0
OFFICE167&&CNTRY316,1,0.5
OFFICE167&&CNTRY322,2,0.6666666666666666
OFFICE167&&CNTRY323,1,1.0
OFFICE167&&CNTRY334,1,0.5
OFFICE167&&CNTRY335,0,0.0
OFFICE167&&CNTRY364,1,1.0
OFFICE167&&CNTRY376,1,0.05263157894736842
OFFICE167&&CNTRY379,0,0.0
OFFICE167&&CNTRY393,1,1.0
OFFICE167&&CNTRY407,1,0.3333333333333333
OFFICE167&&CNTRY415,2,1.0
OFFICE167&&CNTRY429,0,0.0
OFFICE167&&CNTRY438,1,0.5
OFFICE167&&CNTRY445,1,0.5
OFFICE167&&CNTRY454,1,0.08333333333333333
OFFICE167&&CNTRY480,0,0.0
OFFICE167&&CNTRY485,0,0.0
OFFICE167&&CNTRY527,1,0.5
OFFICE167&&CNTRY528,1,0.5
OFFICE167&&CNTRY554,1,0.3333333333333333
OFFICE167&&CNTRY555,0,0.0
OFFICE167&&CNTRY558,0,0.0
OFFICE167&&CNTRY562,2,0.4
OFFICE167&&CNTRY615,1,0.2
OFFICE167&&CNTRY618,0,0.0
OFFICE167&&CNTRY625,1,0.5
OFFICE167&&CNTRY627,1,1.0
OFFICE167&&CNTRY644,2,1.0
OFFICE167&&CNTRY652,1,0.1111111111111111
OFFICE167&&CNTRY653,2,1.0
OFFICE167&&CNTRY654,0,0.0
OFFICE167&&CNTRY656,0,0.0
OFFICE167&&CNTRY674,3,0.75
OFFICE167&&CNTRY680,2,0.2857142857142857
OFFICE167&&CNTRY687,0,0.0
OFFICE167&&CNTRY689,0,0.0
OFFICE167&&CNTRY701,2,1.0
OFFICE167&&CNTRY709,0,0.0
OFFICE167&&CNTRY713,1,0.3333333333333333
OFFICE167&&CNTRY716,1,1.0
OFFICE167&&CNTRY748,1,0.5
OFFICE167&&CNTRY756,1,1.0
OFFICE167&&CNTRY759,0,0.0
OFFICE167&&CNTRY765,0,0.0
OFFICE167&&CNTRY770,0,0.0
OFFICE167&&CNTRY785,0,0.0
OFFICE167&&CNTRY825,3,0.17647058823529413
OFFICE167&&CNTRY837,0,0.0
OFFICE167&&CNTRY846,2,0.4
OFFICE167&&CNTRY859,0,0.0
OFFICE167&&CNTRY863,0,0.0
OFFICE167&&CNTRY874,0,0.0
OFFICE167&&CNTRY881,0,0.0
OFFICE167&&CNTRY884,1,1.0
OFFICE167&&CNTRY915,1,1.0
OFFICE167&&CNTRY917,2,0.6666666666666666
OFFICE167&&CNTRY920,0,0.0
OFFICE167&&CNTRY959,1,0.25
OFFICE167&&CNTRY975,0,0.0
OFFICE167&&CNTRY976,0,0.0
OFFICE167&&CNTRY994,3,0.15789473684210525
OFFICE167&&CNTRY995,0,0.0
OFFICE168&&CNTRY113,1,0.16666666666666666
OFFICE168&&CNTRY123,15,0.017985611510791366
OFFICE168&&CNTRY125,1,0.3333333333333333
OFFICE168&&CNTRY138,0,0.0
OFFICE168&&CNTRY139,1,0.030303030303030304
OFFICE168&&CNTRY140,2,0.4
OFFICE168&&CNTRY153,1,0.08333333333333333
OFFICE168&&CNTRY166,2,0.18181818181818182
OFFICE168&&CNTRY171,3,0.5
OFFICE168&&CNTRY184,1,0.16666666666666666
OFFICE168&&CNTRY209,1,0.3333333333333333
OFFICE168&&CNTRY215,1,0.047619047619047616
OFFICE168&&CNTRY216,0,0.0
OFFICE168&&CNTRY234,1,0.2
OFFICE168&&CNTRY236,0,0.0
OFFICE168&&CNTRY252,0,0.0
OFFICE168&&CNTRY263,0,0.0
OFFICE168&&CNTRY264,1,0.14285714285714285
OFFICE168&&CNTRY276,1,0.16666666666666666
OFFICE168&&CNTRY277,1,0.047619047619047616
OFFICE168&&CNTRY284,1,0.07692307692307693
OFFICE168&&CNTRY316,0,0.0
OFFICE168&&CNTRY317,3,0.17647058823529413
OFFICE168&&CNTRY321,3,0.13043478260869565
OFFICE168&&CNTRY322,1,0.06666666666666667
OFFICE168&&CNTRY323,0,0.0
OFFICE168&&CNTRY334,4,0.23529411764705882
OFFICE168&&CNTRY335,1,0.1111111111111111
OFFICE168&&CNTRY351,1,0.14285714285714285
OFFICE168&&CNTRY364,3,0.2
OFFICE168&&CNTRY376,9,0.0067064083457526085
OFFICE168&&CNTRY379,0,0.0
OFFICE168&&CNTRY389,1,0.1111111111111111
OFFICE168&&CNTRY390,1,0.25
OFFICE168&&CNTRY393,1,0.14285714285714285
OFFICE168&&CNTRY407,0,0.0
OFFICE168&&CNTRY409,3,0.25
OFFICE168&&CNTRY415,1,0.037037037037037035
OFFICE168&&CNTRY429,1,0.1111111111111111
OFFICE168&&CNTRY438,2,0.25
OFFICE168&&CNTRY445,0,0.0
OFFICE168&&CNTRY454,9,0.06338028169014084
OFFICE168&&CNTRY456,2,0.2222222222222222
OFFICE168&&CNTRY480,1,0.25
OFFICE168&&CNTRY485,3,0.05
OFFICE168&&CNTRY527,0,0.0
OFFICE168&&CNTRY528,1,0.125
OFFICE168&&CNTRY554,0,0.0
OFFICE168&&CNTRY555,1,0.03333333333333333
OFFICE168&&CNTRY558,2,0.25
OFFICE168&&CNTRY562,1,0.03333333333333333
OFFICE168&&CNTRY576,5,0.21739130434782608
OFFICE168&&CNTRY615,7,0.07142857142857142
OFFICE168&&CNTRY618,0,0.0
OFFICE168&&CNTRY625,3,0.3333333333333333
OFFICE168&&CNTRY627,1,0.1111111111111111
OFFICE168&&CNTRY644,3,0.42857142857142855
OFFICE168&&CNTRY652,16,0.047619047619047616
OFFICE168&&CNTRY653,0,0.0
OFFICE168&&CNTRY654,1,0.14285714285714285
OFFICE168&&CNTRY656,1,0.25
OFFICE168&&CNTRY674,1,0.1
OFFICE168&&CNTRY680,20,0.03780718336483932
OFFICE168&&CNTRY687,1,0.125
OFFICE168&&CNTRY689,2,0.6666666666666666
OFFICE168&&CNTRY701,3,0.375
OFFICE168&&CNTRY709,1,0.1111111111111111
OFFICE168&&CNTRY713,0,0.0
OFFICE168&&CNTRY716,0,0.0
OFFICE168&&CNTRY747,0,0.0
OFFICE168&&CNTRY748,1,0.16666666666666666
OFFICE168&&CNTRY756,2,0.25
OFFICE168&&CNTRY759,3,0.12
OFFICE168&&CNTRY764,0,0.0
OFFICE168&&CNTRY765,3,0.23076923076923078
OFFICE168&&CNTRY770,1,0.2
OFFICE168&&CNTRY771,4,0.26666666666666666
OFFICE168&&CNTRY785,2,0.5
OFFICE168&&CNTRY795,2,0.2
OFFICE168&&CNTRY819,1,0.2
OFFICE168&&CNTRY825,11,0.010416666666666666
OFFICE168&&CNTRY830,3,0.375
OFFICE168&&CNTRY837,2,0.4
OFFICE168&&CNTRY843,3,0.375
OFFICE168&&CNTRY846,6,0.014423076923076924
OFFICE168&&CNTRY859,3,0.3333333333333333
OFFICE168&&CNTRY863,1,0.2
OFFICE168&&CNTRY866,0,0.0
OFFICE168&&CNTRY874,2,0.13333333333333333
OFFICE168&&CNTRY881,4,0.03773584905660377
OFFICE168&&CNTRY884,2,0.07692307692307693
OFFICE168&&CNTRY915,1,0.1
OFFICE168&&CNTRY917,0,0.0
OFFICE168&&CNTRY920,3,0.07894736842105263
OFFICE168&&CNTRY930,2,0.18181818181818182
OFFICE168&&CNTRY959,0,0.0
OFFICE168&&CNTRY962,0,0.0
OFFICE168&&CNTRY975,3,0.2727272727272727
OFFICE168&&CNTRY976,19,0.02402022756005057
OFFICE168&&CNTRY980,1,0.3333333333333333
OFFICE168&&CNTRY994,30,0.007154781779155735
OFFICE168&&CNTRY995,1,0.3333333333333333
OFFICE174&&CNTRY113,0,0.0
OFFICE174&&CNTRY123,1,0.06666666666666667
OFFICE174&&CNTRY138,1,0.5
OFFICE174&&CNTRY139,2,0.6666666666666666
OFFICE174&&CNTRY140,0,0.0
OFFICE174&&CNTRY153,0,0.0
OFFICE174&&CNTRY166,2,0.5
OFFICE174&&CNTRY171,0,0.0
OFFICE174&&CNTRY184,1,1.0
OFFICE174&&CNTRY209,1,1.0
OFFICE174&&CNTRY215,2,0.5
OFFICE174&&CNTRY216,2,0.6666666666666666
OFFICE174&&CNTRY236,0,0.0
OFFICE174&&CNTRY252,1,0.5
OFFICE174&&CNTRY284,1,0.5
OFFICE174&&CNTRY316,0,0.0
OFFICE174&&CNTRY317,2,0.6666666666666666
OFFICE174&&CNTRY321,0,0.0
OFFICE174&&CNTRY322,1,0.5
OFFICE174&&CNTRY323,1,0.5
OFFICE174&&CNTRY334,3,0.75
OFFICE174&&CNTRY335,0,0.0
OFFICE174&&CNTRY351,1,0.3333333333333333
OFFICE174&&CNTRY364,0,0.0
OFFICE174&&CNTRY376,1,0.041666666666666664
OFFICE174&&CNTRY379,0,0.0
OFFICE174&&CNTRY389,0,0.0
OFFICE174&&CNTRY393,0,0.0
OFFICE174&&CNTRY407,2,1.0
OFFICE174&&CNTRY415,2,0.6666666666666666
OFFICE174&&CNTRY429,1,0.2
OFFICE174&&CNTRY438,1,0.3333333333333333
OFFICE174&&CNTRY454,2,0.25
OFFICE174&&CNTRY456,2,1.0
OFFICE174&&CNTRY480,1,0.3333333333333333
OFFICE174&&CNTRY485,2,0.3333333333333333
OFFICE174&&CNTRY527,1,0.3333333333333333
OFFICE174&&CNTRY554,1,0.5
OFFICE174&&CNTRY562,2,0.4
OFFICE174&&CNTRY576,1,0.2
OFFICE174&&CNTRY615,0,0.0
OFFICE174&&CNTRY618,0,0.0
OFFICE174&&CNTRY625,1,0.5
OFFICE174&&CNTRY644,0,0.0
OFFICE174&&CNTRY652,1,0.09090909090909091
OFFICE174&&CNTRY654,0,0.0
OFFICE174&&CNTRY674,0,0.0
OFFICE174&&CNTRY680,4,0.36363636363636365
OFFICE174&&CNTRY687,1,0.5
OFFICE174&&CNTRY701,1,1.0
OFFICE174&&CNTRY709,0,0.0
OFFICE174&&CNTRY713,2,0.5
OFFICE174&&CNTRY716,0,0.0
OFFICE174&&CNTRY747,0,0.0
OFFICE174&&CNTRY748,1,1.0
OFFICE174&&CNTRY759,1,0.2
OFFICE174&&CNTRY764,1,0.3333333333333333
OFFICE174&&CNTRY771,1,0.5
OFFICE174&&CNTRY785,0,0.0
OFFICE174&&CNTRY825,1,0.05263157894736842
OFFICE174&&CNTRY830,0,0.0
OFFICE174&&CNTRY837,0,0.0
OFFICE174&&CNTRY843,0,0.0
OFFICE174&&CNTRY846,3,0.3
OFFICE174&&CNTRY859,2,1.0
OFFICE174&&CNTRY863,1,1.0
OFFICE174&&CNTRY874,0,0.0
OFFICE174&&CNTRY881,0,0.0
OFFICE174&&CNTRY915,2,1.0
OFFICE174&&CNTRY917,0,0.0
OFFICE174&&CNTRY920,1,0.2
OFFICE174&&CNTRY930,0,0.0
OFFICE174&&CNTRY959,0,0.0
OFFICE174&&CNTRY975,1,1.0
OFFICE174&&CNTRY976,1,0.07142857142857142
OFFICE174&&CNTRY994,2,0.08
OFFICE174&&CNTRY995,1,1.0
OFFICE178&&CNTRY113,0,0.0
OFFICE178&&CNTRY123,1,0.045454545454545456
OFFICE178&&CNTRY125,2,0.6666666666666666
OFFICE178&&CNTRY138,0,0.0
OFFICE178&&CNTRY139,0,0.0
OFFICE178&&CNTRY153,0,0.0
OFFICE178&&CNTRY166,3,0.5
OFFICE178&&CNTRY171,0,0.0
OFFICE178&&CNTRY209,0,0.0
OFFICE178&&CNTRY215,0,0.0
OFFICE178&&CNTRY216,0,0.0
OFFICE178&&CNTRY234,0,0.0
OFFICE178&&CNTRY236,0,0.0
OFFICE178&&CNTRY252,1,0.3333333333333333
OFFICE178&&CNTRY263,2,1.0
OFFICE178&&CNTRY264,1,0.3333333333333333
OFFICE178&&CNTRY276,0,0.0
OFFICE178&&CNTRY277,1,0.3333333333333333
OFFICE178&&CNTRY284,3,0.6
OFFICE178&&CNTRY317,0,0.0
OFFICE178&&CNTRY321,0,0.0
OFFICE178&&CNTRY323,0,0.0
OFFICE178&&CNTRY334,0,0.0
OFFICE178&&CNTRY335,1,0.5
OFFICE178&&CNTRY351,1,1.0
OFFICE178&&CNTRY364,1,0.5
OFFICE178&&CNTRY376,2,0.04878048780487805
OFFICE178&&CNTRY379,0,0.0
OFFICE178&&CNTRY389,2,0.6666666666666666
OFFICE178&&CNTRY390,0,0.0
OFFICE178&&CNTRY393,1,0.25
OFFICE178&&CNTRY407,2,0.5
OFFICE178&&CNTRY409,1,0.5
OFFICE178&&CNTRY429,1,1.0
OFFICE178&&CNTRY438,2,0.6666666666666666
OFFICE178&&CNTRY445,0,0.0
OFFICE178&&CNTRY454,0,0.0
OFFICE178&&CNTRY480,0,0.0
OFFICE178&&CNTRY485,2,0.2857142857142857
OFFICE178&&CNTRY527,1,0.3333333333333333
OFFICE178&&CNTRY528,2,1.0
OFFICE178&&CNTRY554,0,0.0
OFFICE178&&CNTRY555,3,0.6
OFFICE178&&CNTRY558,2,1.0
OFFICE178&&CNTRY562,1,0.3333333333333333
OFFICE178&&CNTRY576,0,0.0
OFFICE178&&CNTRY615,1,0.25
OFFICE178&&CNTRY618,0,0.0
OFFICE178&&CNTRY627,1,0.5
OFFICE178&&CNTRY652,1,0.1111111111111111
OFFICE178&&CNTRY653,0,0.0
OFFICE178&&CNTRY654,0,0.0
OFFICE178&&CNTRY656,1,0.5
OFFICE178&&CNTRY674,1,1.0
OFFICE178&&CNTRY680,1,0.058823529411764705
OFFICE178&&CNTRY687,0,0.0
OFFICE178&&CNTRY689,2,1.0
OFFICE178&&CNTRY701,1,1.0
OFFICE178&&CNTRY713,1,0.3333333333333333
OFFICE178&&CNTRY716,1,0.25
OFFICE178&&CNTRY748,0,0.0
OFFICE178&&CNTRY756,1,1.0
OFFICE178&&CNTRY759,1,0.3333333333333333
OFFICE178&&CNTRY764,2,0.5
OFFICE178&&CNTRY765,1,0.5
OFFICE178&&CNTRY770,0,0.0
OFFICE178&&CNTRY771,0,0.0
OFFICE178&&CNTRY785,1,1.0
OFFICE178&&CNTRY795,0,0.0
OFFICE178&&CNTRY819,2,0.6666666666666666
OFFICE178&&CNTRY825,1,0.07142857142857142
OFFICE178&&CNTRY830,0,0.0
OFFICE178&&CNTRY843,1,0.5
OFFICE178&&CNTRY846,2,0.25
OFFICE178&&CNTRY859,2,0.6666666666666666
OFFICE178&&CNTRY863,2,0.6666666666666666
OFFICE178&&CNTRY866,0,0.0
OFFICE178&&CNTRY874,1,1.0
OFFICE178&&CNTRY881,4,0.26666666666666666
OFFICE178&&CNTRY884,1,0.5
OFFICE178&&CNTRY915,1,0.5
OFFICE178&&CNTRY920,1,0.5
OFFICE178&&CNTRY959,1,0.3333333333333333
OFFICE178&&CNTRY962,1,1.0
OFFICE178&&CNTRY976,1,0.0625
OFFICE178&&CNTRY994,4,0.10526315789473684
OFFICE178&&CNTRY995,0,0.0
OFFICE18&&CNTRY113,1,0.3333333333333333
OFFICE18&&CNTRY125,1,0.3333333333333333
OFFICE18&&CNTRY133,2,0.6666666666666666
OFFICE18&&CNTRY138,0,0.0
OFFICE18&&CNTRY139,0,0.0
OFFICE18&&CNTRY140,0,0.0
OFFICE18&&CNTRY150,0,0.0
OFFICE18&&CNTRY153,3,0.75
OFFICE18&&CNTRY168,0,0.0
OFFICE18&&CNTRY171,1,0.3333333333333333
OFFICE18&&CNTRY184,0,0.0
OFFICE18&&CNTRY188,1,0.25
OFFICE18&&CNTRY215,0,0.0
OFFICE18&&CNTRY216,1,1.0
OFFICE18&&CNTRY252,1,0.25
OFFICE18&&CNTRY262,1,0.2
OFFICE18&&CNTRY263,1,0.25
OFFICE18&&CNTRY264,1,0.3333333333333333
OFFICE18&&CNTRY276,0,0.0
OFFICE18&&CNTRY277,4,0.36363636363636365
OFFICE18&&CNTRY278,1,0.3333333333333333
OFFICE18&&CNTRY284,3,0.42857142857142855
OFFICE18&&CNTRY311,1,1.0
OFFICE18&&CNTRY316,2,0.4
OFFICE18&&CNTRY317,1,0.5
OFFICE18&&CNTRY321,1,0.5
OFFICE18&&CNTRY322,2,0.5
OFFICE18&&CNTRY323,0,0.0
OFFICE18&&CNTRY328,0,0.0
OFFICE18&&CNTRY334,0,0.0
OFFICE18&&CNTRY343,0,0.0
OFFICE18&&CNTRY351,2,0.25
OFFICE18&&CNTRY364,1,0.25
OFFICE18&&CNTRY376,3,0.2
OFFICE18&&CNTRY378,0,0.0
OFFICE18&&CNTRY379,0,0.0
OFFICE18&&CNTRY385,1,0.25
OFFICE18&&CNTRY389,1,0.5
OFFICE18&&CNTRY407,0,0.0
OFFICE18&&CNTRY409,1,0.25
OFFICE18&&CNTRY415,0,0.0
OFFICE18&&CNTRY429,1,0.5
OFFICE18&&CNTRY436,2,0.6666666666666666
OFFICE18&&CNTRY448,1,1.0
OFFICE18&&CNTRY454,1,0.2
OFFICE18&&CNTRY473,1,0.5
OFFICE18&&CNTRY480,0,0.0
OFFICE18&&CNTRY491,0,0.0
OFFICE18&&CNTRY527,0,0.0
OFFICE18&&CNTRY528,1,0.3333333333333333
OFFICE18&&CNTRY554,0,0.0
OFFICE18&&CNTRY555,3,0.75
OFFICE18&&CNTRY558,2,1.0
OFFICE18&&CNTRY562,2,0.2857142857142857
OFFICE18&&CNTRY576,1,0.16666666666666666
OFFICE18&&CNTRY615,0,0.0
OFFICE18&&CNTRY618,0,0.0
OFFICE18&&CNTRY622,0,0.0
OFFICE18&&CNTRY637,2,0.5
OFFICE18&&CNTRY644,3,0.6
OFFICE18&&CNTRY652,1,0.3333333333333333
OFFICE18&&CNTRY653,2,0.4
OFFICE18&&CNTRY654,0,0.0
OFFICE18&&CNTRY656,1,0.2
OFFICE18&&CNTRY659,0,0.0
OFFICE18&&CNTRY680,4,0.19047619047619047
OFFICE18&&CNTRY701,1,0.3333333333333333
OFFICE18&&CNTRY709,0,0.0
OFFICE18&&CNTRY713,0,0.0
OFFICE18&&CNTRY745,0,0.0
OFFICE18&&CNTRY747,0,0.0
OFFICE18&&CNTRY748,1,0.3333333333333333
OFFICE18&&CNTRY756,1,1.0
OFFICE18&&CNTRY759,4,0.14285714285714285
OFFICE18&&CNTRY764,1,0.2
OFFICE18&&CNTRY765,2,1.0
OFFICE18&&CNTRY770,0,0.0
OFFICE18&&CNTRY771,0,0.0
OFFICE18&&CNTRY785,0,0.0
OFFICE18&&CNTRY819,0,0.0
OFFICE18&&CNTRY825,1,0.5
OFFICE18&&CNTRY830,1,0.16666666666666666
OFFICE18&&CNTRY837,1,0.5
OFFICE18&&CNTRY846,1,0.25
OFFICE18&&CNTRY859,0,0.0
OFFICE18&&CNTRY866,0,0.0
OFFICE18&&CNTRY873,0,0.0
OFFICE18&&CNTRY874,1,0.3333333333333333
OFFICE18&&CNTRY881,2,0.2222222222222222
OFFICE18&&CNTRY884,2,0.2222222222222222
OFFICE18&&CNTRY915,0,0.0
OFFICE18&&CNTRY917,0,0.0
OFFICE18&&CNTRY919,0,0.0
OFFICE18&&CNTRY920,2,0.4
OFFICE18&&CNTRY930,0,0.0
OFFICE18&&CNTRY939,1,1.0
OFFICE18&&CNTRY959,1,0.3333333333333333
OFFICE18&&CNTRY962,1,0.5
OFFICE18&&CNTRY975,2,0.5
OFFICE18&&CNTRY976,1,0.5
OFFICE18&&CNTRY984,1,0.25
OFFICE18&&CNTRY988,2,0.4
OFFICE18&&CNTRY994,1,0.25
OFFICE180&&CNTRY113,0,0.0
OFFICE180&&CNTRY123,2,0.13333333333333333
OFFICE180&&CNTRY125,2,0.6666666666666666
OFFICE180&&CNTRY138,1,0.5
OFFICE180&&CNTRY139,0,0.0
OFFICE180&&CNTRY140,0,0.0
OFFICE180&&CNTRY153,2,0.4
OFFICE180&&CNTRY171,0,0.0
OFFICE180&&CNTRY184,0,0.0
OFFICE180&&CNTRY209,1,0.5
OFFICE180&&CNTRY215,1,0.3333333333333333
OFFICE180&&CNTRY216,0,0.0
OFFICE180&&CNTRY234,1,1.0
OFFICE180&&CNTRY236,4,0.5714285714285714
OFFICE180&&CNTRY252,0,0.0
OFFICE180&&CNTRY263,1,0.3333333333333333
OFFICE180&&CNTRY264,1,0.5
OFFICE180&&CNTRY277,0,0.0
OFFICE180&&CNTRY284,1,1.0
OFFICE180&&CNTRY321,1,0.3333333333333333
OFFICE180&&CNTRY322,1,0.3333333333333333
OFFICE180&&CNTRY323,0,0.0
OFFICE180&&CNTRY334,0,0.0
OFFICE180&&CNTRY335,0,0.0
OFFICE180&&CNTRY351,0,0.0
OFFICE180&&CNTRY364,3,0.42857142857142855
OFFICE180&&CNTRY376,1,0.03225806451612903
OFFICE180&&CNTRY379,2,1.0
OFFICE180&&CNTRY389,1,0.25
OFFICE180&&CNTRY390,1,0.5
OFFICE180&&CNTRY393,1,0.5
OFFICE180&&CNTRY407,2,0.5
OFFICE180&&CNTRY409,1,0.5
OFFICE180&&CNTRY415,0,0.0
OFFICE180&&CNTRY429,1,0.5
OFFICE180&&CNTRY445,0,0.0
OFFICE180&&CNTRY454,2,0.3333333333333333
OFFICE180&&CNTRY456,1,1.0
OFFICE180&&CNTRY480,0,0.0
OFFICE180&&CNTRY485,2,0.18181818181818182
OFFICE180&&CNTRY527,1,0.5
OFFICE180&&CNTRY528,1,0.5
OFFICE180&&CNTRY554,1,0.2
OFFICE180&&CNTRY555,1,0.2
OFFICE180&&CNTRY558,0,0.0
OFFICE180&&CNTRY562,1,0.16666666666666666
OFFICE180&&CNTRY576,1,0.5
OFFICE180&&CNTRY615,2,0.18181818181818182
OFFICE180&&CNTRY618,0,0.0
OFFICE180&&CNTRY625,1,0.3333333333333333
OFFICE180&&CNTRY627,0,0.0
OFFICE180&&CNTRY644,1,1.0
OFFICE180&&CNTRY652,0,0.0
OFFICE180&&CNTRY653,2,0.6666666666666666
OFFICE180&&CNTRY654,0,0.0
OFFICE180&&CNTRY656,0,0.0
OFFICE180&&CNTRY674,1,0.5
OFFICE180&&CNTRY680,2,0.09523809523809523
OFFICE180&&CNTRY687,1,0.5
OFFICE180&&CNTRY689,0,0.0
OFFICE180&&CNTRY701,0,0.0
OFFICE180&&CNTRY709,1,1.0
OFFICE180&&CNTRY713,0,0.0
OFFICE180&&CNTRY716,0,0.0
OFFICE180&&CNTRY747,2,0.4
OFFICE180&&CNTRY748,0,0.0
OFFICE180&&CNTRY756,1,1.0
OFFICE180&&CNTRY759,0,0.0
OFFICE180&&CNTRY765,1,0.5
OFFICE180&&CNTRY770,0,0.0
OFFICE180&&CNTRY771,0,0.0
OFFICE180&&CNTRY785,1,0.5
OFFICE180&&CNTRY795,1,0.3333333333333333
OFFICE180&&CNTRY819,0,0.0
OFFICE180&&CNTRY825,2,0.04
OFFICE180&&CNTRY830,0,0.0
OFFICE180&&CNTRY837,1,0.3333333333333333
OFFICE180&&CNTRY843,1,0.5
OFFICE180&&CNTRY846,3,0.2
OFFICE180&&CNTRY859,2,0.4
OFFICE180&&CNTRY863,1,0.5
OFFICE180&&CNTRY866,0,0.0
