TARIFF.CODE&&ORIGIN.CODE,TARIFF.CODE&&ORIGIN.CODE_illicit_sum,TARIFF.CODE&&ORIGIN.CODE_illicit_rate
4802550059&&CNTRY995,0,0.0
4802551589&&CNTRY138,0,0.0
4802551589&&CNTRY825,0,0.0
4802551589&&CNTRY881,1,1.0
4802551589&&CNTRY994,0,0.0
4802552530&&CNTRY576,0,0.0
4802552530&&CNTRY759,0,0.0
4802552530&&CNTRY770,1,1.0
4802559089&&CNTRY351,0,0.0
4802562000&&CNTRY652,0,0.0
4802562000&&CNTRY866,0,0.0
4802562000&&CNTRY920,0,0.0
4802562000&&CNTRY976,0,0.0
4802562000&&CNTRY994,0,0.0
4802568040&&CNTRY166,1,1.0
4802568040&&CNTRY846,0,0.0
4802570000&&CNTRY133,0,0.0
4802570000&&CNTRY150,0,0.0
4802570000&&CNTRY168,1,1.0
4802570000&&CNTRY264,0,0.0
4802570000&&CNTRY277,0,0.0
4802570000&&CNTRY317,0,0.0
4802570000&&CNTRY321,0,0.0
4802570000&&CNTRY323,0,0.0
4802570000&&CNTRY349,0,0.0
4802570000&&CNTRY364,1,1.0
4802570000&&CNTRY376,3,0.25
4802570000&&CNTRY389,0,0.0
4802570000&&CNTRY429,0,0.0
4802570000&&CNTRY454,0,0.0
4802570000&&CNTRY473,1,1.0
4802570000&&CNTRY528,0,0.0
4802570000&&CNTRY554,1,1.0
4802570000&&CNTRY555,1,1.0
4802570000&&CNTRY562,0,0.0
4802570000&&CNTRY576,0,0.0
4802570000&&CNTRY615,0,0.0
4802570000&&CNTRY644,0,0.0
4802570000&&CNTRY652,0,0.0
4802570000&&CNTRY653,2,1.0
4802570000&&CNTRY654,0,0.0
4802570000&&CNTRY656,0,0.0
4802570000&&CNTRY680,1,0.03333333333333333
4802570000&&CNTRY709,0,0.0
4802570000&&CNTRY748,0,0.0
4802570000&&CNTRY756,0,0.0
4802570000&&CNTRY759,2,0.08
4802570000&&CNTRY765,0,0.0
4802570000&&CNTRY771,0,0.0
4802570000&&CNTRY825,0,0.0
4802570000&&CNTRY863,0,0.0
4802570000&&CNTRY884,0,0.0
4802570000&&CNTRY920,0,0.0
4802570000&&CNTRY988,0,0.0
4802570000&&CNTRY994,0,0.0
4802570000&&CNTRY995,1,1.0
4802570089&&CNTRY316,1,1.0
4802580000&&CNTRY113,1,1.0
4802580000&&CNTRY138,0,0.0
4802580000&&CNTRY139,0,0.0
4802580000&&CNTRY168,1,1.0
4802580000&&CNTRY262,0,0.0
4802580000&&CNTRY321,0,0.0
4802580000&&CNTRY376,0,0.0
4802580000&&CNTRY385,0,0.0
4802580000&&CNTRY562,0,0.0
4802580000&&CNTRY576,0,0.0
4802580000&&CNTRY615,0,0.0
4802580000&&CNTRY680,0,0.0
4802580000&&CNTRY709,0,0.0
4802580000&&CNTRY759,0,0.0
4802580000&&CNTRY874,0,0.0
4802581010&&CNTRY140,0,0.0
4802589090&&CNTRY527,0,0.0
4802690000&&CNTRY138,1,1.0
4802690000&&CNTRY264,1,1.0
4802690000&&CNTRY316,0,0.0
4802690000&&CNTRY334,0,0.0
4802690000&&CNTRY415,0,0.0
4802690000&&CNTRY555,0,0.0
4802690000&&CNTRY881,0,0.0
4802690000&&CNTRY919,0,0.0
4802690098&&CNTRY140,1,1.0
4802690098&&CNTRY364,0,0.0
4802690098&&CNTRY713,0,0.0
4802690098&&CNTRY846,0,0.0
4802690098&&CNTRY881,1,1.0
4802690098&&CNTRY994,0,0.0
4803000011&&CNTRY323,0,0.0
4803000011&&CNTRY576,0,0.0
4803000011&&CNTRY680,0,0.0
4803000011&&CNTRY701,0,0.0
4803000011&&CNTRY819,0,0.0
4803000011&&CNTRY884,1,1.0
4803000011&&CNTRY930,0,0.0
4803000011&&CNTRY959,1,1.0
4803000019&&CNTRY311,0,0.0
4803000019&&CNTRY378,0,0.0
4803000019&&CNTRY747,0,0.0
4803000019&&CNTRY759,0,0.0
4803000019&&CNTRY863,0,0.0
4803000019&&CNTRY874,1,1.0
4803001000&&CNTRY615,1,1.0
4803003100&&CNTRY113,1,1.0
4803003100&&CNTRY429,0,0.0
4804110000&&CNTRY278,0,0.0
4804110000&&CNTRY491,0,0.0
4804110000&&CNTRY546,0,0.0
4804110000&&CNTRY615,0,0.0
4804110000&&CNTRY656,0,0.0
4804110000&&CNTRY713,0,0.0
4804110000&&CNTRY759,0,0.0
4804110000&&CNTRY830,1,1.0
4804110000&&CNTRY859,0,0.0
4804110000&&CNTRY881,0,0.0
4804110000&&CNTRY917,1,1.0
4804111109&&CNTRY438,1,1.0
4804111109&&CNTRY485,0,0.0
4804111109&&CNTRY843,0,0.0
4804119001&&CNTRY216,0,0.0
4804119001&&CNTRY485,0,0.0
4804119001&&CNTRY756,0,0.0
4804119001&&CNTRY764,1,1.0
4804119001&&CNTRY771,1,1.0
4804119001&&CNTRY825,0,0.0
4804190000&&CNTRY263,0,0.0
4804190000&&CNTRY349,0,0.0
4804190000&&CNTRY407,0,0.0
4804190000&&CNTRY409,0,0.0
4804190000&&CNTRY615,0,0.0
4804190000&&CNTRY637,0,0.0
4804190000&&CNTRY680,0,0.0
4804190000&&CNTRY759,1,0.3333333333333333
4804190000&&CNTRY825,1,0.5
4804190000&&CNTRY830,0,0.0
4804190000&&CNTRY919,0,0.0
4804211000&&CNTRY846,0,0.0
4804211000&&CNTRY881,0,0.0
4804315100&&CNTRY252,0,0.0
4804315100&&CNTRY454,0,0.0
4804315100&&CNTRY527,0,0.0
4804315100&&CNTRY652,0,0.0
4804315100&&CNTRY825,0,0.0
4804315100&&CNTRY881,0,0.0
4804390000&&CNTRY188,0,0.0
4804390000&&CNTRY454,1,1.0
4804390000&&CNTRY680,0,0.0
4804390000&&CNTRY764,0,0.0
4804390000&&CNTRY819,0,0.0
4804390000&&CNTRY884,0,0.0
4804395100&&CNTRY284,0,0.0
4804395100&&CNTRY389,1,1.0
4804395100&&CNTRY920,0,0.0
4804398000&&CNTRY389,0,0.0
4804398000&&CNTRY528,1,1.0
4804398000&&CNTRY652,0,0.0
4804398000&&CNTRY654,0,0.0
4804398000&&CNTRY881,0,0.0
4804398000&&CNTRY884,0,0.0
4804398000&&CNTRY976,0,0.0
4804510000&&CNTRY166,1,1.0
4804510000&&CNTRY389,0,0.0
4804510000&&CNTRY576,1,1.0
4804510000&&CNTRY656,0,0.0
4804520000&&CNTRY652,0,0.0
4804520000&&CNTRY759,0,0.0
4804520000&&CNTRY785,0,0.0
4804520000&&CNTRY837,0,0.0
4805110000&&CNTRY323,0,0.0
4805110000&&CNTRY334,0,0.0
4805110000&&CNTRY454,0,0.0
4805110000&&CNTRY555,0,0.0
4805110000&&CNTRY653,0,0.0
4805110000&&CNTRY680,0,0.0
4805110000&&CNTRY863,0,0.0
4805110000&&CNTRY884,0,0.0
4805190000&&CNTRY277,0,0.0
4805190000&&CNTRY321,0,0.0
4805190000&&CNTRY376,0,0.0
4805190000&&CNTRY652,0,0.0
4805190000&&CNTRY680,0,0.0
4805190000&&CNTRY825,0,0.0
4805190000&&CNTRY884,0,0.0
4805191000&&CNTRY123,0,0.0
4805191000&&CNTRY351,1,1.0
4805191000&&CNTRY825,0,0.0
4805191000&&CNTRY846,0,0.0
4805191000&&CNTRY976,0,0.0
4805240000&&CNTRY153,1,1.0
4805240000&&CNTRY323,0,0.0
4805240000&&CNTRY393,0,0.0
4805240000&&CNTRY429,0,0.0
4805240000&&CNTRY438,1,1.0
4805240000&&CNTRY448,0,0.0
4805240000&&CNTRY555,1,1.0
4805240000&&CNTRY680,0,0.0
4805240000&&CNTRY709,0,0.0
4805240000&&CNTRY759,1,0.5
4805240000&&CNTRY859,1,1.0
4805250000&&CNTRY113,1,1.0
4805250000&&CNTRY364,1,1.0
4805250000&&CNTRY429,1,1.0
4805250000&&CNTRY436,0,0.0
4805250000&&CNTRY438,0,0.0
4805250000&&CNTRY527,0,0.0
4805250000&&CNTRY576,0,0.0
4805250000&&CNTRY764,1,1.0
4805250000&&CNTRY819,0,0.0
4805250000&&CNTRY988,0,0.0
4805250000&&CNTRY994,0,0.0
4805300000&&CNTRY376,0,0.0
4805300000&&CNTRY429,0,0.0
4805300000&&CNTRY454,0,0.0
4805300000&&CNTRY618,0,0.0
4805300000&&CNTRY680,0,0.0
4805300000&&CNTRY701,1,1.0
4805300000&&CNTRY764,1,1.0
4805300000&&CNTRY825,0,0.0
4805300000&&CNTRY994,0,0.0
4805400000&&CNTRY364,1,1.0
4805400000&&CNTRY409,0,0.0
4805400000&&CNTRY528,0,0.0
4805400000&&CNTRY576,1,1.0
4805400000&&CNTRY644,1,1.0
4805400000&&CNTRY881,0,0.0
4805500000&&CNTRY385,0,0.0
4805500000&&CNTRY454,0,0.0
4805500000&&CNTRY747,1,1.0
4805910091&&CNTRY123,0,0.0
4805910091&&CNTRY376,0,0.0
4805910091&&CNTRY390,0,0.0
4805910091&&CNTRY454,0,0.0
4805910091&&CNTRY485,0,0.0
4805910091&&CNTRY615,0,0.0
4805910091&&CNTRY680,0,0.0
4805910091&&CNTRY825,0,0.0
4805910091&&CNTRY846,0,0.0
4805910091&&CNTRY874,0,0.0
4805910091&&CNTRY881,0,0.0
4805910091&&CNTRY959,0,0.0
4805910091&&CNTRY976,0,0.0
4805910091&&CNTRY994,0,0.0
4805910092&&CNTRY709,0,0.0
4805910092&&CNTRY994,0,0.0
4805910099&&CNTRY123,0,0.0
4805910099&&CNTRY140,0,0.0
4805910099&&CNTRY376,0,0.0
4805910099&&CNTRY456,0,0.0
4805910099&&CNTRY627,0,0.0
4805910099&&CNTRY680,0,0.0
4805910099&&CNTRY825,0,0.0
4805910099&&CNTRY994,0,0.0
4805930000&&CNTRY409,1,1.0
4805930000&&CNTRY554,1,1.0
4805930000&&CNTRY562,0,0.0
4805930000&&CNTRY785,1,1.0
4805932000&&CNTRY334,0,0.0
4805932000&&CNTRY576,0,0.0
4805932000&&CNTRY687,0,0.0
4805932000&&CNTRY825,0,0.0
4805932000&&CNTRY859,0,0.0
4806100000&&CNTRY652,0,0.0
4806100000&&CNTRY881,0,0.0
4806200000&&CNTRY825,0,0.0
4806300000&&CNTRY277,0,0.0
4806300000&&CNTRY284,0,0.0
4806300000&&CNTRY311,1,0.5
4806300000&&CNTRY615,0,0.0
4806401000&&CNTRY166,1,1.0
4806409000&&CNTRY113,1,1.0
4806409000&&CNTRY123,1,1.0
4806409000&&CNTRY277,1,1.0
4806409000&&CNTRY376,1,1.0
4807008019&&CNTRY674,1,1.0
4807008099&&CNTRY138,0,0.0
4807008099&&CNTRY454,1,1.0
4807008099&&CNTRY687,0,0.0
4807008099&&CNTRY771,1,1.0
4808100000&&CNTRY166,0,0.0
4808100000&&CNTRY264,1,1.0
4808100000&&CNTRY376,0,0.0
4808400000&&CNTRY376,0,0.0
4808400000&&CNTRY709,0,0.0
4808900000&&CNTRY322,0,0.0
4808900000&&CNTRY376,0,0.0
4808900000&&CNTRY701,1,1.0
4808900000&&CNTRY846,1,1.0
4809200000&&CNTRY351,0,0.0
4809200000&&CNTRY558,1,1.0
4809200000&&CNTRY562,0,0.0
4809200000&&CNTRY644,1,1.0
4809200000&&CNTRY656,1,1.0
4809200000&&CNTRY765,0,0.0
4809900000&&CNTRY209,1,1.0
4809900000&&CNTRY316,0,0.0
4809900000&&CNTRY915,0,0.0
4809900000&&CNTRY976,0,0.0
4809901000&&CNTRY140,0,0.0
4809901000&&CNTRY334,1,1.0
4809901000&&CNTRY335,0,0.0
4809901000&&CNTRY615,1,1.0
4809901000&&CNTRY652,0,0.0
4809901000&&CNTRY748,0,0.0
4809901000&&CNTRY825,0,0.0
4809901000&&CNTRY994,0,0.0
4810000000&&CNTRY153,0,0.0
4810000000&&CNTRY264,0,0.0
4810000000&&CNTRY322,0,0.0
4810000000&&CNTRY378,0,0.0
4810000000&&CNTRY615,0,0.0
4810130010&&CNTRY454,0,0.0
4810130010&&CNTRY615,0,0.0
4810130019&&CNTRY264,0,0.0
4810130019&&CNTRY321,0,0.0
4810130019&&CNTRY376,0,0.0
4810130019&&CNTRY436,1,1.0
4810130019&&CNTRY454,0,0.0
4810130019&&CNTRY558,1,1.0
4810130019&&CNTRY653,0,0.0
4810130019&&CNTRY654,0,0.0
4810130019&&CNTRY680,0,0.0
4810130019&&CNTRY759,0,0.0
4810130019&&CNTRY770,0,0.0
4810130019&&CNTRY830,0,0.0
4810130019&&CNTRY863,1,1.0
4810130019&&CNTRY866,0,0.0
4810130019&&CNTRY884,0,0.0
4810140010&&CNTRY264,1,1.0
4810140010&&CNTRY322,0,0.0
4810140010&&CNTRY376,0,0.0
4810190000&&CNTRY138,0,0.0
4810190000&&CNTRY264,1,1.0
4810190000&&CNTRY376,0,0.0
4810190000&&CNTRY445,0,0.0
4810190000&&CNTRY618,0,0.0
4810190000&&CNTRY825,0,0.0
4810190000&&CNTRY846,0,0.0
4810190000&&CNTRY884,1,1.0
4810190000&&CNTRY994,0,0.0
4810220010&&CNTRY652,0,0.0
4810220010&&CNTRY713,1,1.0
4810220010&&CNTRY825,0,0.0
4810220010&&CNTRY846,0,0.0
4810220023&&CNTRY343,1,1.0
4810220023&&CNTRY376,0,0.0
4810220023&&CNTRY527,0,0.0
4810220023&&CNTRY680,0,0.0
4810220024&&CNTRY376,0,0.0
4810220024&&CNTRY379,0,0.0
4810220024&&CNTRY528,0,0.0
4810220024&&CNTRY576,0,0.0
4810220024&&CNTRY618,0,0.0
4810220024&&CNTRY656,0,0.0
4810220024&&CNTRY659,0,0.0
4810220024&&CNTRY713,0,0.0
4810220024&&CNTRY881,1,1.0
4810290025&&CNTRY263,0,0.0
4810290025&&CNTRY866,0,0.0
4810290029&&CNTRY168,1,0.5
4810290029&&CNTRY454,0,0.0
4810290029&&CNTRY930,1,1.0
4810298020&&CNTRY554,0,0.0
4810310000&&CNTRY123,0,0.0
4810310000&&CNTRY652,0,0.0
4810310000&&CNTRY846,0,0.0
4810920092&&CNTRY113,0,0.0
4810920092&&CNTRY215,0,0.0
4810920092&&CNTRY429,0,0.0
4810920092&&CNTRY576,0,0.0
4810920092&&CNTRY615,0,0.0
4810920092&&CNTRY680,0,0.0
4810920092&&CNTRY759,0,0.0
4810920092&&CNTRY830,1,1.0
4810920092&&CNTRY881,1,1.0
4810920092&&CNTRY917,0,0.0
4810920092&&CNTRY995,0,0.0
4810921090&&CNTRY215,1,1.0
4810921090&&CNTRY652,0,0.0
4810921090&&CNTRY881,0,0.0
4810921090&&CNTRY994,0,0.0
4810923010&&CNTRY652,0,0.0
4810923010&&CNTRY825,0,0.0
4810929090&&CNTRY216,0,0.0
4810929090&&CNTRY376,0,0.0
4810929090&&CNTRY456,1,1.0
4810929090&&CNTRY680,0,0.0
4810929090&&CNTRY770,0,0.0
4810929090&&CNTRY846,0,0.0
4810929090&&CNTRY976,0,0.0
4810929090&&CNTRY994,0,0.0
4810998099&&CNTRY215,0,0.0
4810998099&&CNTRY562,0,0.0
4810998099&&CNTRY652,0,0.0
4810998099&&CNTRY915,1,1.0
4811410043&&CNTRY138,0,0.0
4811410043&&CNTRY680,0,0.0
4811410043&&CNTRY765,1,1.0
4811410043&&CNTRY863,0,0.0
4811410043&&CNTRY917,1,1.0
4811412000&&CNTRY480,0,0.0
4811412000&&CNTRY618,0,0.0
4811412000&&CNTRY652,0,0.0
4811412000&&CNTRY884,0,0.0
4811412000&&CNTRY994,0,0.0
4811419010&&CNTRY123,0,0.0
4811419010&&CNTRY376,0,0.0
4811419010&&CNTRY454,0,0.0
4811419010&&CNTRY485,1,1.0
4811419010&&CNTRY576,0,0.0
4811419010&&CNTRY618,0,0.0
4811419010&&CNTRY652,0,0.0
4811419010&&CNTRY771,1,1.0
4811419010&&CNTRY825,0,0.0
4811419010&&CNTRY846,0,0.0
4811419010&&CNTRY920,0,0.0
4811419010&&CNTRY976,0,0.0
4811419010&&CNTRY994,0,0.0
4811419090&&CNTRY376,0,0.0
4811419090&&CNTRY674,0,0.0
4811419090&&CNTRY713,0,0.0
4811419090&&CNTRY819,0,0.0
4811419090&&CNTRY825,0,0.0
4811419090&&CNTRY976,0,0.0
4811490019&&CNTRY485,1,1.0
4811490019&&CNTRY994,0,0.0
4811510090&&CNTRY976,0,0.0
4811590030&&CNTRY317,0,0.0
4811590040&&CNTRY113,1,1.0
4811590040&&CNTRY653,0,0.0
4811590059&&CNTRY184,0,0.0
4811590059&&CNTRY321,0,0.0
4811590059&&CNTRY328,0,0.0
4811590059&&CNTRY376,0,0.0
4811590059&&CNTRY554,0,0.0
4811590059&&CNTRY576,0,0.0
4811590059&&CNTRY615,0,0.0
4811590059&&CNTRY680,0,0.0
4811590059&&CNTRY709,0,0.0
4811590059&&CNTRY759,0,0.0
4811590059&&CNTRY765,0,0.0
4811590059&&CNTRY825,1,1.0
4811590059&&CNTRY919,0,0.0
4811590059&&CNTRY959,1,1.0
4811590070&&CNTRY528,0,0.0
4811590070&&CNTRY554,1,1.0
4811590070&&CNTRY716,0,0.0
4811590080&&CNTRY321,0,0.0
4811590080&&CNTRY429,0,0.0
4811590080&&CNTRY680,0,0.0
4811590080&&CNTRY846,0,0.0
4811590080&&CNTRY976,0,0.0
4811590080&&CNTRY994,0,0.0
4811600080&&CNTRY123,0,0.0
4811600080&&CNTRY576,0,0.0
4811600080&&CNTRY747,1,1.0
4811900010&&CNTRY123,0,0.0
4811900010&&CNTRY376,0,0.0
4811900010&&CNTRY527,0,0.0
4811900010&&CNTRY881,0,0.0
4811900010&&CNTRY976,0,0.0
4811900010&&CNTRY994,0,0.0
4811900071&&CNTRY376,0,0.0
4811900071&&CNTRY837,1,1.0
4811900071&&CNTRY874,0,0.0
4811900072&&CNTRY215,1,1.0
4811900072&&CNTRY234,0,0.0
4811900072&&CNTRY379,0,0.0
4811900072&&CNTRY866,0,0.0
4811900079&&CNTRY576,0,0.0
4811900079&&CNTRY976,0,0.0
4811900079&&CNTRY994,0,0.0
4811900089&&CNTRY252,1,1.0
4811900089&&CNTRY376,0,0.0
4811900089&&CNTRY825,0,0.0
4811900089&&CNTRY920,0,0.0
4811900089&&CNTRY930,1,1.0
4811900089&&CNTRY994,0,0.0
4811900089&&CNTRY995,0,0.0
4811900091&&CNTRY316,0,0.0
4811900091&&CNTRY680,0,0.0
4811900091&&CNTRY874,0,0.0
4811900099&&CNTRY436,0,0.0
4811900099&&CNTRY554,1,1.0
4811900099&&CNTRY656,0,0.0
4811900099&&CNTRY680,0,0.0
4811900099&&CNTRY713,0,0.0
4811900099&&CNTRY959,0,0.0
4811900099&&CNTRY994,0,0.0
4812000000&&CNTRY652,1,1.0
4812000000&&CNTRY837,0,0.0
4813100000&&CNTRY138,0,0.0
4813100000&&CNTRY262,0,0.0
4813100000&&CNTRY311,0,0.0
4813100000&&CNTRY321,0,0.0
4813100000&&CNTRY376,0,0.0
4813100000&&CNTRY615,0,0.0
4813100000&&CNTRY680,1,1.0
4813100000&&CNTRY873,0,0.0
4813200000&&CNTRY215,1,1.0
4813200000&&CNTRY562,0,0.0
4813200000&&CNTRY975,1,1.0
4813200000&&CNTRY988,1,1.0
4813900000&&CNTRY153,0,0.0
4813900000&&CNTRY364,0,0.0
4813900000&&CNTRY409,0,0.0
4813900000&&CNTRY448,0,0.0
4813900000&&CNTRY654,0,0.0
4813900000&&CNTRY680,0,0.0
4813900000&&CNTRY881,0,0.0
4813900000&&CNTRY884,0,0.0
4813900000&&CNTRY915,0,0.0
4814200000&&CNTRY123,0,0.0
4814200000&&CNTRY485,0,0.0
4814200000&&CNTRY615,0,0.0
4814200000&&CNTRY680,0,0.0
4814200000&&CNTRY689,1,1.0
4814200000&&CNTRY825,0,0.0
4814200000&&CNTRY846,0,0.0
4814200000&&CNTRY976,0,0.0
4814900000&&CNTRY139,0,0.0
4814900000&&CNTRY262,0,0.0
4814900000&&CNTRY263,0,0.0
4814900000&&CNTRY322,1,1.0
4814900000&&CNTRY376,0,0.0
4814900000&&CNTRY407,0,0.0
4814900000&&CNTRY415,0,0.0
4814900000&&CNTRY528,0,0.0
4814900000&&CNTRY554,0,0.0
4814900000&&CNTRY846,1,1.0
4814900000&&CNTRY866,0,0.0
4814900000&&CNTRY884,0,0.0
4814901000&&CNTRY528,0,0.0
4814901000&&CNTRY554,0,0.0
4814901000&&CNTRY652,0,0.0
4814901000&&CNTRY994,0,0.0
4816200000&&CNTRY184,0,0.0
4816200000&&CNTRY335,0,0.0
4816200000&&CNTRY652,1,1.0
4816200000&&CNTRY976,1,1.0
4816200000&&CNTRY994,0,0.0
4816900001&&CNTRY454,1,1.0
4816900001&&CNTRY627,2,1.0
4816900001&&CNTRY846,0,0.0
4816900009&&CNTRY123,0,0.0
4816900009&&CNTRY216,0,0.0
4816900009&&CNTRY316,0,0.0
4816900009&&CNTRY322,1,1.0
4816900009&&CNTRY652,0,0.0
4816900009&&CNTRY680,0,0.0
4816900009&&CNTRY748,0,0.0
4817100000&&CNTRY125,1,1.0
4817100000&&CNTRY485,0,0.0
4817100000&&CNTRY825,0,0.0
4817300000&&CNTRY376,0,0.0
4817300000&&CNTRY615,0,0.0
4817300000&&CNTRY846,0,0.0
4817300000&&CNTRY881,1,1.0
4818101000&&CNTRY123,1,1.0
4818101000&&CNTRY317,0,0.0
4818101000&&CNTRY429,0,0.0
4818101000&&CNTRY825,1,1.0
4818101000&&CNTRY846,0,0.0
4818101000&&CNTRY866,1,1.0
4818201000&&CNTRY376,0,0.0
4818209100&&CNTRY615,0,0.0
4818209100&&CNTRY680,0,0.0
4818209900&&CNTRY680,0,0.0
4818209900&&CNTRY920,0,0.0
4818300000&&CNTRY184,1,1.0
4818300000&&CNTRY379,1,1.0
4818300000&&CNTRY843,1,1.0
4818400041&&CNTRY150,1,1.0
4818400041&&CNTRY276,0,0.0
4818400041&&CNTRY277,0,0.0
4818400041&&CNTRY311,0,0.0
4818400041&&CNTRY376,0,0.0
4818400041&&CNTRY562,0,0.0
4818400041&&CNTRY644,0,0.0
4818400041&&CNTRY713,0,0.0
4818400041&&CNTRY866,1,1.0
4818400049&&CNTRY139,0,0.0
4818400049&&CNTRY150,1,0.5
4818400049&&CNTRY277,1,1.0
4818400049&&CNTRY284,0,0.0
4818400049&&CNTRY316,0,0.0
4818400049&&CNTRY323,0,0.0
4818400049&&CNTRY349,0,0.0
4818400049&&CNTRY454,0,0.0
4818400049&&CNTRY615,0,0.0
4818400049&&CNTRY644,1,1.0
4818400049&&CNTRY656,0,0.0
4818400049&&CNTRY680,0,0.0
4818400049&&CNTRY709,1,1.0
4818400049&&CNTRY747,1,1.0
4818400049&&CNTRY756,1,1.0
4818400049&&CNTRY759,0,0.0
4818400049&&CNTRY770,1,1.0
4818400049&&CNTRY771,0,0.0
4818400049&&CNTRY785,0,0.0
4818400049&&CNTRY846,0,0.0
4818400049&&CNTRY881,0,0.0
4818400049&&CNTRY884,0,0.0
4818400049&&CNTRY962,0,0.0
4818400049&&CNTRY976,1,1.0
4818900000&&CNTRY188,0,0.0
4818900000&&CNTRY215,1,1.0
4818900000&&CNTRY528,0,0.0
4818900000&&CNTRY701,0,0.0
4818900000&&CNTRY759,1,1.0
4818900000&&CNTRY785,0,0.0
4818900000&&CNTRY930,1,1.0
4819100000&&CNTRY123,0,0.0
4819100000&&CNTRY138,0,0.0
4819100000&&CNTRY139,0,0.0
4819100000&&CNTRY140,0,0.0
4819100000&&CNTRY153,0,0.0
4819100000&&CNTRY184,0,0.0
4819100000&&CNTRY215,1,0.16666666666666666
4819100000&&CNTRY216,0,0.0
4819100000&&CNTRY252,0,0.0
4819100000&&CNTRY264,0,0.0
4819100000&&CNTRY277,0,0.0
4819100000&&CNTRY284,0,0.0
4819100000&&CNTRY317,0,0.0
4819100000&&CNTRY321,1,0.25
4819100000&&CNTRY322,0,0.0
4819100000&&CNTRY364,0,0.0
4819100000&&CNTRY376,1,0.002631578947368421
4819100000&&CNTRY389,0,0.0
4819100000&&CNTRY393,0,0.0
4819100000&&CNTRY407,0,0.0
4819100000&&CNTRY415,0,0.0
4819100000&&CNTRY438,0,0.0
4819100000&&CNTRY445,0,0.0
4819100000&&CNTRY454,0,0.0
4819100000&&CNTRY456,0,0.0
4819100000&&CNTRY485,0,0.0
4819100000&&CNTRY554,0,0.0
4819100000&&CNTRY555,0,0.0
4819100000&&CNTRY562,0,0.0
4819100000&&CNTRY576,0,0.0
4819100000&&CNTRY615,0,0.0
4819100000&&CNTRY625,0,0.0
4819100000&&CNTRY644,2,0.6666666666666666
4819100000&&CNTRY652,0,0.0
4819100000&&CNTRY653,0,0.0
4819100000&&CNTRY654,0,0.0
4819100000&&CNTRY680,0,0.0
4819100000&&CNTRY689,0,0.0
4819100000&&CNTRY701,0,0.0
4819100000&&CNTRY747,0,0.0
4819100000&&CNTRY756,1,1.0
4819100000&&CNTRY759,0,0.0
4819100000&&CNTRY770,0,0.0
4819100000&&CNTRY819,0,0.0
4819100000&&CNTRY825,0,0.0
4819100000&&CNTRY830,0,0.0
4819100000&&CNTRY837,0,0.0
4819100000&&CNTRY846,0,0.0
4819100000&&CNTRY863,0,0.0
4819100000&&CNTRY866,0,0.0
4819100000&&CNTRY874,1,0.25
4819100000&&CNTRY881,1,0.07142857142857142
4819100000&&CNTRY884,0,0.0
4819100000&&CNTRY920,0,0.0
4819100000&&CNTRY959,0,0.0
4819100000&&CNTRY975,0,0.0
4819100000&&CNTRY976,1,0.006369426751592357
4819100000&&CNTRY994,1,0.0013157894736842105
4819200000&&CNTRY153,0,0.0
4819200000&&CNTRY277,0,0.0
4819200000&&CNTRY376,0,0.0
4819200000&&CNTRY576,0,0.0
4819200000&&CNTRY680,0,0.0
4819200000&&CNTRY759,0,0.0
4819200000&&CNTRY881,0,0.0
4819200000&&CNTRY988,0,0.0
4819200020&&CNTRY123,0,0.0
4819200020&&CNTRY139,1,1.0
4819200020&&CNTRY284,1,1.0
4819200020&&CNTRY376,0,0.0
4819200020&&CNTRY554,0,0.0
4819200020&&CNTRY825,0,0.0
4819200020&&CNTRY994,0,0.0
4819200090&&CNTRY376,0,0.0
4819200090&&CNTRY454,0,0.0
4819200090&&CNTRY615,0,0.0
4819200090&&CNTRY652,0,0.0
4819200090&&CNTRY680,0,0.0
4819200090&&CNTRY747,1,1.0
4819200090&&CNTRY771,0,0.0
4819200090&&CNTRY825,0,0.0
4819200090&&CNTRY843,0,0.0
4819200090&&CNTRY866,1,1.0
4819200090&&CNTRY881,0,0.0
4819200090&&CNTRY920,0,0.0
4819200090&&CNTRY959,0,0.0
4819200090&&CNTRY976,0,0.0
4819200090&&CNTRY994,0,0.0
4819300000&&CNTRY334,1,1.0
4819300000&&CNTRY576,1,1.0
4819300000&&CNTRY652,0,0.0
4819300000&&CNTRY994,1,1.0
4819400000&&CNTRY123,0,0.0
4819400000&&CNTRY153,0,0.0
4819400000&&CNTRY166,1,1.0
4819400000&&CNTRY334,1,1.0
4819400000&&CNTRY454,0,0.0
4819400000&&CNTRY473,0,0.0
4819400000&&CNTRY652,0,0.0
4819400000&&CNTRY680,0,0.0
4819400000&&CNTRY759,0,0.0
4819400000&&CNTRY825,0,0.0
4819400000&&CNTRY881,0,0.0
4819400000&&CNTRY994,0,0.0
4819500000&&CNTRY123,0,0.0
4819500000&&CNTRY139,0,0.0
4819500000&&CNTRY184,0,0.0
4819500000&&CNTRY376,0,0.0
4819500000&&CNTRY385,0,0.0
4819500000&&CNTRY389,1,1.0
4819500000&&CNTRY454,0,0.0
4819500000&&CNTRY652,0,0.0
4819500000&&CNTRY680,0,0.0
4819500000&&CNTRY713,0,0.0
4819500000&&CNTRY825,0,0.0
4819500000&&CNTRY846,0,0.0
4819500000&&CNTRY874,0,0.0
4819500000&&CNTRY881,0,0.0
4819500000&&CNTRY959,1,1.0
