IMPORTER.TIN,IMPORTER.TIN_illicit_sum,IMPORTER.TIN_illicit_rate
IMP453698,1,1.0
IMP453892,0,0.0
IMP454210,0,0.0
IMP454326,2,0.4
IMP454547,0,0.0
IMP454603,0,0.0
IMP454926,1,0.25
IMP455140,2,0.6666666666666666
IMP455157,1,0.125
IMP455211,0,0.0
IMP455216,0,0.0
IMP455270,1,0.5
IMP455292,0,0.0
IMP455485,0,0.0
IMP455544,1,0.125
IMP455687,1,0.2
IMP455704,0,0.0
IMP455709,0,0.0
IMP455728,0,0.0
IMP456000,0,0.0
IMP456428,2,0.4
IMP456489,2,0.5
IMP456549,3,0.011583011583011582
IMP456632,1,0.3333333333333333
IMP456694,0,0.0
IMP456877,1,1.0
IMP457010,2,0.4
IMP457493,0,0.0
IMP457520,0,0.0
IMP457629,0,0.0
IMP457760,3,0.1111111111111111
IMP458098,1,1.0
IMP458445,0,0.0
IMP458807,0,0.0
IMP458815,1,0.5
IMP458839,3,0.03529411764705882
IMP458934,0,0.0
IMP458965,1,0.3333333333333333
IMP459251,0,0.0
IMP459297,0,0.0
IMP459315,1,0.2
IMP459555,1,0.5
IMP459563,0,0.0
IMP459625,1,1.0
IMP459723,0,0.0
IMP459891,0,0.0
IMP459919,1,0.5
IMP459989,0,0.0
IMP460013,0,0.0
IMP460151,0,0.0
IMP460154,0,0.0
IMP460261,2,0.6666666666666666
IMP460375,0,0.0
IMP460457,0,0.0
IMP460611,1,0.25
IMP460649,1,0.5
IMP460892,2,0.058823529411764705
IMP461048,0,0.0
IMP461098,0,0.0
IMP461263,1,0.5
IMP461288,1,0.25
IMP461374,2,0.5
IMP461608,6,0.020066889632107024
IMP461614,0,0.0
IMP461680,1,1.0
IMP462028,0,0.0
IMP462176,0,0.0
IMP462372,1,0.5
IMP462435,1,0.09090909090909091
IMP462496,0,0.0
IMP462516,0,0.0
IMP462582,1,0.3333333333333333
IMP462605,0,0.0
IMP462897,1,0.5
IMP463128,1,0.09090909090909091
IMP463338,1,1.0
IMP463585,0,0.0
IMP463655,0,0.0
IMP464005,0,0.0
IMP464031,0,0.0
IMP464123,0,0.0
IMP464186,0,0.0
IMP464187,0,0.0
IMP464475,0,0.0
IMP464544,1,0.5
IMP464578,0,0.0
IMP464584,0,0.0
IMP464855,1,1.0
IMP464913,0,0.0
IMP465066,1,0.25
IMP465080,1,0.3333333333333333
IMP465145,1,0.3333333333333333
IMP465391,1,1.0
IMP465411,4,0.015151515151515152
IMP465419,1,0.25
IMP465537,0,0.0
IMP465844,0,0.0
IMP465914,0,0.0
IMP465936,2,0.2222222222222222
IMP466081,1,0.3333333333333333
IMP466340,1,0.2
IMP466388,0,0.0
IMP466549,0,0.0
IMP466573,1,0.5
IMP466742,0,0.0
IMP466776,1,0.3333333333333333
IMP466972,0,0.0
IMP467174,0,0.0
IMP467232,1,1.0
IMP467476,0,0.0
IMP467631,0,0.0
IMP467914,3,0.15
IMP468007,1,0.3333333333333333
IMP468458,0,0.0
IMP468536,2,1.0
IMP468588,0,0.0
IMP468623,1,1.0
IMP468639,0,0.0
IMP468672,3,0.375
IMP468728,2,0.07692307692307693
IMP468799,0,0.0
IMP468809,2,0.5
IMP468811,7,0.029535864978902954
IMP469070,2,1.0
IMP469170,0,0.0
IMP469645,0,0.0
IMP469900,1,0.5
IMP469904,1,0.5
IMP470329,1,0.5
IMP470362,0,0.0
IMP470376,2,0.3333333333333333
IMP470408,0,0.0
IMP470997,0,0.0
IMP471174,0,0.0
IMP471198,0,0.0
IMP471526,0,0.0
IMP471732,1,0.2
IMP471741,0,0.0
IMP471746,0,0.0
IMP471864,0,0.0
IMP471870,0,0.0
IMP472168,0,0.0
IMP472195,0,0.0
IMP472204,2,0.6666666666666666
IMP472215,0,0.0
IMP472226,0,0.0
IMP472452,1,0.07692307692307693
IMP472478,0,0.0
IMP472493,0,0.0
IMP472505,2,1.0
IMP472512,0,0.0
IMP472599,0,0.0
IMP472620,0,0.0
IMP472743,0,0.0
IMP472749,0,0.0
IMP472752,1,1.0
IMP472797,1,1.0
IMP472872,0,0.0
IMP473021,0,0.0
IMP473100,0,0.0
IMP473210,2,0.4
IMP473535,0,0.0
IMP473663,0,0.0
IMP473730,0,0.0
IMP473794,0,0.0
IMP473850,1,0.013513513513513514
IMP473910,1,0.3333333333333333
IMP473925,1,1.0
IMP474078,1,0.25
IMP474316,3,0.014492753623188406
IMP474570,1,0.3333333333333333
IMP474672,0,0.0
IMP474724,1,0.5
IMP474779,0,0.0
IMP474793,1,0.5
IMP474856,1,0.25
IMP475170,0,0.0
IMP475215,0,0.0
IMP475266,0,0.0
IMP475296,1,0.5
IMP475311,9,0.03879310344827586
IMP475326,1,0.2
IMP475495,1,1.0
IMP475511,1,0.3333333333333333
IMP475610,0,0.0
IMP475780,0,0.0
IMP475781,1,0.3333333333333333
IMP475803,0,0.0
IMP475813,1,0.16666666666666666
IMP475862,1,0.25
IMP476055,0,0.0
IMP476087,1,1.0
IMP476272,0,0.0
IMP476429,0,0.0
IMP476478,3,0.041666666666666664
IMP476599,0,0.0
IMP476638,0,0.0
IMP476797,1,0.5
IMP477156,0,0.0
IMP477326,1,0.3333333333333333
IMP477467,2,0.6666666666666666
IMP477506,0,0.0
IMP477629,0,0.0
IMP477817,0,0.0
IMP477925,1,0.14285714285714285
IMP478116,1,0.045454545454545456
IMP478176,3,0.03896103896103896
IMP478473,2,1.0
IMP478694,2,0.2857142857142857
IMP478718,1,0.2
IMP478754,0,0.0
IMP478997,1,0.3333333333333333
IMP479091,1,1.0
IMP479315,0,0.0
IMP479388,0,0.0
IMP479462,1,0.5
IMP479525,0,0.0
IMP479537,2,0.04878048780487805
IMP479645,0,0.0
IMP479760,1,0.25
IMP479764,0,0.0
IMP479948,0,0.0
IMP479954,0,0.0
IMP480042,1,0.5
IMP480077,0,0.0
IMP480124,0,0.0
IMP480147,0,0.0
IMP480296,1,0.25
IMP480388,0,0.0
IMP480429,0,0.0
IMP480452,1,0.005128205128205128
IMP480492,0,0.0
IMP480520,0,0.0
IMP480541,0,0.0
IMP480593,0,0.0
IMP480699,0,0.0
IMP481041,0,0.0
IMP481118,0,0.0
IMP481155,0,0.0
IMP481210,0,0.0
IMP481249,0,0.0
IMP481272,0,0.0
IMP481524,0,0.0
IMP481677,0,0.0
IMP481736,1,0.5
IMP481761,0,0.0
IMP481803,0,0.0
IMP481811,0,0.0
IMP482133,0,0.0
IMP482151,0,0.0
IMP482328,1,0.3333333333333333
IMP482449,0,0.0
IMP482505,0,0.0
IMP482559,1,1.0
IMP482566,6,0.04054054054054054
IMP482584,0,0.0
IMP482794,1,1.0
IMP482802,1,0.5
IMP482813,0,0.0
IMP483066,1,0.25
IMP483090,2,0.4
IMP483100,1,1.0
IMP483583,0,0.0
IMP483616,1,0.5
IMP483665,0,0.0
IMP483787,1,0.5
IMP483894,0,0.0
IMP484041,0,0.0
IMP484085,1,0.3333333333333333
IMP484325,1,0.5
IMP484557,1,0.05555555555555555
IMP484688,0,0.0
IMP484714,0,0.0
IMP484746,2,0.08333333333333333
IMP484847,1,0.25
IMP484872,0,0.0
IMP485003,1,1.0
IMP485242,0,0.0
IMP485694,0,0.0
IMP485882,1,0.2
IMP485905,3,0.08108108108108109
IMP486075,1,1.0
IMP486177,0,0.0
IMP486275,0,0.0
IMP486369,0,0.0
IMP486390,2,1.0
IMP486698,0,0.0
IMP486728,1,0.047619047619047616
IMP486770,0,0.0
IMP486859,0,0.0
IMP486944,0,0.0
IMP486998,0,0.0
IMP487410,1,0.25
IMP487444,0,0.0
IMP487551,0,0.0
IMP487839,1,0.2
IMP487872,2,0.6666666666666666
IMP487890,0,0.0
IMP488219,4,0.06779661016949153
IMP488404,3,1.0
IMP488624,1,0.16666666666666666
IMP488686,0,0.0
IMP488875,1,1.0
IMP489004,0,0.0
IMP489006,0,0.0
IMP489071,1,0.058823529411764705
IMP489176,1,0.3333333333333333
IMP489355,0,0.0
IMP489440,0,0.0
IMP489744,0,0.0
IMP489754,1,0.5
IMP489907,1,0.2
IMP490186,1,0.5
IMP490877,1,0.5
IMP490954,1,0.5
IMP491024,2,0.2222222222222222
IMP491146,1,0.3333333333333333
IMP491274,0,0.0
IMP491989,1,0.07692307692307693
IMP492130,0,0.0
IMP492167,1,0.3333333333333333
IMP492174,1,0.1
IMP492327,0,0.0
IMP492441,1,0.09090909090909091
IMP492518,0,0.0
IMP492530,1,0.5
IMP492571,0,0.0
IMP492945,0,0.0
IMP493014,0,0.0
IMP493193,0,0.0
IMP493274,1,0.5
IMP493554,0,0.0
IMP493582,1,0.2
IMP493648,0,0.0
IMP493649,1,1.0
IMP493819,0,0.0
IMP493823,3,0.375
IMP493830,0,0.0
IMP493921,1,0.5
IMP494027,0,0.0
IMP494084,0,0.0
IMP494172,1,0.25
IMP494314,0,0.0
IMP494486,0,0.0
IMP494540,0,0.0
IMP494545,1,1.0
IMP494993,0,0.0
IMP495266,1,1.0
IMP495326,0,0.0
IMP495513,1,1.0
IMP495624,1,0.25
IMP496114,0,0.0
IMP496149,0,0.0
IMP496204,0,0.0
IMP496272,1,1.0
IMP496304,0,0.0
IMP496378,2,0.010362694300518135
IMP496471,1,0.3333333333333333
IMP496504,0,0.0
IMP496519,1,0.25
IMP496904,1,1.0
IMP497041,1,1.0
IMP497114,0,0.0
IMP497143,0,0.0
IMP497149,0,0.0
IMP497362,0,0.0
IMP497417,0,0.0
IMP497452,1,1.0
IMP497968,1,1.0
IMP498005,0,0.0
IMP498056,1,0.1
IMP498226,2,0.6666666666666666
IMP498384,1,0.058823529411764705
IMP498500,3,0.75
IMP498533,1,0.3333333333333333
IMP498845,0,0.0
IMP499173,1,0.14285714285714285
IMP499503,0,0.0
IMP499777,1,0.0196078431372549
IMP499796,0,0.0
IMP500086,1,0.5
IMP500207,1,0.5
IMP500266,0,0.0
IMP500432,1,1.0
IMP500594,0,0.0
IMP500633,0,0.0
IMP500690,3,0.75
IMP500696,2,1.0
IMP500955,0,0.0
IMP501123,0,0.0
IMP501201,0,0.0
IMP501318,0,0.0
IMP501358,0,0.0
IMP501830,1,0.5
IMP501883,1,0.5
IMP502027,0,0.0
IMP502189,0,0.0
IMP502214,0,0.0
IMP502353,0,0.0
IMP502460,0,0.0
IMP502464,0,0.0
IMP502514,1,0.16666666666666666
IMP502529,0,0.0
IMP502545,1,0.5
IMP502683,0,0.0
IMP502780,1,0.5
IMP502913,2,0.0425531914893617
IMP502946,0,0.0
IMP503063,0,0.0
IMP503241,3,0.11538461538461539
IMP503298,1,0.3333333333333333
IMP503487,0,0.0
IMP503492,0,0.0
IMP503588,0,0.0
IMP503711,0,0.0
IMP504024,0,0.0
IMP504119,0,0.0
IMP504245,2,0.6666666666666666
IMP504261,1,0.5
IMP504431,0,0.0
IMP504512,0,0.0
IMP504779,0,0.0
IMP504880,0,0.0
IMP504954,0,0.0
IMP505062,3,0.375
IMP505417,1,0.25
IMP505530,1,1.0
IMP505545,0,0.0
IMP505630,0,0.0
IMP505746,0,0.0
IMP506039,0,0.0
IMP506114,0,0.0
IMP506135,0,0.0
IMP506330,1,0.5
IMP506451,0,0.0
IMP506510,0,0.0
IMP506617,0,0.0
IMP506682,0,0.0
IMP506767,0,0.0
IMP506771,1,0.3333333333333333
IMP507252,0,0.0
IMP507403,0,0.0
IMP507493,0,0.0
IMP507551,0,0.0
IMP507732,1,0.5
IMP507759,0,0.0
IMP508132,0,0.0
IMP508148,1,0.14285714285714285
IMP508291,1,0.25
IMP508357,0,0.0
IMP508362,0,0.0
IMP508655,1,1.0
IMP508699,1,0.2
IMP508741,1,1.0
IMP508743,1,0.5
IMP508762,0,0.0
IMP508780,0,0.0
IMP508816,0,0.0
IMP508825,2,0.6666666666666666
IMP508826,1,0.3333333333333333
IMP508875,0,0.0
IMP508973,1,0.25
IMP509322,0,0.0
IMP509342,0,0.0
IMP509393,0,0.0
IMP509479,0,0.0
IMP509522,2,0.13333333333333333
IMP509562,0,0.0
IMP509679,1,0.3333333333333333
IMP509747,1,1.0
IMP509845,2,0.5
IMP509909,0,0.0
IMP509933,0,0.0
IMP510008,1,0.3333333333333333
IMP510533,2,0.6666666666666666
IMP510548,0,0.0
IMP510632,0,0.0
IMP510684,0,0.0
IMP510723,2,0.6666666666666666
IMP510804,0,0.0
IMP511239,0,0.0
IMP511278,0,0.0
IMP511286,0,0.0
IMP511342,1,0.0625
IMP511484,0,0.0
IMP511593,0,0.0
IMP511760,2,0.09090909090909091
IMP511802,1,0.25
IMP512031,2,0.6666666666666666
IMP512035,1,0.5
IMP512070,0,0.0
IMP512180,1,0.5
IMP512528,0,0.0
IMP512575,0,0.0
IMP512682,0,0.0
IMP512831,1,0.2
IMP512846,0,0.0
IMP512882,0,0.0
IMP512973,0,0.0
IMP513132,0,0.0
IMP513213,2,0.5
IMP513356,0,0.0
IMP513521,0,0.0
IMP513550,1,0.14285714285714285
IMP513720,1,0.16666666666666666
IMP513957,1,0.5
IMP514350,0,0.0
IMP514425,1,0.5
IMP514440,0,0.0
IMP514483,1,0.5
IMP514650,4,0.0163265306122449
IMP514660,0,0.0
IMP514711,2,0.10526315789473684
IMP514923,1,0.5
IMP514945,1,0.07692307692307693
IMP514946,1,0.25
IMP515188,1,0.25
IMP515215,0,0.0
IMP515273,0,0.0
IMP515671,1,0.3333333333333333
IMP515804,0,0.0
IMP515857,3,0.14285714285714285
IMP516057,1,0.2
IMP516183,0,0.0
IMP516299,1,0.5
IMP516405,0,0.0
IMP516474,0,0.0
IMP516540,1,0.16666666666666666
IMP516957,0,0.0
IMP517008,1,0.08333333333333333
IMP517094,1,0.2
IMP517241,0,0.0
IMP517258,1,0.25
IMP517288,1,0.3333333333333333
IMP517527,1,1.0
IMP517590,0,0.0
IMP517665,1,0.3333333333333333
IMP517696,2,0.08695652173913043
IMP517747,1,0.025
IMP517788,1,1.0
IMP517902,0,0.0
IMP518144,3,0.07894736842105263
IMP518164,0,0.0
IMP518180,1,0.3333333333333333
IMP518421,1,0.14285714285714285
IMP518700,0,0.0
IMP518750,1,0.2
IMP519104,0,0.0
IMP519145,2,0.15384615384615385
IMP519193,1,0.5
IMP519443,0,0.0
IMP520574,0,0.0
IMP520631,1,0.09090909090909091
IMP520647,0,0.0
IMP520960,1,0.3333333333333333
IMP521103,1,1.0
IMP521201,0,0.0
IMP521211,0,0.0
IMP521216,0,0.0
IMP521220,0,0.0
IMP521236,0,0.0
IMP521298,0,0.0
IMP521301,2,0.3333333333333333
IMP521313,1,0.2
IMP521375,1,0.5
IMP521388,0,0.0
IMP521594,1,0.5
IMP521723,0,0.0
IMP521905,0,0.0
IMP522023,2,0.2857142857142857
IMP522051,4,0.012084592145015106
IMP522096,0,0.0
IMP522223,0,0.0
IMP522244,1,0.5
IMP522479,4,0.01932367149758454
IMP522575,0,0.0
IMP522582,0,0.0
IMP523006,0,0.0
IMP523123,0,0.0
IMP523413,1,0.5
IMP523550,1,0.2
IMP523585,3,0.6
IMP523679,1,1.0
IMP523904,2,1.0
IMP523988,0,0.0
IMP524007,1,0.3333333333333333
IMP524010,1,0.16666666666666666
IMP524089,0,0.0
IMP524153,0,0.0
IMP524296,1,1.0
IMP524345,1,0.3333333333333333
IMP524729,0,0.0
IMP524730,0,0.0
IMP524791,1,1.0
IMP524818,1,0.25
IMP524953,1,0.3333333333333333
IMP525032,0,0.0
IMP525144,0,0.0
IMP525268,1,1.0
IMP525530,1,1.0
IMP525688,1,0.3333333333333333
IMP525727,3,0.23076923076923078
IMP525818,0,0.0
IMP526098,0,0.0
IMP526125,1,0.25
IMP526212,0,0.0
IMP526395,0,0.0
IMP526448,2,0.2
IMP526545,3,0.25
IMP526597,0,0.0
IMP526639,1,0.3333333333333333
IMP526906,0,0.0
IMP527155,0,0.0
IMP527182,0,0.0
IMP527277,0,0.0
IMP527298,0,0.0
IMP527385,0,0.0
IMP527460,0,0.0
IMP527470,1,0.2
IMP527485,1,1.0
IMP527698,0,0.0
IMP527816,0,0.0
IMP527840,3,0.13636363636363635
IMP527903,0,0.0
IMP528057,0,0.0
IMP528392,0,0.0
IMP528394,1,1.0
IMP528497,0,0.0
IMP528524,0,0.0
IMP528544,1,1.0
IMP528613,0,0.0
IMP528746,0,0.0
IMP528771,0,0.0
IMP528844,0,0.0
IMP528866,1,1.0
IMP528927,0,0.0
IMP529064,2,0.6666666666666666
IMP529199,0,0.0
IMP529340,1,1.0
IMP529401,0,0.0
IMP529416,0,0.0
IMP529507,0,0.0
IMP529575,0,0.0
IMP529632,0,0.0
IMP529681,0,0.0
IMP529962,0,0.0
IMP529972,0,0.0
IMP530091,1,0.2
IMP530144,1,0.5
IMP530182,2,0.5
IMP530185,2,0.18181818181818182
IMP530264,0,0.0
IMP530305,1,0.2
IMP530316,0,0.0
IMP530357,2,0.3333333333333333
IMP530401,2,0.18181818181818182
IMP530752,0,0.0
IMP530873,1,0.3333333333333333
IMP530891,1,0.2
IMP531121,0,0.0
IMP531183,0,0.0
IMP531195,0,0.0
IMP531654,2,1.0
IMP531714,1,1.0
IMP531814,0,0.0
IMP532233,0,0.0
IMP532293,1,1.0
IMP532316,2,0.2222222222222222
IMP532352,1,0.3333333333333333
IMP532390,0,0.0
IMP532408,0,0.0
IMP532412,1,0.3333333333333333
IMP532490,0,0.0
IMP532763,0,0.0
IMP532770,0,0.0
IMP532834,1,0.5
IMP532907,1,0.2
IMP532955,3,0.21428571428571427
IMP532992,1,0.3333333333333333
IMP533135,0,0.0
IMP533156,2,0.5
IMP533210,2,0.14285714285714285
IMP533234,1,1.0
IMP533518,1,0.125
IMP533605,0,0.0
IMP533880,2,0.6666666666666666
IMP533993,0,0.0
IMP534023,0,0.0
IMP534093,0,0.0
IMP534181,1,0.3333333333333333
IMP534188,1,0.3333333333333333
IMP534205,2,1.0
IMP534243,2,0.5
IMP534306,0,0.0
IMP534359,1,0.3333333333333333
IMP534400,1,1.0
IMP534513,1,0.5
IMP534560,0,0.0
IMP534671,0,0.0
IMP534781,1,0.3333333333333333
IMP534818,0,0.0
IMP534887,0,0.0
IMP535411,0,0.0
IMP535430,0,0.0
IMP535522,0,0.0
IMP535548,2,0.1
IMP535880,0,0.0
IMP535890,1,0.5
IMP535939,1,0.25
IMP536236,0,0.0
IMP536294,1,1.0
IMP536541,1,0.5
IMP536611,1,1.0
IMP537317,0,0.0
IMP537385,1,1.0
IMP537549,0,0.0
IMP537622,1,1.0
IMP537641,0,0.0
IMP537680,1,0.05263157894736842
IMP537685,2,1.0
IMP537895,0,0.0
IMP537987,1,0.3333333333333333
IMP538013,0,0.0
IMP538052,0,0.0
IMP538091,1,0.3333333333333333
IMP538161,2,0.18181818181818182
IMP538222,0,0.0
IMP538442,0,0.0
IMP538498,1,1.0
IMP538553,1,0.5
IMP538574,0,0.0
IMP538660,2,0.6666666666666666
IMP538681,1,0.25
IMP538713,0,0.0
IMP539011,2,0.4
IMP539033,0,0.0
IMP539143,1,1.0
IMP539245,0,0.0
IMP539312,0,0.0
IMP539340,0,0.0
IMP539454,1,0.2
IMP539499,0,0.0
IMP539609,0,0.0
IMP539652,0,0.0
IMP539731,0,0.0
IMP539877,0,0.0
IMP540105,1,0.16666666666666666
IMP540124,1,0.5
IMP540288,1,0.5
IMP540303,2,0.07692307692307693
IMP540515,1,0.3333333333333333
IMP540666,1,0.3333333333333333
IMP540754,0,0.0
IMP541359,0,0.0
IMP541713,0,0.0
IMP541832,1,0.25
IMP541952,0,0.0
IMP542083,2,0.25
IMP542161,0,0.0
IMP542309,3,0.42857142857142855
IMP542504,0,0.0
IMP542590,1,1.0
IMP542827,0,0.0
IMP542836,8,0.12121212121212122
IMP542850,0,0.0
IMP543003,1,0.3333333333333333
IMP543063,1,0.16666666666666666
IMP543372,0,0.0
IMP543502,1,0.1
IMP543733,0,0.0
IMP543939,0,0.0
IMP543994,0,0.0
IMP544171,0,0.0
IMP544180,0,0.0
IMP544706,0,0.0
IMP544743,1,0.2
IMP544774,0,0.0
IMP544810,1,1.0
IMP544848,1,1.0
IMP544959,0,0.0
IMP545067,0,0.0
IMP545166,2,0.5
IMP545248,0,0.0
IMP545326,0,0.0
IMP545337,1,0.25
IMP545569,0,0.0
IMP545640,7,0.02880658436213992
IMP545770,1,0.5
IMP545852,0,0.0
IMP546280,3,0.6
IMP546317,0,0.0
IMP546320,1,0.25
IMP546339,5,0.01272264631043257
IMP546352,0,0.0
IMP546397,0,0.0
IMP546516,0,0.0
IMP546692,0,0.0
IMP546819,1,0.5
IMP547069,0,0.0
IMP547136,1,0.1111111111111111
IMP547570,0,0.0
IMP547683,1,1.0
IMP547721,0,0.0
IMP547817,0,0.0
IMP547910,0,0.0
IMP547917,0,0.0
IMP548031,1,1.0
IMP548060,2,0.25
IMP548079,0,0.0
IMP548158,1,1.0
IMP548362,3,0.2727272727272727
IMP548367,0,0.0
IMP548458,0,0.0
IMP548470,0,0.0
IMP548476,4,0.5714285714285714
IMP548613,0,0.0
IMP548733,0,0.0
IMP549028,0,0.0
IMP549030,0,0.0
IMP549409,1,1.0
IMP549563,0,0.0
IMP549610,0,0.0
IMP549634,1,0.5
IMP549659,0,0.0
IMP550313,1,1.0
IMP550416,0,0.0
IMP550426,1,0.25
IMP550430,1,1.0
IMP550524,0,0.0
IMP550526,0,0.0
IMP550641,1,0.25
IMP550667,0,0.0
IMP551048,1,0.3333333333333333
IMP551099,0,0.0
IMP551203,1,0.09090909090909091
IMP551240,0,0.0
IMP551845,1,0.3333333333333333
IMP551855,0,0.0
IMP552170,0,0.0
IMP552247,0,0.0
IMP552285,0,0.0
IMP552297,0,0.0
IMP552497,1,0.0625
IMP552572,0,0.0
IMP552617,1,0.3333333333333333
IMP552686,1,0.1
IMP552733,5,0.07042253521126761
IMP552735,0,0.0
IMP552739,0,0.0
IMP553254,2,0.044444444444444446
IMP553373,0,0.0
IMP553434,2,0.2857142857142857
IMP553524,0,0.0
IMP553527,0,0.0
IMP553565,0,0.0
IMP553674,0,0.0
IMP553793,0,0.0
IMP554100,7,0.025735294117647058
IMP554136,0,0.0
IMP554304,0,0.0
IMP554461,1,1.0
IMP554693,1,0.125
IMP554744,1,1.0
IMP554817,0,0.0
IMP554880,0,0.0
IMP555007,0,0.0
IMP555034,3,0.25
IMP555103,8,0.024464831804281346
IMP555226,0,0.0
IMP555305,4,0.01639344262295082
IMP555393,1,0.5
IMP556148,0,0.0
IMP556179,1,0.5
IMP556226,1,0.5
IMP556432,0,0.0
IMP556618,0,0.0
IMP556713,0,0.0
IMP556867,0,0.0
IMP556978,0,0.0
IMP556982,0,0.0
IMP557015,0,0.0
IMP557158,1,0.2
IMP557327,3,0.02727272727272727
IMP557353,0,0.0
IMP557435,0,0.0
IMP557472,1,0.5
IMP557542,0,0.0
IMP557700,2,0.18181818181818182
IMP557701,0,0.0
IMP557881,0,0.0
IMP558095,0,0.0
IMP558194,1,0.5
IMP558241,1,0.16666666666666666
IMP558306,1,0.5
IMP558334,0,0.0
IMP558544,2,0.4
IMP558596,3,0.5
IMP558609,1,0.5
IMP558731,0,0.0
IMP558833,0,0.0
IMP558894,1,1.0
IMP559032,1,0.25
IMP559070,0,0.0
IMP559098,2,0.06896551724137931
IMP559322,0,0.0
IMP559421,0,0.0
IMP559457,3,0.75
IMP559543,2,0.1111111111111111
IMP559618,2,0.2222222222222222
IMP559861,1,0.14285714285714285
IMP559918,1,0.5
IMP559981,0,0.0
IMP560008,1,0.5
IMP560234,0,0.0
IMP560322,0,0.0
IMP560338,0,0.0
IMP560489,2,0.03571428571428571
IMP560546,1,0.16666666666666666
IMP560933,0,0.0
IMP561106,0,0.0
IMP561246,1,0.5
IMP561319,1,0.5
IMP561324,0,0.0
IMP561349,1,0.5
IMP561416,2,0.5
IMP561597,0,0.0
IMP561622,1,0.25
IMP561692,0,0.0
IMP562113,0,0.0
IMP562345,0,0.0
IMP562576,1,0.3333333333333333
IMP562993,1,0.125
IMP563000,1,0.3333333333333333
IMP563087,0,0.0
IMP563226,0,0.0
IMP563411,0,0.0
IMP563416,1,0.3333333333333333
IMP563417,0,0.0
IMP563432,1,0.3333333333333333
IMP563538,0,0.0
IMP563556,0,0.0
IMP563766,0,0.0
IMP563861,0,0.0
IMP564073,0,0.0
IMP564086,4,0.5
IMP564205,0,0.0
IMP564214,0,0.0
IMP564318,0,0.0
IMP564424,1,1.0
IMP564657,1,0.3333333333333333
IMP564855,1,0.5
IMP564898,0,0.0
IMP565081,2,0.2857142857142857
IMP565158,1,0.125
IMP565193,1,0.5
IMP565194,1,0.3333333333333333
IMP565268,0,0.0
IMP565286,0,0.0
IMP565314,6,0.03076923076923077
IMP565483,0,0.0
IMP565581,0,0.0
IMP565591,0,0.0
IMP565632,0,0.0
IMP565761,1,0.5
IMP565767,1,1.0
IMP566004,1,0.008064516129032258
IMP566135,1,0.5
IMP566235,0,0.0
IMP566298,0,0.0
IMP566391,1,0.3333333333333333
IMP566503,1,0.5
IMP566537,0,0.0
IMP566617,3,0.5
IMP566658,0,0.0
IMP566902,0,0.0
IMP566997,0,0.0
IMP567018,1,0.25
IMP567114,1,1.0
IMP567117,2,0.6666666666666666
IMP567190,1,1.0
IMP567288,1,0.5
IMP567295,0,0.0
IMP567352,1,0.030303030303030304
IMP567359,0,0.0
IMP567553,0,0.0
IMP567769,0,0.0
IMP567863,0,0.0
IMP567912,0,0.0
IMP568004,0,0.0
IMP568496,2,1.0
IMP568980,0,0.0
IMP569289,1,0.25
IMP569335,1,1.0
IMP569362,1,0.16666666666666666
IMP569394,0,0.0
IMP569407,0,0.0
IMP569443,1,0.1111111111111111
IMP569562,0,0.0
IMP569859,2,0.5
IMP570147,2,0.6666666666666666
IMP570209,2,0.3333333333333333
IMP570294,3,0.42857142857142855
IMP570434,1,1.0
IMP570455,2,1.0
IMP570540,1,0.25
IMP570892,0,0.0
IMP570931,0,0.0
IMP571011,1,0.3333333333333333
IMP571433,1,0.1111111111111111
IMP571878,0,0.0
IMP571962,1,1.0
IMP572046,0,0.0
IMP572052,0,0.0
IMP572121,0,0.0
IMP572181,0,0.0
IMP572201,1,0.16666666666666666
IMP572406,0,0.0
IMP572835,0,0.0
IMP572924,0,0.0
IMP572949,1,1.0
IMP572982,1,0.3333333333333333
IMP573392,0,0.0
IMP573518,0,0.0
IMP573721,0,0.0
IMP573734,1,0.5
IMP573882,0,0.0
IMP574629,1,0.25
IMP574679,0,0.0
IMP574681,0,0.0
IMP574767,1,1.0
IMP574801,1,0.2
IMP574884,1,0.5
IMP574987,0,0.0
IMP575042,1,0.5
IMP575048,0,0.0
IMP575064,0,0.0
IMP575237,0,0.0
IMP575285,1,0.14285714285714285
IMP575411,0,0.0
IMP575421,0,0.0
IMP575540,1,0.3333333333333333
IMP575542,0,0.0
IMP576016,10,0.02717391304347826
IMP576149,0,0.0
IMP576202,1,1.0
IMP576300,0,0.0
IMP576506,0,0.0
IMP576525,0,0.0
IMP576896,0,0.0
IMP576951,0,0.0
IMP577034,1,1.0
IMP577074,0,0.0
IMP577157,1,1.0
IMP577269,0,0.0
IMP577461,2,0.6666666666666666
IMP577611,1,0.01639344262295082
IMP577747,0,0.0
IMP577852,0,0.0
IMP577898,1,1.0
IMP577961,1,0.16666666666666666
IMP578109,1,1.0
IMP578283,1,0.3333333333333333
IMP578418,0,0.0
IMP578498,1,0.2
IMP578525,0,0.0
IMP578535,0,0.0
IMP578776,0,0.0
IMP578845,0,0.0
IMP579050,0,0.0
IMP579291,0,0.0
IMP579297,1,1.0
IMP579346,1,1.0
IMP579380,0,0.0
IMP579545,3,0.75
IMP579593,1,1.0
IMP579673,0,0.0
IMP579775,0,0.0
IMP580143,1,1.0
IMP580348,0,0.0
IMP580384,1,0.3333333333333333
IMP580461,1,0.3333333333333333
