,IMPORTER.TIN&&TARIFF.CODE,IMPORTER.TIN&&TARIFF.CODE_illicit_Qsum,IMPORTER.TIN&&TARIFF.CODE_illicit_Qrate
6340,IMP355376&&8703331928,0,0
6341,IMP305416&&4011200000,0,0
6342,IMP563538&&2903120000,0,0
6343,IMP591216&&8703332900,0,0
6344,IMP898424&&7314490000,0,0
6345,IMP355877&&8702101319,0,0
6346,IMP366120&&8702902099,0,0
6347,IMP195096&&8544110000,0,0
6348,IMP916902&&8467990000,0,0
6349,IMP397481&&8703231119,0,0
6350,IMP361374&&5801900000,0,0
6351,IMP435297&&7323100000,0,0
6352,IMP717735&&8714190000,0,0
6353,IMP332095&&7304240000,0,0
6354,IMP794784&&8703231119,0,0
6355,IMP222671&&7005290000,0,0
6356,IMP585253&&8703232926,0,0
6357,IMP112691&&8702101319,0,0
6358,IMP901579&&8703321922,0,0
6359,IMP900781&&8703242900,0,0
6360,IMP960205&&8703231221,0,0
6361,IMP677211&&8703242100,0,0
6362,IMP372491&&8702102029,0,0
6363,IMPO18597&&5402330000,0,0
6364,IMPO16282&&7318130000,0,0
6365,IMPO12589&&8460390000,0,0
6366,IMPO19366&&5603139010,0,0
6367,IMPO17538&&8501310001,0,0
6368,IMPO15928&&7204290000,0,0
6369,IMPO12610&&8413308099,0,0
6370,IMPO18212&&8547200000,0,0
6371,IMPO16058&&7017200000,0,0
6372,IMPO12343&&4821909000,0,0
6373,IMPO15697&&6206400008,0,0
6374,IMPO15165&&8703239091,0,0
6375,IMPO19468&&8708299009,0,0
6376,IMPO19877&&5515111000,0,0
6377,IMPO14771&&5603111000,0,0
6378,IMPO13495&&3004900019,0,0
6379,IMPO11469&&6205200009,0,0
6380,IMPO10676&&5807109010,0,0
6381,IMPO16622&&4821101000,0,0
6382,IMPO12582&&8409990009,0,0
6383,IMPO18960&&5903909900,0,0
6384,IMPO11241&&8525801990,0,0
6385,IMPO13153&&8609009090,0,0
6386,IMPO16794&&8409990009,0,0
6387,IMPO17088&&7326909889,0,0
6388,IMPO19590&&8538909909,0,0
6389,IMPO12398&&8480410000,0,0
6390,IMPO16903&&6109100001,0,0
6391,IMPO12207&&8452300000,0,0
6392,IMPO17483&&8205600000,0,0
6393,IMPO15955&&8708309103,0,0
6394,IMPO10267&&8538909902,0,0
6395,IMPO18758&&3505109000,0,0
6396,IMPO13754&&4821109000,0,0
6397,IMPO15321&&8523494500,0,0
6398,IMPO15630&&8482800000,0,0
6399,IMPO11512&&8482101000,0,0
6400,IMPO13414&&8443999040,0,0
6401,IMPO12485&&8703239091,0,0
6402,IMPO16995&&8547200000,0,0
6403,IMPO18144&&7318159050,0,0
6404,IMPO18806&&8607911000,0,0
6405,IMPO10517&&3919900000,0,0
6406,IMPO11944&&9606100010,0,0
6407,IMPO19879&&4415209000,0,0
6408,IMPO15484&&8708309103,0,0
6409,IMPO13210&&9017300009,0,0
6410,IMPO18392&&5514120000,0,0
6411,IMPO11357&&3401110099,0,0
6412,IMPO14360&&8511900001,0,0
6413,IMPO11058&&6302600010,0,0
6414,IMPO15485&&8533210000,0,0
6415,IMPO11454&&8536908599,0,0
6416,IMPO15765&&8536908599,0,0
6417,IMPO11353&&6309000002,0,0
6418,IMPO18788&&9031908500,0,0
6419,IMPO11316&&9607110000,0,0
6420,IMPO19647&&6208910006,0,0
6421,IMPO10210&&6205200009,0,0
6422,IMPO11673&&2921519000,0,0
6423,IMPO10166&&8452900009,0,0
6424,IMPO15730&&4107119099,0,0
6425,IMPO14627&&6205200009,0,0
6426,IMPO19363&&5401109000,0,0
6427,IMP844837&&8703321922,0,0
6428,IMP227776&&8483900000,0,0
6429,IMP366793&&8477900000,0,0
6430,IMP867777&&8704900099,0,0
6431,IMP482566&&8703210011,0,0
6432,IMP707759&&8539290000,0,0
6433,IMP996749&&7304511000,0,0
6434,IMP955120&&8703210011,0,0
6435,IMP606300&&3405900000,0,0
6436,IMP415401&&8703241128,0,0
6437,IMP435297&&8704212025,0,0
6438,IMP872565&&8703232926,0,0
6439,IMP593257&&8704321118,0,0
6440,IMP172041&&8703232124,0,0
6441,IMP545640&&4008219000,0,0
6442,IMP766914&&8703232926,0,0
6443,IMP140113&&6907900000,0,0
6444,IMP317454&&8703242100,0,0
6445,IMP566004&&4818400049,0,0
6446,IMP506510&&3610000000,0,0
6447,IMP408914&&5801900000,0,0
6448,IMP795995&&8479890000,0,0
6449,IMP764499&&8703331226,0,0
6450,IMP811925&&8703332100,0,0
6451,IMP851943&&8703210011,0,0
6452,IMP120631&&8421230000,0,0
6453,IMP327159&&8702902099,0,0
6454,IMP450852&&8703231119,0,0
6455,IMP352925&&8703210011,0,0
6456,IMP416045&&2009900091,0,0
6457,IMP307466&&8702101319,0,0
6458,IMP439866&&8703231221,0,0
6459,IMP991873&&8502130016,0,0
6460,IMP715356&&8473300000,0,0
6461,IMP178626&&8703222900,0,0
6462,IMP242995&&8703232926,0,0
6463,IMP397513&&8703222900,0,0
6464,IMP943293&&8703232926,0,0
6465,IMP155718&&3901300000,0,0
6466,IMP739176&&8703900000,0,0
6467,IMP446948&&2902300000,0,0
6468,IMP731188&&8703321922,0,0
6469,IMP264788&&2909490000,0,0
6470,IMP790356&&8703232926,0,0
6471,IMP480388&&8703321922,0,0
6472,IMP729355&&8419191000,0,0
6473,IMP347738&&1302190000,0,0
6474,IMP942956&&8302410000,0,0
6475,IMP690700&&8714110000,0,0
6476,IMP744424&&8546900000,0,0
6477,IMP257336&&8704322000,0,0
6478,IMP925162&&3204900000,0,0
6479,IMP633501&&8541500000,0,0
6480,IMP457760&&8703241128,0,0
6481,IMP251560&&8703231119,0,0
6482,IMP773454&&6907900000,0,0
6483,IMP308962&&8428100000,0,0
6484,IMP565314&&8704231924,0,0
6485,IMP519104&&8703232926,0,0
6486,IMP583722&&8703210011,0,0
6487,IMP494993&&6907900000,0,0
6488,IMP327939&&8703242900,0,0
6489,IMP307828&&8703242900,0,0
6490,IMP856370&&3901100000,0,0
6491,IMP464855&&2909440000,0,0
6492,IMP761769&&8703210011,0,0
6493,IMP118334&&8471700079,0,0
6494,IMP352883&&8703232225,0,0
6495,IMP715456&&8703222900,0,0
6496,IMP678037&&8703210011,0,0
6497,IMP693403&&8703241128,0,0
6498,IMP652211&&2916310000,0,0
6499,IMP721342&&8703241128,0,0
6500,IMP471741&&9027800000,0,0
6501,IMP735273&&8443910000,0,0
6502,IMP901468&&8703321922,0,0
6503,IMP570209&&6809190000,0,0
6504,IMP286017&&8539390000,0,0
6505,IMP157353&&8703232232,0,0
6506,IMP212146&&8431430000,0,0
6507,IMP998001&&2707400000,0,0
6508,IMP788673&&8703331124,0,0
6509,IMP860577&&8703900000,0,0
6510,IMP765281&&8704232000,0,0
6511,IMP584784&&7213910092,0,0
6512,IMP587752&&8703210011,0,0
6513,IMP317314&&2403990000,0,0
6514,IMP890964&&2309100000,0,0
6515,IMP435108&&8703331226,0,0
6516,IMP873935&&8703232225,0,0
6517,IMP824798&&8703232926,0,0
6518,IMP762245&&8704322000,0,0
6519,IMP805968&&3901100000,0,0
6520,IMP562993&&8702902099,0,0
6521,IMP826164&&8703331124,0,0
6522,IMP975755&&2204100000,0,0
6523,IMP252249&&5801900000,0,0
6524,IMP286665&&8703231221,0,0
6525,IMP938680&&8703321922,0,0
6526,IMP902662&&8703321922,0,0
6527,IMP894993&&8703321922,0,0
6528,IMP207938&&4802400000,0,0
6529,IMP259619&&8703232926,0,0
6530,IMPO15636&&8518299509,0,0
6531,IMPO13783&&8716400009,0,0
6532,IMPO17450&&9018908490,0,0
6533,IMPO19832&&4821101000,0,0
6534,IMPO13181&&5402330000,0,0
6535,IMPO18778&&4819100000,0,0
6536,IMPO13095&&5209420000,0,0
6537,IMPO15165&&9603401000,0,0
6538,IMPO16110&&7324900020,0,0
6539,IMPO10210&&8414808040,0,0
6540,IMPO14356&&7318159050,0,0
6541,IMPO13153&&2710124591,0,0
6542,IMPO16523&&8471606000,0,0
6543,IMPO15719&&8480309000,0,0
6544,IMPO13783&&8547200000,0,0
6545,IMPO13095&&2520200000,0,0
6546,IMPO15338&&8609009090,0,0
6547,IMPO13754&&6406209000,0,0
6548,IMPO16351&&5601290090,0,0
6549,IMPO15574&&7019120000,0,0
6550,IMPO13598&&7320901000,0,0
6551,IMPO12771&&8440900000,0,0
6552,IMPO15154&&712909010,0,0
6553,IMPO13823&&5807101010,0,0
6554,IMPO17623&&8536908591,0,0
6555,IMPO17497&&8538909902,0,0
6556,IMPO16835&&3302102901,0,0
6557,IMPO13719&&6308000001,0,0
6558,IMPO16694&&7615103001,0,0
6559,IMPO15338&&8536901020,0,0
6560,IMPO18420&&5806200000,0,0
6561,IMPO12692&&3824909795,0,0
6562,IMPO18193&&2710194890,0,0
6563,IMPO18112&&3907300000,0,0
6564,IMPO10168&&3402901001,0,0
6565,IMPO15276&&8421310000,0,0
6566,IMPO13849&&6110309902,0,0
6567,IMPO18767&&8421310000,0,0
6568,IMPO12110&&8538909109,0,0
6569,IMPO17391&&8542399090,0,0
6570,IMPO12398&&6205200009,0,0
6571,IMPO17538&&4819100000,0,0
6572,IMPO15018&&4807008099,0,0
6573,IMPO18753&&4415202001,0,0
6574,IMPO16351&&8452900009,0,0
6575,IMPO14700&&6104390099,0,0
6576,IMPO13754&&4821101000,0,0
6577,IMPO17028&&5514301000,0,0
6578,IMPO19879&&5804109000,0,0
6579,IMPO19159&&8504409090,0,0
6580,IMPO11913&&8703239092,0,0
6581,IMPO14164&&2808000009,0,0
6582,IMPO19111&&2821100001,0,0
6583,IMPO18345&&8422400009,0,0
6584,IMPO18189&&8508700090,0,0
6585,IMPO15732&&9026204000,0,0
6586,IMPO15889&&8716400009,0,0
6587,IMPO15165&&7326909889,0,0
6588,IMPO16524&&6309000002,0,0
6589,IMPO13772&&5512199001,0,0
6590,IMPO12200&&5807109010,0,0
6591,IMPO15783&&4911109099,0,0
6592,IMPO14437&&3304300001,0,0
6593,IMP499777&&8703232926,0,0
6594,IMP100227&&8704322000,0,0
6595,IMP446948&&8484200000,0,0
6596,IMP179534&&8703332100,0,0
6597,IMP767427&&8438900000,0,0
6598,IMP345456&&8704900099,0,0
6599,IMP229911&&8704311114,0,0
6600,IMP993091&&6210100000,0,0
6601,IMP395619&&8702101319,0,0
6602,IMP173637&&3004900000,0,0
6603,IMP150295&&8703241128,0,0
6604,IMP410141&&8703321220,0,0
6605,IMP236573&&8703321922,0,0
6606,IMP212181&&8703321118,0,0
6607,IMP992026&&8703900000,0,0
6608,IMP502946&&8703900000,0,0
6609,IMP287981&&8517180000,0,0
6610,IMP633501&&8703900000,0,0
6611,IMP262031&&8521900000,0,0
6612,IMP445164&&8702902099,0,0
6613,IMP473850&&8702902099,0,0
6614,IMP651428&&8703241128,0,0
6615,IMP269455&&9018490000,0,0
6616,IMP341056&&8421310000,0,0
6617,IMP545640&&8703242100,0,0
6618,IMP873935&&8703331226,0,0
6619,IMP576016&&8702902099,0,0
6620,IMP486728&&8703210011,0,0
6621,IMP321195&&8467990000,0,0
6622,IMP267369&&8703242100,0,0
6623,IMP392040&&3917231000,0,0
6624,IMP967345&&8517180000,0,0
6625,IMP555103&&8703232225,0,0
6626,IMP165827&&8703232225,0,0
6627,IMP660556&&8703332100,0,0
6628,IMP230286&&7323930000,0,0
6629,IMP697425&&8702101319,0,0
6630,IMP712264&&8517180000,0,0
6631,IMP120631&&8703210011,0,0
6632,IMP853810&&1702900000,0,0
6633,IMP231950&&5007200000,0,0
6634,IMP856926&&5407910000,0,0
6635,IMP995597&&8703232926,0,0
6636,IMP909394&&8703241128,0,0
6637,IMP173637&&8703331226,0,0
6638,IMP434684&&8517180000,0,0
6639,IMP499777&&8703210011,0,0
6640,IMP844837&&8703331226,0,0
6641,IMP447222&&8702101319,0,0
6642,IMP327272&&7314410000,0,0
6643,IMP595796&&8517180000,0,0
6644,IMP329077&&8703210011,0,0
6645,IMP781895&&8703321220,0,0
6646,IMP712264&&8702902099,0,0
6647,IMP152015&&303790000,0,0
6648,IMP993091&&8703331226,0,0
6649,IMP152015&&8517180000,0,0
6650,IMP322276&&8467290000,0,0
6651,IMP805968&&8703332900,0,0
6652,IMP235251&&8702101319,0,0
6653,IMP257313&&8703331226,0,0
6654,IMP616173&&8703321922,0,0
6655,IMP643203&&8703222900,0,0
6656,IMP592970&&8703900000,0,0
6657,IMP361374&&7323100000,0,0
6658,IMP722661&&8702902099,0,0
6659,IMP351195&&709590000,0,0
6660,IMP221718&&8702101319,0,0
6661,IMP995522&&8703900000,0,0
6662,IMP545640&&8703900000,0,0
6663,IMP475511&&8455300000,0,0
6664,IMP560489&&8703210011,0,0
6665,IMP106237&&8517180000,0,0
6666,IMP900492&&501000000,0,0
6667,IMP397091&&8703321922,0,0
6668,IMP461608&&8703222900,0,0
6669,IMP129307&&8703232225,0,0
6670,IMP307828&&8703210011,0,0
6671,IMP261529&&8703221917,0,0
6672,IMP243951&&8703321220,0,0
6673,IMP995522&&8702902099,0,0
6674,IMP993091&&808100000,0,0
6675,IMP347738&&2301200000,0,0
6676,IMP554304&&8311200000,0,0
6677,IMP303522&&3602009000,0,0
6678,IMP397262&&8703241128,0,0
6679,IMP554100&&8703232124,0,0
6680,IMP435297&&302640000,0,0
6681,IMP691078&&8703242100,0,0
6682,IMP873935&&1108120012,0,0
6683,IMP902662&&8702102029,0,0
6684,IMP826145&&8703900000,0,0
6685,IMP758269&&7208390000,0,0
6686,IMP566004&&8703232225,0,0
6687,IMP294853&&2713200000,0,0
6688,IMP216660&&8703210011,0,0
6689,IMP610563&&8703321922,0,0
6690,IMP748253&&8703231119,0,0
6691,IMP188186&&8703332100,0,0
6692,IMP635985&&2102300000,0,0
6693,IMP585281&&5801900000,0,0
6694,IMP970801&&8703222900,0,0
6695,IMP529575&&8703241128,0,0
6696,IMP748803&&3004400000,0,0
6697,IMP231262&&8703241128,0,0
6698,IMP461608&&6907900000,0,0
6699,IMP287020&&8703321220,0,0
6700,IMP823491&&8703900000,0,0
6701,IMP849511&&8703210011,0,0
6702,IMP570455&&9603900000,0,0
6703,IMP764499&&8703900000,0,0
6704,IMP397091&&8703231221,0,0
6705,IMP392040&&8702902099,0,0
6706,IMP965305&&7323100000,0,0
6707,IMP697425&&8703221917,0,0
6708,IMP496378&&8703232926,0,0
6709,IMP967352&&8438800000,0,0
6710,IMP394006&&8473300000,0,0
6711,IMP630049&&8703232225,0,0
6712,IMP192819&&8703232124,0,0
6713,IMP195096&&8704212025,0,0
6714,IMP152015&&8704322000,0,0
6715,IMP667381&&8703321922,0,0
6716,IMP106237&&8703232926,0,0
6717,IMP894296&&8702101319,0,0
6718,IMP345456&&8703232124,0,0
6719,IMP924304&&8703242100,0,0
6720,IMP182858&&808100000,0,0
6721,IMP336567&&8703221113,0,0
6722,IMP444534&&3004900000,0,0
6723,IMP577611&&8703222900,0,0
6724,IMP124597&&8703210011,0,0
6725,IMP994093&&8703331124,0,0
6726,IMP963491&&8703241128,0,0
6727,IMP345017&&8907900000,0,0
6728,IMP369394&&8703241128,0,0
6729,IMP446948&&8703222900,0,0
6730,IMP927617&&8502200021,0,0
6731,IMP112688&&8703232926,0,0
6732,IMP660556&&8703331226,0,0
6733,IMP601072&&8703242900,0,0
6734,IMP496378&&8703231221,0,0
6735,IMP461608&&8704321118,0,0
6736,IMP900492&&8703232225,0,0
6737,IMP643203&&8703231119,0,0
6738,IMP902662&&2815110000,0,0
6739,IMP606875&&8704322000,0,0
6740,IMP734391&&8703900000,0,0
6741,IMP207129&&8703241128,0,0
6742,IMP726222&&8703331226,0,0
6743,IMP418859&&8702101319,0,0
6744,IMP871286&&3921120000,0,0
6745,IMP729808&&8704212025,0,0
6746,IMP765832&&3401200000,0,0
6747,IMP179534&&8704231122,0,0
6748,IMP112688&&8703232124,0,0
6749,IMP831109&&8703231221,0,0
6750,IMP192377&&4802550056,0,0
6751,IMP839288&&8703222900,0,0
6752,IMP902662&&8704231924,0,0
6753,IMP446948&&8704231924,0,0
6754,IMP117406&&8703222900,0,0
6755,IMP717344&&4800000000,0,0
6756,IMP885945&&3006500000,0,0
6757,IMP226111&&8703241128,0,0
6758,IMP447299&&8704212025,0,0
6759,IMP480452&&8702101319,0,0
6760,IMP499796&&8703222900,0,0
6761,IMPO15168&&6006230000,0,0
6762,IMPO16622&&8609009090,0,0
6763,IMPO16822&&8421310000,0,0
6764,IMPO12420&&5402330000,0,0
6765,IMPO15276&&5807109010,0,0
6766,IMPO11016&&5806200000,0,0
6767,IMPO16428&&7320909000,0,0
6768,IMPO10296&&7320208199,0,0
6769,IMPO12966&&8538909902,0,0
6770,IMPO18475&&6406909099,0,0
6771,IMPO17739&&5811000030,0,0
6772,IMPO16622&&8452900009,0,0
6773,IMPO10005&&3926909799,0,0
6774,IMPO17820&&3304990009,0,0
6775,IMPO12343&&3926909799,0,0
6776,IMPO13637&&8708949900,0,0
6777,IMPO14167&&8207909900,0,0
6778,IMPO16523&&8451300000,0,0
6779,IMPO15629&&8515900000,0,0
6780,IMPO12004&&8544429011,0,0
6781,IMPO11396&&9019200003,0,0
6782,IMPO16191&&8443991090,0,0
6783,IMPO17462&&5401101200,0,0
6784,IMPO18200&&3923299080,0,0
6785,IMPO10976&&8452900009,0,0
6786,IMPO16873&&8703229050,0,0
6787,IMPO10482&&5509620000,0,0
6788,IMPO15338&&4113900000,0,0
6789,IMPO12754&&8536109001,0,0
6790,IMPO10425&&2836999009,0,0
6791,IMPO12219&&1209918099,0,0
6792,IMPO12727&&9612108002,0,0
6793,IMPO19363&&8703229050,0,0
6794,IMPO12250&&8304000000,0,0
6795,IMPO12183&&8536619090,0,0
6796,IMPO10676&&9607110000,0,0
6797,IMPO15732&&6117900009,0,0
6798,IMPO10616&&8414308900,0,0
6799,IMPO15421&&8536700090,0,0
6800,IMPO10700&&8704219941,0,0
6801,IMPO15279&&4823200009,0,0
6802,IMPO12207&&9022210000,0,0
6803,IMPO19832&&8703229050,0,0
6804,IMPO16962&&9606100010,0,0
6805,IMPO13097&&8309909030,0,0
6806,IMPO19747&&4821101000,0,0
6807,IMPO13165&&8409990005,0,0
6808,IMPO18915&&6107210001,0,0
6809,IMPO12985&&6406209000,0,0
6810,IMPO19590&&5806200000,0,0
6811,IMPO13095&&4821909000,0,0
6812,IMPO17661&&9607190000,0,0
6813,IMPO10661&&2818200000,0,0
6814,IMPO13165&&9804000000,0,0
6815,IMPO16723&&3907209900,0,0
6816,IMPO17210&&3901209000,0,0
6817,IMPO17282&&501000000,0,0
6818,IMPO12359&&8538909909,0,0
6819,IMPO19832&&9606100010,0,0
6820,IMPO14698&&9606100010,0,0
6821,IMPO15168&&6217900003,0,0
6822,IMPO10798&&6406201000,0,0
6823,IMPO10706&&5806329021,0,0
6824,IMPO17667&&8708803500,0,0
6825,IMPO15707&&6205200009,0,0
6826,IMPO10156&&2710194890,0,0
6827,IMPO19385&&7602001900,0,0
6828,IMPO15637&&8303009000,0,0
6829,IMPO18960&&8536908599,0,0
6830,IMPO10880&&9027905009,0,0
6831,IMPO19159&&2710124591,0,0
6832,IMPO18006&&8443999030,0,0
6833,IMPO11359&&9406008003,0,0
6834,IMPO15765&&8473308000,0,0
6835,IMPO13297&&4911109091,0,0
6836,IMPO13176&&8538909909,0,0
6837,IMPO15020&&8525809910,0,0
6838,IMPO18608&&4016930000,0,0
6839,IMPO14301&&2204101102,0,0
6840,IMPO15250&&8548909000,0,0
6841,IMPO19578&&8544429011,0,0
6842,IMPO11782&&3920999000,0,0
6843,IMPO13165&&3926909799,0,0
6844,IMP532490&&8703231226,0,0
6845,IMP987414&&8703241128,0,0
6846,IMP922219&&6911100000,0,0
6847,IMP555305&&8703231221,0,0
6848,IMP712227&&8703222900,0,0
6849,IMP318595&&8703331226,0,0
6850,IMP955120&&8703332900,0,0
6851,IMP726222&&8703900000,0,0
6852,IMP254926&&8703242900,0,0
6853,IMP904748&&8703242100,0,0
6854,IMP880869&&8703331928,0,0
6855,IMP294703&&8703321922,0,0
6856,IMP474316&&8703241128,0,0
6857,IMP551203&&8704322000,0,0
6858,IMP244709&&8517180000,0,0
6859,IMP584463&&2520200000,0,0
6860,IMP341307&&8704212025,0,0
6861,IMP280692&&6910900000,0,0
6862,IMP120339&&2914220000,0,0
6863,IMP243487&&8703222900,0,0
6864,IMP674947&&8481800000,0,0
6865,IMP304747&&8523520000,0,0
6866,IMP450969&&8703232225,0,0
6867,IMP854078&&8703241128,0,0
6868,IMP871286&&8703231119,0,0
6869,IMP622098&&3208201000,0,0
6870,IMP354522&&3926909099,0,0
6871,IMP537680&&8702902099,0,0
6872,IMP775888&&9026200000,0,0
6873,IMP585281&&3302100000,0,0
6874,IMP179534&&8703232926,0,0
6875,IMP254390&&8702101319,0,0
6876,IMP703936&&8703232225,0,0
6877,IMP370421&&8703242100,0,0
6878,IMP818367&&6310900091,0,0
6879,IMP195096&&5801900000,0,0
6880,IMP156950&&8703232926,0,0
6881,IMP606875&&8702902099,0,0
6882,IMP643203&&8703331226,0,0
6883,IMP191492&&8703900000,0,0
6884,IMP756503&&4011630000,0,0
6885,IMP171643&&8703231221,0,0
6886,IMP393792&&8703221917,0,0
6887,IMP576016&&8517180000,0,0
6888,IMP916902&&8702101319,0,0
6889,IMP307828&&3902100000,0,0
6890,IMP888665&&3912390000,0,0
6891,IMP767548&&5801900000,0,0
6892,IMP376764&&8703241128,0,0
6893,IMP142940&&8704322000,0,0
6894,IMP152761&&3912310000,0,0
6895,IMP522479&&8702101319,0,0
6896,IMP129307&&3105200000,0,0
6897,IMP461608&&8517180000,0,0
6898,IMP608506&&808100000,0,0
6899,IMP726222&&8703321220,0,0
6900,IMP585253&&8473300000,0,0
6901,IMP775888&&7323100000,0,0
6902,IMP871673&&8703241128,0,0
6903,IMP615516&&8703210011,0,0
6904,IMP810977&&3006200000,0,0
6905,IMP731188&&8711201000,0,0
6906,IMP694837&&5903100000,0,0
6907,IMP405088&&8703241128,0,0
6908,IMP307848&&8517180000,0,0
6909,IMP330678&&8703232926,0,0
6910,IMP115712&&8703332900,0,0
6911,IMP594056&&8703222900,0,0
6912,IMP764530&&8703900000,0,0
6913,IMP174062&&8703231221,0,0
6914,IMP589597&&8703241128,0,0
6915,IMP327159&&8703322100,0,0
6916,IMP440223&&8703900000,0,0
6917,IMP838573&&5204190000,0,0
6918,IMP855449&&8703900000,0,0
6919,IMP447299&&8703331226,0,0
6920,IMP286665&&8703232926,0,0
6921,IMP834856&&8703222900,0,0
6922,IMP995522&&8703231119,0,0
6923,IMP844837&&8702101319,0,0
6924,IMP620150&&7407100000,0,0
6925,IMP458839&&8517180000,0,0
6926,IMP765281&&8703242900,0,0
6927,IMP117406&&8702101319,0,0
6928,IMP334154&&8703221920,0,0
6929,IMP268583&&8428100000,0,0
6930,IMP591216&&8703210011,0,0
6931,IMP980531&&5901100000,0,0
6932,IMP341307&&8703900000,0,0
6933,IMP837883&&3925200000,0,0
6934,IMP851078&&8703331928,0,0
6935,IMP247978&&7612900091,0,0
6936,IMP346407&&8703231119,0,0
6937,IMP729355&&8703222900,0,0
6938,IMP901579&&8703242900,0,0
6939,IMP294853&&8517180000,0,0
6940,IMP155550&&3204190000,0,0
6941,IMP643203&&8704322000,0,0
6942,IMP385546&&8517180000,0,0
6943,IMP965305&&5901900000,0,0
6944,IMP448130&&2924290000,0,0
6945,IMP358094&&2916120000,0,0
6946,IMP254900&&8703241128,0,0
6947,IMP727169&&8703332900,0,0
6948,IMP993091&&8419500000,0,0
6949,IMP559098&&2903110000,0,0
6950,IMP683347&&3004900000,0,0
6951,IMP440223&&8703231119,0,0
6952,IMP533210&&8703222900,0,0
6953,IMP906719&&401300000,0,0
6954,IMP143460&&8703321922,0,0
6955,IMP155004&&2008119000,0,0
6956,IMP565314&&8506500000,0,0
6957,IMP975502&&7407290000,0,0
6958,IMP162342&&8473300000,0,0
6959,IMP384538&&8473300000,0,0
6960,IMP370421&&8528721900,0,0
6961,IMP904748&&8517180000,0,0
6962,IMP359656&&8419890000,0,0
6963,IMP221266&&8703331124,0,0
6964,IMP583434&&6802930000,0,0
6965,IMP511760&&8703232926,0,0
6966,IMP776699&&8703241128,0,0
6967,IMP766474&&8517180000,0,0
6968,IMP317437&&8481300000,0,0
6969,IMP381148&&5401100000,0,0
6970,IMP152015&&8703321220,0,0
6971,IMP829675&&8702101319,0,0
6972,IMP450812&&5801900000,0,0
6973,IMP300514&&8702102029,0,0
6974,IMP534205&&4202120012,0,0
6975,IMP765832&&8703900000,0,0
6976,IMP110489&&8703900000,0,0
6977,IMP934643&&6402120013,0,0
6978,IMP948618&&8703241128,0,0
6979,IMP221718&&8703241128,0,0
6980,IMP302697&&8703210011,0,0
6981,IMP129307&&8704322000,0,0
6982,IMP389795&&8704322000,0,0
6983,IMP891508&&8703232225,0,0
6984,IMP142940&&5801900000,0,0
6985,IMP970801&&8704322000,0,0
6986,IMP165827&&8704322000,0,0
6987,IMP699624&&7321900000,0,0
6988,IMP419507&&8708700000,0,0
6989,IMP338376&&8703210011,0,0
6990,IMP773239&&8513100000,0,0
6991,IMP828157&&305510052,0,0
6992,IMP955120&&8703232926,0,0
6993,IMP830465&&8703331226,0,0
6994,IMP317454&&8703210011,0,0
6995,IMP811493&&4809200000,0,0
6996,IMP514650&&8703222900,0,0
6997,IMP995597&&8703321922,0,0
6998,IMP677211&&8703321922,0,0
6999,IMP435297&&8703900000,0,0
7000,IMP720753&&8703332100,0,0
7001,IMP765282&&8517180000,0,0
7002,IMP165827&&3904100000,0,0
7003,IMP430499&&8703231119,0,0
7004,IMP576016&&8703222900,0,0
7005,IMP915889&&8702101319,0,0
7006,IMP294703&&8703331124,0,0
7007,IMP894296&&8703222900,0,0
7008,IMP556978&&7323100000,0,0
7009,IMP152810&&8703331928,0,0
7010,IMP792271&&8703210011,0,0
7011,IMP766474&&8703231119,0,0
7012,IMP720753&&5204190000,0,0
7013,IMP932066&&6907900000,0,0
7014,IMP287020&&8703231226,0,0
7015,IMP199358&&8421220024,0,0
7016,IMP904574&&8703331226,0,0
7017,IMP280950&&8703210011,0,0
7018,IMP156950&&8703222900,0,0
7019,IMP584321&&8506800000,0,0
7020,IMP855449&&808100000,0,0
7021,IMP810695&&8703242100,0,0
7022,IMP775888&&8702101319,0,0
7023,IMP341307&&8702101319,0,0
7024,IMP360219&&1901900091,0,0
7025,IMP252249&&8703222900,0,0
7026,IMP140113&&8703321922,0,0
7027,IMP793286&&2929900000,0,0
7028,IMP522479&&3307200000,0,0
7029,IMP854194&&8703332100,0,0
7030,IMP310321&&8703900000,0,0
7031,IMP360520&&8703322100,0,0
7032,IMP995522&&8703332100,0,0
7033,IMP239533&&8703331928,0,0
7034,IMP934643&&8703222900,0,0
7035,IMP463585&&7013370000,0,0
7036,IMP352808&&8537200000,0,0
7037,IMP934273&&8703331226,0,0
7038,IMP916902&&8703242100,0,0
7039,IMP731188&&8703232926,0,0
7040,IMP830465&&8704322000,0,0
7041,IMP475311&&8703331226,0,0
7042,IMP576016&&8703321220,0,0
7043,IMP601203&&8703241128,0,0
7044,IMP863463&&8703242900,0,0
7045,IMP112918&&8703241128,0,0
7046,IMP344527&&8703321922,0,0
7047,IMP435297&&8473300000,0,0
7048,IMP181309&&8703232225,0,0
7049,IMP763548&&8703222900,0,0
7050,IMP287020&&8704212025,0,0
7051,IMP900492&&8703242200,0,0
7052,IMP694837&&8473300000,0,0
7053,IMP606300&&8703231119,0,0
7054,IMP844837&&4411140000,0,0
7055,IMP810695&&8703231119,0,0
7056,IMP177945&&8430490000,0,0
7057,IMP787442&&8702101319,0,0
7058,IMP598467&&8703232926,0,0
7059,IMP633501&&303790000,0,0
7060,IMP476478&&8703321922,0,0
7061,IMP648653&&8703222900,0,0
