IMPORTER.TIN&&TARIFF.CODE,IMPORTER.TIN&&TARIFF.CODE_illicit_sum,IMPORTER.TIN&&TARIFF.CODE_illicit_rate
IMP244801&&8703231119,0,0.0
IMP244801&&8703241128,0,0.0
IMP244801&&9405100000,0,0.0
IMP245087&&8413200000,0,0.0
IMP245087&&8703900000,0,0.0
IMP245125&&7507120000,1,1.0
IMP245125&&8703332100,0,0.0
IMP245140&&4013100000,1,1.0
IMP245140&&8703222900,0,0.0
IMP245160&&5207101000,0,0.0
IMP245160&&8518290000,1,1.0
IMP245200&&2522200000,0,0.0
IMP245200&&8473300000,1,1.0
IMP245200&&8517180000,0,0.0
IMP245200&&8541100000,0,0.0
IMP245200&&8703232225,0,0.0
IMP245200&&8703900000,0,0.0
IMP245200&&8704212025,0,0.0
IMP245658&&2907120000,0,0.0
IMP245658&&8201100011,0,0.0
IMP245658&&8517180000,1,1.0
IMP245658&&8703231221,0,0.0
IMP245658&&8714190000,1,1.0
IMP245886&&2707500000,0,0.0
IMP245886&&8448490000,0,0.0
IMP245886&&8703210011,0,0.0
IMP245961&&3923500000,0,0.0
IMP245961&&4011610000,0,0.0
IMP246052&&3004500000,0,0.0
IMP246052&&8523400000,0,0.0
IMP246052&&8703321220,0,0.0
IMP246197&&3905300000,0,0.0
IMP246197&&8214200000,1,1.0
IMP246197&&8540120000,0,0.0
IMP246441&&7210120000,0,0.0
IMP246441&&9031900000,0,0.0
IMP246504&&2508100000,0,0.0
IMP246586&&8465910000,1,1.0
IMP246586&&8703242100,0,0.0
IMP246723&&402101000,0,0.0
IMP246723&&6905900000,0,0.0
IMP246723&&8504330000,1,1.0
IMP246803&&8473300000,0,0.0
IMP246933&&4011200000,0,0.0
IMP246933&&4911999099,1,1.0
IMP246933&&5007200000,0,0.0
IMP246933&&6805200000,0,0.0
IMP246933&&8441100000,0,0.0
IMP246933&&8468800000,0,0.0
IMP246933&&8517180000,0,0.0
IMP246933&&8702101319,1,1.0
IMP246933&&8702102029,0,0.0
IMP246933&&8702902099,0,0.0
IMP246933&&8703210011,0,0.0
IMP246933&&8703222900,0,0.0
IMP246933&&8703231221,0,0.0
IMP246933&&8703331226,1,1.0
IMP246933&&8703332900,0,0.0
IMP246933&&8703900000,0,0.0
IMP246933&&8704212025,0,0.0
IMP247034&&8419191000,0,0.0
IMP247045&&3926200000,1,1.0
IMP247045&&5007200000,0,0.0
IMP247045&&8703222900,1,1.0
IMP247045&&8703331124,1,1.0
IMP247045&&8703900000,0,0.0
IMP247138&&7005290000,1,1.0
IMP247205&&1901900091,0,0.0
IMP247205&&8421390000,0,0.0
IMP247205&&8428390000,0,0.0
IMP247205&&8483400000,0,0.0
IMP247205&&8484200000,0,0.0
IMP247205&&8703232225,1,1.0
IMP247205&&8703232926,0,0.0
IMP247263&&5509590000,0,0.0
IMP247404&&9403200000,1,1.0
IMP247440&&2914290000,0,0.0
IMP247440&&3909400000,0,0.0
IMP247492&&3202900000,1,1.0
IMP247492&&3401119000,0,0.0
IMP247492&&8527199000,0,0.0
IMP247492&&8703231221,0,0.0
IMP247492&&8703900000,0,0.0
IMP247704&&8703231119,0,0.0
IMP247978&&7612900091,0,0.0
IMP247978&&8465910000,0,0.0
IMP247978&&8703231119,0,0.0
IMP247982&&3004400000,0,0.0
IMP247982&&4009110000,0,0.0
IMP247982&&8527290000,0,0.0
IMP247982&&8703231119,0,0.0
IMP247982&&8703232926,0,0.0
IMP247982&&8704322000,0,0.0
IMP248010&&808100000,0,0.0
IMP248010&&8702101319,0,0.0
IMP248010&&8703321220,0,0.0
IMP248010&&8704231924,0,0.0
IMP248138&&3910000000,1,1.0
IMP248138&&8703232926,0,0.0
IMP248138&&9018390000,0,0.0
IMP248300&&7212200000,0,0.0
IMP248300&&8309900091,1,1.0
IMP248416&&8703242100,0,0.0
IMP248453&&3903200000,1,1.0
IMP248453&&7013370000,0,0.0
IMP248710&&8704231924,0,0.0
IMP248766&&7321119014,0,0.0
IMP248766&&8414209000,1,1.0
IMP248768&&2309909000,0,0.0
IMP248768&&2401200000,0,0.0
IMP248768&&8441100000,0,0.0
IMP248768&&8516100000,0,0.0
IMP248768&&8702101319,0,0.0
IMP248768&&8703222900,0,0.0
IMP248768&&8703232926,0,0.0
IMP248768&&8703242900,0,0.0
IMP248768&&8703322100,0,0.0
IMP248768&&8703900000,0,0.0
IMP248890&&2002901000,1,1.0
IMP248890&&8437100000,0,0.0
IMP249120&&3907300000,0,0.0
IMP249120&&4805250000,0,0.0
IMP249131&&8703241128,0,0.0
IMP249131&&910910000,0,0.0
IMP249147&&3925900000,0,0.0
IMP249228&&8482910000,1,1.0
IMP249306&&2811220000,0,0.0
IMP249306&&2904100000,0,0.0
IMP249306&&3907200000,0,0.0
IMP249306&&3925900000,1,1.0
IMP249306&&7010902122,0,0.0
IMP249306&&7307119000,0,0.0
IMP249306&&7323100000,0,0.0
IMP249306&&8413700000,0,0.0
IMP249306&&8421290000,0,0.0
IMP249306&&8473300000,0,0.0
IMP249306&&8483100000,0,0.0
IMP249306&&8517180000,0,0.0
IMP249306&&8702101319,0,0.0
IMP249306&&8702901192,0,0.0
IMP249306&&8703210011,0,0.0
IMP249306&&8703222900,0,0.0
IMP249306&&8703231119,0,0.0
IMP249306&&8703231226,0,0.0
IMP249306&&8703232926,0,0.0
IMP249306&&8703241128,0,0.0
IMP249306&&8703241932,0,0.0
IMP249306&&8703242100,0,0.0
IMP249306&&8703242900,0,0.0
IMP249306&&8703321220,0,0.0
IMP249306&&8703321922,0,0.0
IMP249306&&8703900000,0,0.0
IMP249306&&8704322000,0,0.0
IMP249693&&3305100000,0,0.0
IMP250017&&8523290000,1,1.0
IMP250017&&8703331928,0,0.0
IMP250030&&3506910000,0,0.0
IMP250135&&7314310000,1,1.0
IMP250406&&8429520000,0,0.0
IMP250435&&4418900000,0,0.0
IMP250739&&3924909000,1,1.0
IMP250739&&6905100000,0,0.0
IMP250739&&7323100000,0,0.0
IMP250739&&8703232926,0,0.0
IMP250739&&8703321922,0,0.0
IMP250739&&8704322000,0,0.0
IMP250752&&2902440000,0,0.0
IMP250798&&4411920000,0,0.0
IMP250798&&8703231221,0,0.0
IMP251022&&3811190000,0,0.0
IMP251022&&5607900000,0,0.0
IMP251022&&6203490000,0,0.0
IMP251022&&8703232926,0,0.0
IMP251073&&5801900000,0,0.0
IMP251073&&8703222100,0,0.0
IMP251073&&8703242900,0,0.0
IMP251073&&9018900000,0,0.0
IMP251139&&5903100000,0,0.0
IMP251139&&6601100000,1,1.0
IMP251298&&3917231000,0,0.0
IMP251560&&8703231119,0,0.0
IMP251560&&8704212025,0,0.0
IMP251641&&8703231221,0,0.0
IMP251803&&3906900000,0,0.0
IMP251803&&8443390000,0,0.0
IMP251837&&3204140000,0,0.0
IMP251837&&7606119000,0,0.0
IMP251837&&8517620000,0,0.0
IMP251837&&8703222900,0,0.0
IMP251837&&8703231221,0,0.0
IMP251837&&8704900091,0,0.0
IMP251841&&4009120000,1,1.0
IMP251841&&4802570000,0,0.0
IMP251841&&8455900000,0,0.0
IMP251841&&8479890000,0,0.0
IMP251841&&8517620000,1,1.0
IMP251841&&8703222900,0,0.0
IMP251841&&8703232926,0,0.0
IMP251841&&8703241128,0,0.0
IMP251841&&8703242900,0,0.0
IMP251841&&8703321922,0,0.0
IMP251841&&8703331124,0,0.0
IMP251841&&8704311114,0,0.0
IMP251871&&2710192300,0,0.0
IMP252137&&4813900000,0,0.0
IMP252249&&1601009000,1,1.0
IMP252249&&2804690000,0,0.0
IMP252249&&2906110000,0,0.0
IMP252249&&3004900000,0,0.0
IMP252249&&3602009000,1,1.0
IMP252249&&3815900000,0,0.0
IMP252249&&4802570000,0,0.0
IMP252249&&4802580000,0,0.0
IMP252249&&5007200000,0,0.0
IMP252249&&5402490000,1,0.5
IMP252249&&5801900000,0,0.0
IMP252249&&6907100000,0,0.0
IMP252249&&7308300000,0,0.0
IMP252249&&7321900000,1,1.0
IMP252249&&7323100000,0,0.0
IMP252249&&808100000,0,0.0
IMP252249&&8421390000,0,0.0
IMP252249&&8481800000,0,0.0
IMP252249&&8517180000,0,0.0
IMP252249&&8517610000,0,0.0
IMP252249&&8702101319,0,0.0
IMP252249&&8702102029,0,0.0
IMP252249&&8702902099,0,0.0
IMP252249&&8703210011,0,0.0
IMP252249&&8703222900,0,0.0
IMP252249&&8703231119,0,0.0
IMP252249&&8703231221,0,0.0
IMP252249&&8703232124,0,0.0
IMP252249&&8703232225,0,0.0
IMP252249&&8703232926,0,0.0
IMP252249&&8703241128,1,0.038461538461538464
IMP252249&&8703242100,1,0.3333333333333333
IMP252249&&8703242900,0,0.0
IMP252249&&8703321922,0,0.0
IMP252249&&8703322100,0,0.0
IMP252249&&8703322900,0,0.0
IMP252249&&8703331124,0,0.0
IMP252249&&8703331226,0,0.0
IMP252249&&8703331928,0,0.0
IMP252249&&8703900000,0,0.0
IMP252249&&8704212025,0,0.0
IMP252249&&8704231924,0,0.0
IMP252249&&8704322000,0,0.0
IMP252249&&8704900099,0,0.0
IMP252255&&7208510000,1,1.0
IMP252323&&1005100000,1,1.0
IMP252323&&2005510000,1,1.0
IMP252323&&8419890000,0,0.0
IMP252323&&8703321220,0,0.0
IMP252451&&2710990000,1,1.0
IMP252451&&3207400000,1,1.0
IMP252451&&7007210000,0,0.0
IMP252451&&8450190000,1,1.0
IMP252478&&3500000000,1,1.0
IMP252478&&8415900099,0,0.0
IMP252488&&2815110000,0,0.0
IMP252488&&3901900000,0,0.0
IMP252488&&8703222900,0,0.0
IMP252488&&8703321220,0,0.0
IMP252488&&8716399000,0,0.0
IMP252836&&8703332200,0,0.0
IMP252836&&9022900000,1,1.0
IMP252877&&8462410000,0,0.0
IMP252877&&8703241128,0,0.0
IMP252897&&3209102000,0,0.0
IMP252897&&8446100000,0,0.0
IMP252964&&3610000000,0,0.0
IMP252964&&6902900000,0,0.0
IMP252964&&8431490000,0,0.0
IMP252964&&8462290000,0,0.0
IMP252964&&8703241128,0,0.0
IMP252964&&8703311214,0,0.0
IMP252964&&8716200000,0,0.0
IMP252979&&9024800000,0,0.0
IMP252991&&2922410000,0,0.0
IMP252991&&402211000,1,1.0
IMP252991&&5901900000,1,1.0
IMP252991&&7005210000,0,0.0
IMP252991&&8517180000,1,1.0
IMP252991&&8703210011,0,0.0
IMP252991&&8703222900,0,0.0
IMP252991&&8703231119,0,0.0
IMP252991&&8703242900,0,0.0
IMP253192&&8473300000,0,0.0
IMP253703&&3307410000,0,0.0
IMP253703&&8443990000,0,0.0
IMP253703&&8703232124,0,0.0
IMP253740&&3810000000,0,0.0
IMP253740&&4911991000,0,0.0
IMP253740&&8460290000,0,0.0
IMP253740&&8517700000,1,1.0
IMP253740&&8703232124,0,0.0
IMP253740&&8703232225,0,0.0
IMP253740&&8703232926,0,0.0
IMP253740&&8703242900,0,0.0
IMP253740&&8703322900,1,1.0
IMP253740&&8703331226,0,0.0
IMP253740&&8704322000,0,0.0
IMP253740&&9500000000,0,0.0
IMP253795&&8422400000,1,1.0
IMP253795&&8702101319,0,0.0
IMP253795&&8703210011,0,0.0
IMP253795&&9405300000,0,0.0
IMP253814&&8703232926,0,0.0
IMP253890&&8504500000,0,0.0
IMP253890&&8703331928,0,0.0
IMP253901&&8703242900,0,0.0
IMP253933&&2833220000,0,0.0
IMP253933&&4008119000,0,0.0
IMP253933&&6904900000,0,0.0
IMP254224&&5601100019,1,1.0
IMP254224&&6301200000,0,0.0
IMP254224&&8703331124,1,1.0
IMP254224&&9017300000,1,1.0
IMP254343&&3602009000,0,0.0
IMP254343&&4008211000,1,1.0
IMP254390&&4818400049,0,0.0
IMP254390&&5901900000,0,0.0
IMP254390&&6904100000,0,0.0
IMP254390&&7019900000,0,0.0
IMP254390&&7604290000,0,0.0
IMP254390&&8422190000,0,0.0
IMP254390&&8517180000,0,0.0
IMP254390&&8702101319,0,0.0
IMP254390&&8703210011,0,0.0
IMP254390&&8703222900,0,0.0
IMP254390&&8703232124,0,0.0
IMP254390&&8703241128,0,0.0
IMP254390&&8703321922,0,0.0
IMP254390&&8703332100,0,0.0
IMP254390&&9011200000,0,0.0
IMP254725&&6704200000,0,0.0
IMP254758&&8704100011,0,0.0
IMP254827&&1107200000,0,0.0
IMP254827&&8703900000,0,0.0
IMP254900&&2909490000,0,0.0
IMP254900&&8513100000,0,0.0
IMP254900&&8702101319,0,0.0
IMP254900&&8703241128,0,0.0
IMP254900&&8703321220,0,0.0
IMP254900&&8703332100,0,0.0
IMP254926&&3808930000,0,0.0
IMP254926&&4011200000,0,0.0
IMP254926&&4902900000,0,0.0
IMP254926&&5604900000,0,0.0
IMP254926&&6810190000,0,0.0
IMP254926&&709590000,0,0.0
IMP254926&&8473300000,0,0.0
IMP254926&&8517180000,0,0.0
IMP254926&&8702101319,0,0.0
IMP254926&&8703210011,0,0.0
IMP254926&&8703222900,0,0.0
IMP254926&&8703231119,0,0.0
IMP254926&&8703232124,0,0.0
IMP254926&&8703232926,0,0.0
IMP254926&&8703241128,0,0.0
IMP254926&&8703242900,0,0.0
IMP254926&&8703321922,0,0.0
IMP254926&&8703331124,0,0.0
IMP254926&&8703332100,0,0.0
IMP254926&&8703900000,0,0.0
IMP254926&&8704212025,0,0.0
IMP254926&&8704322000,0,0.0
IMP254995&&2517490000,1,1.0
IMP255034&&7017900000,0,0.0
IMP255034&&8703321922,0,0.0
IMP255116&&3901100000,0,0.0
IMP255116&&3904100000,0,0.0
IMP255120&&3209102000,0,0.0
IMP255120&&4011200000,0,0.0
IMP255120&&8436210000,0,0.0
IMP255120&&8703210011,0,0.0
IMP255246&&2516110000,0,0.0
IMP255246&&8703321922,0,0.0
IMP255246&&8703900000,0,0.0
IMP255554&&8477100000,0,0.0
IMP255568&&3912310000,0,0.0
IMP255756&&8428390000,0,0.0
IMP255756&&8703241128,0,0.0
IMP255951&&5007200000,0,0.0
IMP255951&&8541100000,0,0.0
IMP255951&&8704231122,0,0.0
IMP255976&&6700000000,0,0.0
IMP255976&&8517180000,0,0.0
IMP255976&&8703231119,0,0.0
IMP255976&&8703241128,0,0.0
IMP256062&&3812100000,1,1.0
IMP256062&&9018390000,1,1.0
IMP256105&&8703210011,0,0.0
IMP256167&&2009790074,1,1.0
IMP256206&&2819900000,0,0.0
IMP256206&&8703900000,0,0.0
IMP256206&&8704311916,0,0.0
IMP256392&&3102210000,0,0.0
IMP256392&&6406200000,0,0.0
IMP256392&&8450200000,1,1.0
IMP256392&&8703210011,1,1.0
IMP256392&&8703222900,0,0.0
IMP256392&&8703242900,0,0.0
IMP256819&&7209180000,1,1.0
IMP256819&&8517180000,0,0.0
IMP256819&&8702101319,0,0.0
IMP256915&&2517490000,0,0.0
IMP256915&&8708400000,1,1.0
IMP256992&&3214900000,0,0.0
IMP256992&&4202120012,0,0.0
IMP256992&&8438300000,1,1.0
IMP256992&&8471600069,0,0.0
IMP256992&&8517180000,0,0.0
IMP256992&&8702902099,0,0.0
IMP256992&&8703241128,0,0.0
IMP256992&&8703242100,0,0.0
IMP256992&&8703242900,0,0.0
IMP256992&&8703321922,0,0.0
IMP256992&&8704212025,0,0.0
IMP257313&&4822100000,1,1.0
IMP257313&&6802910000,0,0.0
IMP257313&&8482800000,0,0.0
IMP257313&&8512400000,0,0.0
IMP257313&&8703231119,0,0.0
IMP257313&&8703241932,0,0.0
IMP257313&&8703242900,0,0.0
IMP257313&&8703331226,0,0.0
IMP257313&&8704322000,0,0.0
IMP257336&&3202100000,0,0.0
IMP257336&&3907200000,0,0.0
IMP257336&&4411120000,0,0.0
IMP257336&&4418200000,0,0.0
IMP257336&&8441100000,1,1.0
IMP257336&&8517180000,0,0.0
IMP257336&&8523400000,0,0.0
IMP257336&&8702101319,0,0.0
IMP257336&&8703222900,0,0.0
IMP257336&&8703232225,0,0.0
IMP257336&&8703232926,0,0.0
IMP257336&&8703241128,0,0.0
IMP257336&&8703321922,0,0.0
IMP257336&&8703331226,0,0.0
IMP257336&&8703900000,0,0.0
IMP257336&&8704322000,0,0.0
IMP257512&&8702101319,0,0.0
IMP257650&&7209180000,0,0.0
IMP257687&&8207300000,0,0.0
IMP257927&&8208400000,0,0.0
IMP257927&&8212100000,0,0.0
IMP257927&&8527120000,1,1.0
IMP258099&&2004100000,0,0.0
IMP258147&&7215900000,0,0.0
IMP258147&&7321111012,0,0.0
IMP258200&&8457100000,0,0.0
IMP258218&&5901100000,0,0.0
IMP258218&&8418100019,0,0.0
IMP258218&&8703241128,0,0.0
IMP258218&&8703900000,0,0.0
IMP258218&&8704231122,0,0.0
IMP258354&&8704321118,0,0.0
IMP258364&&8703331124,0,0.0
IMP258506&&8703232926,0,0.0
IMP258506&&8703241128,0,0.0
IMP258506&&9018500000,0,0.0
IMP258506&&910100000,0,0.0
IMP258510&&2106909091,0,0.0
IMP258510&&7308901000,1,1.0
IMP258510&&8301400000,0,0.0
IMP258510&&8425420000,0,0.0
IMP258510&&8703222900,0,0.0
IMP258510&&8703321922,0,0.0
IMP258590&&8703222900,0,0.0
IMP258662&&4707300000,1,1.0
IMP258785&&8448200000,1,1.0
IMP258785&&8704212025,0,0.0
IMP258931&&406900000,0,0.0
IMP258971&&8703242100,1,1.0
IMP259149&&1905900000,0,0.0
IMP259149&&2821100000,0,0.0
IMP259149&&3921120000,0,0.0
IMP259149&&8702101319,0,0.0
IMP259149&&8703232926,0,0.0
IMP259161&&8703321922,0,0.0
IMP259171&&3916100000,0,0.0
IMP259171&&8702102029,0,0.0
IMP259171&&8703232926,0,0.0
IMP259312&&6506100000,0,0.0
IMP259312&&9403700071,1,1.0
IMP259469&&2710191900,0,0.0
IMP259469&&4009110000,0,0.0
IMP259469&&8471800089,0,0.0
IMP259532&&8703232124,0,0.0
IMP259576&&3003400000,1,1.0
IMP259604&&2208900000,0,0.0
IMP259604&&3802900000,0,0.0
IMP259604&&5402480000,1,1.0
IMP259604&&8703231221,0,0.0
IMP259619&&2009110012,0,0.0
IMP259619&&2520200000,0,0.0
IMP259619&&5801900000,0,0.0
IMP259619&&808100000,0,0.0
IMP259619&&8443910000,0,0.0
IMP259619&&8484200000,0,0.0
IMP259619&&8484900000,0,0.0
IMP259619&&8702101319,0,0.0
IMP259619&&8703210011,0,0.0
IMP259619&&8703222900,0,0.0
IMP259619&&8703231119,0,0.0
IMP259619&&8703232926,0,0.0
IMP259619&&8703241128,0,0.0
IMP259619&&8703242900,0,0.0
IMP259619&&8703321922,0,0.0
IMP259619&&8703900000,0,0.0
IMP259619&&8704900099,0,0.0
IMP259680&&8437800000,0,0.0
IMP259680&&8704322000,0,0.0
IMP259689&&8421120000,0,0.0
IMP259739&&2915290000,1,1.0
IMP259828&&8205900000,0,0.0
IMP259828&&8501400000,0,0.0
IMP259828&&8501610000,1,1.0
IMP259858&&8703241128,1,1.0
IMP260149&&7217200021,0,0.0
IMP260149&&8207700000,1,1.0
IMP260314&&3811210000,1,1.0
IMP260314&&8501100000,0,0.0
IMP260504&&2915700000,0,0.0
IMP260504&&8501610000,0,0.0
IMP260504&&8527130000,0,0.0
IMP260504&&8528410000,1,1.0
IMP260504&&8529100000,0,0.0
IMP260504&&8702902099,0,0.0
IMP260504&&8703232926,1,1.0
IMP260504&&8703241932,0,0.0
IMP260504&&8704311114,0,0.0
IMP260729&&6603200000,0,0.0
IMP260729&&8703232225,0,0.0
IMP260854&&3002300000,0,0.0
IMP260854&&8402120000,0,0.0
IMP260854&&8702101319,0,0.0
IMP260854&&8703232124,0,0.0
IMP260854&&8703900000,1,1.0
IMP260926&&3811900000,0,0.0
IMP260926&&8470100000,1,1.0
IMP260926&&8702902097,0,0.0
IMP260926&&8703222900,0,0.0
IMP260926&&8703231221,1,1.0
IMP261022&&4101900000,1,1.0
IMP261022&&9620000000,0,0.0
IMP261031&&2915390000,0,0.0
IMP261031&&303510000,1,1.0
IMP261031&&5503200000,0,0.0
IMP261031&&8702902099,0,0.0
IMP261031&&8703221113,0,0.0
IMP261031&&8703222900,0,0.0
IMP261031&&8703242100,0,0.0
IMP261071&&3405100000,0,0.0
IMP261071&&8429590000,0,0.0
IMP261102&&4802570000,0,0.0
IMP261102&&8703232232,0,0.0
IMP261231&&7005210000,1,1.0
IMP261231&&8703331226,0,0.0
IMP261231&&8703331928,0,0.0
IMP261335&&4011200000,0,0.0
IMP261335&&5911900000,0,0.0
IMP261335&&6110190000,0,0.0
IMP261335&&8452100000,0,0.0
IMP261335&&8703232225,0,0.0
IMP261335&&8703321922,0,0.0
IMP261335&&8704212025,0,0.0
IMP261432&&1702110000,0,0.0
IMP261432&&3907200000,1,1.0
IMP261432&&5910000000,0,0.0
IMP261432&&8703900000,0,0.0
IMP261445&&1806310000,0,0.0
IMP261445&&8703210011,0,0.0
IMP261445&&8703321922,0,0.0
IMP261478&&3214900000,1,1.0
IMP261478&&8479890000,0,0.0
IMP261512&&1701110000,0,0.0
IMP261529&&2101200000,0,0.0
IMP261529&&2526200000,0,0.0
IMP261529&&2907220000,0,0.0
IMP261529&&3923900000,0,0.0
IMP261529&&4011200000,0,0.0
IMP261529&&8517180000,1,1.0
IMP261529&&8541400000,0,0.0
IMP261529&&8702101319,0,0.0
IMP261529&&8703221917,0,0.0
IMP261529&&8703241128,0,0.0
IMP261529&&8703242100,0,0.0
IMP261529&&8703321922,0,0.0
IMP261529&&8703332100,1,1.0
IMP261529&&910100000,0,0.0
IMP261620&&7323100000,0,0.0
IMP261620&&8481100000,0,0.0
IMP261620&&8544420000,0,0.0
IMP261620&&8702902097,0,0.0
IMP261838&&8523400000,0,0.0
IMP261908&&303790000,0,0.0
IMP261908&&3401119000,0,0.0
IMP261908&&3824909000,0,0.0
IMP261908&&3901900000,0,0.0
IMP261908&&3921120000,0,0.0
IMP261908&&3925900000,0,0.0
IMP261908&&5007200000,0,0.0
IMP261908&&5801900000,0,0.0
IMP261908&&808100000,0,0.0
IMP261908&&8414900000,1,0.5
IMP261908&&8473300000,0,0.0
IMP261908&&8513900000,0,0.0
IMP261908&&8517180000,0,0.0
IMP261908&&8702101319,0,0.0
IMP261908&&8702902099,0,0.0
IMP261908&&8703210011,0,0.0
IMP261908&&8703222900,1,0.14285714285714285
IMP261908&&8703231119,0,0.0
IMP261908&&8703231221,0,0.0
IMP261908&&8703232225,0,0.0
IMP261908&&8703232926,0,0.0
IMP261908&&8703241128,1,0.06666666666666667
IMP261908&&8703241135,0,0.0
IMP261908&&8703242100,0,0.0
IMP261908&&8703242900,0,0.0
IMP261908&&8703321220,0,0.0
IMP261908&&8703321922,0,0.0
IMP261908&&8703331226,0,0.0
IMP261908&&8703332100,0,0.0
IMP261908&&8703332900,1,0.3333333333333333
IMP261908&&8703900000,2,0.15384615384615385
IMP261908&&8704212025,0,0.0
IMP261908&&8704322000,0,0.0
IMP261908&&8714190000,0,0.0
IMP262031&&8521900000,0,0.0
IMP262314&&5607500000,0,0.0
IMP262507&&8703232124,0,0.0
IMP262507&&8703241128,0,0.0
IMP262507&&8703242100,0,0.0
IMP262508&&7315190011,0,0.0
IMP262508&&8703232926,0,0.0
IMP262582&&3901900000,0,0.0
IMP262592&&2930000000,0,0.0
IMP262592&&4811900099,0,0.0
IMP262592&&8517180000,0,0.0
IMP262592&&8803900000,0,0.0
IMP262592&&9029200000,0,0.0
IMP263079&&7910000000,0,0.0
IMP263228&&303790000,0,0.0
IMP263228&&5607410000,0,0.0
IMP263228&&6907900000,1,1.0
IMP263455&&7304511000,1,1.0
IMP263455&&8506101100,0,0.0
IMP263644&&4008211000,0,0.0
IMP263644&&8536300000,0,0.0
IMP263753&&8517180000,0,0.0
IMP263805&&8424900000,0,0.0
IMP263891&&7323100000,0,0.0
IMP263948&&8703241128,0,0.0
IMP263948&&9027800000,0,0.0
IMP264089&&8704322000,0,0.0
IMP264139&&7312109000,0,0.0
IMP264163&&2922410000,0,0.0
IMP264163&&3004900000,0,0.0
IMP264163&&3810000000,0,0.0
IMP264163&&6510000000,0,0.0
IMP264163&&8414900000,0,0.0
IMP264163&&8517180000,0,0.0
IMP264163&&8702902099,0,0.0
IMP264163&&8703210011,0,0.0
IMP264163&&8703222900,0,0.0
IMP264163&&8703232225,0,0.0
IMP264163&&8703232926,0,0.0
IMP264163&&8703241128,0,0.0
IMP264163&&8703242100,0,0.0
IMP264163&&8703321922,0,0.0
IMP264163&&8703332900,0,0.0
IMP264163&&8703900000,0,0.0
IMP264163&&8704212025,0,0.0
IMP264163&&8704311915,1,1.0
IMP264340&&3921900091,1,1.0
IMP264340&&8703900000,0,0.0
IMP264357&&5402650000,1,1.0
IMP264580&&5801900000,0,0.0
IMP264788&&2909490000,0,0.0
IMP264788&&3505200000,0,0.0
IMP264788&&5801900000,0,0.0
IMP264788&&6911100000,0,0.0
IMP264788&&8702101319,0,0.0
IMP264788&&8703321922,0,0.0
IMP264788&&8703900000,0,0.0
IMP264788&&8704222000,0,0.0
IMP264993&&2515110000,0,0.0
IMP264993&&2917320000,0,0.0
IMP264993&&8703321922,0,0.0
IMP265127&&2208400000,0,0.0
IMP265245&&2836990000,0,0.0
IMP265245&&8407210000,0,0.0
IMP265245&&8703232225,0,0.0
IMP265304&&3824810000,1,1.0
IMP265304&&8702101319,0,0.0
IMP265358&&8412900000,1,1.0
IMP265385&&3306100000,0,0.0
IMP265385&&3808930000,0,0.0
IMP265385&&5007200000,0,0.0
IMP265385&&712200000,1,1.0
IMP265385&&808100000,0,0.0
IMP265385&&8703232225,0,0.0
IMP265385&&8703242900,0,0.0
IMP265385&&8703900000,0,0.0
IMP265496&&1516200021,0,0.0
IMP265496&&3405100000,0,0.0
IMP265496&&7310210000,0,0.0
IMP265496&&8205200000,1,1.0
IMP265517&&2811220000,1,1.0
IMP265517&&8517180000,0,0.0
IMP265517&&8703222100,1,1.0
IMP265517&&8703231119,1,1.0
IMP265517&&8703241128,0,0.0
IMP265517&&9403890000,0,0.0
IMP265535&&1901200000,0,0.0
IMP265535&&1905310000,0,0.0
IMP265535&&3909400000,0,0.0
IMP265657&&8703210011,0,0.0
IMP265915&&2933490000,1,1.0
IMP265915&&8429200000,0,0.0
IMP266143&&4418600000,0,0.0
IMP266143&&8703900000,0,0.0
IMP266466&&303740000,1,1.0
IMP266466&&3923500000,0,0.0
IMP266466&&4202120012,0,0.0
IMP266466&&4805250000,1,1.0
IMP266466&&8471410043,0,0.0
IMP266466&&8704322000,0,0.0
IMP266651&&8448190000,0,0.0
IMP266666&&8703241128,0,0.0
IMP266829&&2516120000,0,0.0
IMP266829&&8421120000,1,1.0
IMP266836&&8703312200,0,0.0
IMP266921&&1302190000,0,0.0
IMP266921&&8455900000,1,1.0
IMP266921&&8703331124,0,0.0
IMP267023&&3809910000,1,1.0
IMP267023&&7019390000,0,0.0
IMP267262&&403102000,0,0.0
IMP267262&&5801900000,0,0.0
IMP267262&&7323100000,0,0.0
IMP267262&&8429190000,0,0.0
IMP267318&&2102100000,0,0.0
IMP267318&&8703331226,1,1.0
IMP267369&&2522200000,0,0.0
IMP267369&&2905420000,0,0.0
IMP267369&&2918230000,1,1.0
IMP267369&&3004900000,0,0.0
IMP267369&&303790000,0,0.0
IMP267369&&305510052,0,0.0
IMP267369&&3102100000,0,0.0
IMP267369&&3901900000,0,0.0
IMP267369&&3920200021,0,0.0
IMP267369&&3920490049,1,1.0
IMP267369&&4810130019,0,0.0
IMP267369&&5407200021,0,0.0
IMP267369&&5603140000,0,0.0
IMP267369&&5801900000,0,0.0
IMP267369&&6117800000,0,0.0
IMP267369&&6900000000,0,0.0
IMP267369&&6908900000,0,0.0
IMP267369&&7323100000,0,0.0
IMP267369&&7612100000,0,0.0
IMP267369&&8412800000,1,1.0
IMP267369&&8417900000,0,0.0
IMP267369&&8473300000,0,0.0
