,TARIFF.CODE,TARIFF.CODE_illicit_Qsum,TARIFF.CODE_illicit_Qrate
1244,7415330000,0,3
1245,9405300000,0,3
1246,6403120014,0,3
1247,8525500000,0,3
1248,8418210022,0,3
1249,4818400049,1,3
1250,7901120000,0,3
1251,7016100000,0,3
1252,8716400000,0,3
1253,6210100000,1,3
1254,8208400000,0,3
1255,3923500000,1,3
1256,4011200029,0,0
1257,8501530000,0,3
1258,3922100000,0,3
1259,3903200000,0,3
1260,2712100000,0,3
1261,4818300000,0,3
1262,3926909290,0,3
1263,8714101000,0,3
1264,1704109001,0,3
1265,4011201010,0,0
1266,7606129200,1,3
1267,6402999800,0,3
1268,2933299000,0,3
1269,6303929000,0,3
1270,8506509000,0,0
1271,8544429019,0,3
1272,8536105009,0,3
1273,2106909895,0,0
1274,5211420000,0,2
1275,4009110090,0,3
1276,9032108100,0,3
1277,8442502099,0,3
1278,8413708190,0,3
1279,9613800090,0,0
1280,4202990099,0,3
1281,7210708020,0,0
1282,6202990099,0,3
1283,8309900091,0,3
1284,2909500000,0,3
1285,6116920094,1,3
1286,4202210023,1,3
1287,4911991000,0,3
1288,6813810000,0,3
1289,3912200000,0,3
1290,6302100000,0,0
1291,3500000000,1,3
1292,2710192300,0,3
1293,8703221217,0,3
1294,3215190019,0,3
1295,8708100000,1,3
1296,7004200000,0,3
1297,8428390000,1,3
1298,2834290000,0,3
1299,1901100000,0,3
1300,501000000,0,3
1301,9001409000,0,3
1302,3923900000,1,3
1303,8528710000,0,3
1304,5211499000,0,3
1305,6204623103,0,0
1306,7307229000,0,3
1307,3305900099,0,3
1308,6115969900,0,3
1309,8534001900,0,3
1310,4106320000,0,3
1311,8302200000,0,3
1312,5208321600,0,2
1313,8201300000,0,0
1314,2208501101,0,0
1315,3920431000,0,0
1316,5801330002,0,3
1317,6104630003,0,0
1318,8441103000,0,0
1319,6403511900,0,3
1320,8708299004,0,0
1321,9032200000,0,3
1322,6215100000,0,3
1323,8708309909,1,3
1324,8529906501,0,3
1325,8432900092,0,0
1326,8459590000,0,3
1327,8536411000,0,0
1328,1704907109,0,0
1329,8536501910,0,0
1330,4819500000,0,3
1331,8487909009,0,2
1332,7404009900,0,3
1333,9026900000,0,3
1334,8413910003,0,3
1335,3926400000,0,3
1336,4810921090,0,3
1337,6117801099,0,3
1338,9018311001,0,3
1339,8536700030,0,0
1340,8425490000,0,3
1341,3506910000,1,3
1342,6809190000,0,3
1343,8436910000,0,0
1344,9020000000,0,3
1345,3808911092,1,3
1346,403102000,0,3
1347,8502120015,0,3
1348,9506190000,0,3
1349,8483900000,0,0
1350,5910000000,0,3
1351,8462990000,0,3
1352,2835310000,0,3
1353,8703322900,0,3
1354,8462910000,0,3
1355,8429190000,1,3
1356,4810190000,0,3
1357,8428100000,1,3
1358,3916200000,0,3
1359,8513900000,0,3
1360,3304990000,0,3
1361,8703231923,0,3
1362,8459290000,0,3
1363,4411929000,0,3
1364,4415101009,0,3
1365,3925902000,0,3
1366,6204625901,0,0
1367,7322190009,0,0
1368,8451900005,0,3
1369,8483303800,0,3
1370,5514220000,0,3
1371,6217100002,0,3
1372,8523529099,0,0
1373,8483109509,0,3
1374,8482990002,0,3
1375,8531809501,0,3
1376,8708309101,0,3
1377,7008008900,0,3
1378,3920102400,0,3
1379,8532220000,0,3
1380,8544499530,0,3
1381,5516140000,0,0
1382,3212100000,1,3
1383,2513100009,0,3
1384,8708299005,0,3
1385,2710192518,0,2
1386,8510100000,0,3
1387,4202329009,0,3
1388,5205110001,0,3
1389,6402999300,0,0
1390,4408399530,0,3
1391,4205009099,0,3
1392,8708949900,0,2
1393,7326904000,1,3
1394,7318157090,0,3
1395,2836990000,0,3
1396,8460290000,0,3
1397,2902300000,1,3
1398,8465910000,1,3
1399,5603130000,0,3
1400,8703312200,0,3
1401,7603200000,0,3
1402,7314310000,0,3
1403,6903900000,0,0
1404,2922210000,0,3
1405,4901910000,0,3
1406,8536700000,0,3
1407,8403100000,0,0
1408,4901100000,0,3
1409,2921290000,0,3
1410,2106901000,0,3
1411,2844400000,0,0
1412,8431310001,0,3
1413,3809930000,0,3
1414,8529106909,0,3
1415,5515998009,0,0
1416,6305200000,0,3
1417,5402490000,0,3
1418,6211331003,0,0
1419,8302490002,0,0
1420,3920738090,0,3
1421,3214101099,0,3
1422,9026208009,0,0
1423,8704219161,0,3
1424,8536490090,0,0
1425,1702909599,0,0
1426,8301600009,0,0
1427,5609000000,0,0
1428,8517110091,0,3
1429,8708805501,0,3
1430,9026208001,0,3
1431,7309005900,0,3
1432,3919101900,0,3
1433,8515190000,0,3
1434,5512199001,0,3
1435,3215900092,0,3
1436,8443999029,0,0
1437,8525801990,1,3
1438,8703221041,0,3
1439,8309909030,0,0
1440,8516600069,0,3
1441,4809200000,0,3
1442,6404190019,0,3
1443,7117190000,1,3
1444,8431100000,0,3
1445,2933330000,0,3
1446,4910000000,0,3
1447,8703321218,0,3
1448,2505100000,0,0
1449,7206100000,1,3
1450,9403700071,0,3
1451,402211000,1,3
1452,8419310000,1,3
1453,7222300000,0,3
1454,4412390000,1,3
1455,7010902200,0,0
1456,2835250000,0,3
1457,5810990000,0,3
1458,7013990000,0,3
1459,6406903000,0,3
1460,3302909001,1,3
1461,9506400009,0,0
1462,8409910002,0,0
1463,4823908596,0,3
1464,8714109009,0,0
1465,8503009909,0,0
1466,8427900000,0,3
1467,8703211091,0,3
1468,6204520009,0,3
1469,8467295300,0,3
1470,5806329021,0,3
1471,8509900009,0,3
1472,5509620000,0,0
1473,8465950069,0,0
1474,4911109099,0,3
1475,3904220009,0,3
1476,8471300001,0,3
1477,2711110099,0,0
1478,9025192090,0,3
1479,8426120090,0,0
1480,3920992800,0,3
1481,5202990000,0,0
1482,8483102109,0,0
1483,2001909791,0,0
1484,8515900000,0,2
1485,8473299000,0,0
1486,8533900000,0,3
1487,9102910000,0,3
1488,8703229040,0,3
1489,406108000,0,3
1490,5210320000,0,3
1491,8703339014,0,0
1492,8536501196,0,3
1493,7409400010,0,0
1494,6406909092,0,3
1495,5602109000,0,3
1496,9023008000,0,3
1497,9031803809,0,3
1498,3907300000,1,3
1499,7308100000,0,3
1500,7604290000,0,3
1501,3920200021,1,3
1502,6910100000,0,3
1503,3917409000,0,3
1504,9021390000,0,0
1505,1806320000,0,0
1506,8472900000,1,3
1507,2833290000,0,3
1508,4802400000,0,3
1509,6601100000,0,3
1510,2939410000,0,3
1511,6207190000,0,3
1512,8482910000,0,3
1513,3004320000,0,0
1514,6802930000,1,3
1515,9402900000,0,3
1516,7314490000,0,3
1517,8544110000,1,3
1518,7304240000,0,3
1519,7005290000,0,3
1520,7318130000,0,3
1521,8460390000,0,3
1522,7204290000,0,3
1523,8413308099,0,3
1524,7017200000,0,0
1525,6206400008,0,3
1526,5603111000,0,3
1527,8480410000,0,0
1528,6109100001,0,2
1529,8205600000,0,3
1530,3505109000,0,3
1531,8523494500,0,3
1532,8482800000,1,3
1533,8482101000,0,3
1534,8607911000,0,0
1535,9017300009,0,0
1536,5514120000,0,0
1537,3401110099,0,3
1538,6208910006,0,0
1539,2921519000,0,3
1540,4107119099,0,3
1541,5401109000,0,3
1542,8477900000,1,3
1543,8539290000,1,3
1544,7304511000,0,3
1545,4008219000,0,3
1546,3610000000,1,3
1547,2009900091,0,3
1548,8502130016,0,3
1549,3901300000,1,3
1550,8714110000,0,0
1551,8546900000,0,3
1552,3204900000,0,3
1553,8541500000,0,3
1554,2909440000,0,3
1555,8471700079,0,3
1556,2916310000,1,3
1557,8443910000,0,3
1558,2707400000,0,3
1559,7213910092,0,3
1560,2403990000,0,0
1561,2309100000,0,3
1562,2204100000,0,3
1563,8518299509,0,0
1564,8414808040,0,0
1565,8471606000,0,3
1566,8480309000,0,3
1567,2520200000,1,3
1568,5601290090,0,0
1569,7019120000,0,0
1570,7320901000,0,0
1571,712909010,0,3
1572,3302102901,0,3
1573,6308000001,0,3
1574,7615103001,0,3
1575,3824909795,0,3
1576,3402901001,0,3
1577,6110309902,0,0
1578,4807008099,0,3
1579,6104390099,0,0
1580,5514301000,0,0
1581,2808000009,0,0
1582,2821100001,0,3
1583,8508700090,0,3
1584,9026204000,0,3
1585,3304300001,0,0
1586,8703321118,0,3
1587,8521900000,0,3
1588,3917231000,0,3
1589,7323930000,0,3
1590,1702900000,0,3
1591,5407910000,0,3
1592,8455300000,1,3
1593,2301200000,0,3
1594,3602009000,0,3
1595,302640000,0,3
1596,1108120012,0,3
1597,9603900000,0,3
1598,8438800000,0,3
1599,8907900000,0,3
1600,8502200021,0,3
1601,3401200000,0,3
1602,4802550056,0,3
1603,3006500000,0,3
1604,8451300000,0,3
1605,9019200003,0,0
1606,8443991090,0,3
1607,4113900000,0,3
1608,8536109001,0,3
1609,2836999009,0,3
1610,1209918099,0,3
1611,9612108002,0,3
1612,8414308900,0,0
1613,4823200009,0,3
1614,9022210000,0,3
1615,8409990005,0,3
1616,2818200000,0,3
1617,8708803500,0,3
1618,7602001900,0,3
1619,8303009000,0,3
1620,8443999030,0,0
1621,9406008003,0,3
1622,4911109091,0,3
1623,8525809910,0,3
1624,2204101102,0,0
1625,8548909000,0,3
1626,3920999000,0,3
1627,6911100000,0,3
1628,2914220000,1,3
1629,6310900091,0,3
1630,4011630000,0,3
1631,3912390000,0,3
1632,3105200000,0,3
1633,3006200000,0,3
1634,7407100000,1,3
1635,3925200000,0,3
1636,3204190000,1,3
1637,2924290000,0,3
1638,401300000,0,3
1639,2008119000,0,3
1640,8506500000,0,3
1641,8528721900,0,3
1642,8419890000,0,3
1643,5401100000,0,3
1644,4202120012,1,3
1645,8421220024,0,3
1646,8506800000,1,3
1647,2929900000,0,0
1648,8537200000,0,3
1649,4411140000,0,3
1650,2710193100,0,3
1651,8302490000,0,3
1652,4205009096,0,0
1653,8541210000,0,3
1654,8202310009,0,3
1655,3814009001,1,3
1656,4107199099,0,3
1657,7306900000,0,3
1658,4910000099,0,0
1659,8451400000,0,3
1660,9030390000,1,3
1661,7304410000,0,3
1662,8409910003,0,3
1663,8443393902,0,3
1664,7019320000,0,0
1665,3210001019,0,3
1666,8432301900,0,3
1667,1206009900,0,3
1668,8409990001,0,3
1669,1201900000,0,0
1670,5407940000,0,3
1671,5210490009,0,0
1672,4811900010,0,0
1673,3926909720,0,3
1674,9011800000,0,3
1675,3921190000,1,3
1676,7318156150,0,3
1677,8542323900,0,0
1678,8451210000,0,0
1679,8481801900,0,0
1680,3909509090,0,3
1681,1805000000,0,3
1682,8504310000,0,3
1683,7208540000,0,3
1684,8501610000,0,3
1685,9506110000,0,3
1686,3405300000,0,3
1687,3921900091,0,3
1688,1905320000,1,3
1689,9504200000,0,3
1690,9006590000,0,3
1691,8536900000,0,3
1692,8511900000,0,3
1693,8407340000,0,3
1694,8428900000,0,3
1695,712200000,0,3
1696,8516500000,0,3
1697,6310100011,1,3
1698,6704190000,0,3
1699,7325999000,0,3
1700,4418900000,0,0
1701,7009920000,0,3
1702,2833220000,0,3
1703,3507900000,0,3
1704,6111200000,0,3
1705,7325999009,0,3
1706,5911400000,0,0
1707,8311900002,0,0
1708,9017801010,0,0
1709,8308900091,0,3
1710,6201930003,0,3
1711,8423101000,0,3
1712,9102190000,0,0
1713,5407920000,1,3
1714,6204629001,0,3
1715,8511900009,0,3
1716,3808939019,0,0
1717,9031803801,0,3
1718,9603901000,0,3
1719,7307929000,0,3
1720,8423900009,0,3
1721,4205001901,0,0
1722,8714102000,0,3
1723,7412200000,0,3
1724,9021109009,0,0
1725,8708999730,0,3
1726,1806310000,0,3
1727,5208390000,0,0
1728,8413810010,0,0
1729,6203439009,0,3
1730,8443999090,0,3
1731,8505902001,0,3
1732,709910000,0,3
1733,2901210009,0,3
1734,8535100000,0,3
1735,7117900000,0,3
1736,5508500000,0,3
1737,8409990000,0,3
1738,5904900000,0,3
1739,6310900099,0,3
1740,7615190000,0,3
1741,2933910000,0,3
1742,7410000000,0,3
1743,3003900000,0,3
1744,8448590000,1,3
1745,2918230000,0,3
1746,4802550059,1,3
1747,8714910093,0,3
1748,2936230000,0,3
1749,7204219000,0,3
1750,8413603100,0,0
1751,6112120009,0,0
1752,6908909399,0,3
1753,5516110000,0,3
1754,4010350020,0,3
1755,5509520001,0,3
1756,9105290090,0,3
1757,8302415009,0,3
1758,7213914900,0,3
1759,8504901100,0,3
1760,3214109000,0,3
1761,6305339001,0,0
1762,8474909000,0,3
1763,8452290001,0,3
1764,303431000,0,3
1765,8501101000,0,3
1766,7214300010,0,0
1767,2401103509,0,0
1768,2204217803,0,3
1769,7321890001,0,3
1770,8711409000,0,3
1771,8704221100,0,3
1772,8437100000,1,3
1773,3907600069,0,3
1774,8703241238,0,3
1775,2827200000,0,3
1776,8716100000,0,0
1777,8436210000,0,3
1778,2902440000,0,0
1779,3904210000,0,3
1780,8703221215,1,3
1781,9403200000,0,3
1782,4403100000,0,3
1783,9021100000,0,3
1784,6406200000,0,3
1785,1302130000,0,0
1786,9600000000,0,3
1787,8413200000,0,3
1788,6301900000,0,3
1789,6702900000,0,3
1790,8418690000,0,3
1791,5500000000,0,3
1792,9503009501,0,3
1793,4421909799,0,3
1794,3506990020,0,3
1795,4804395100,0,3
1796,8466922000,0,0
1797,8542329090,0,0
1798,8511500007,0,3
1799,808309000,0,0
1800,1202420000,0,0
1801,2711139191,0,3
1802,7326909499,0,3
1803,3701990002,0,0
1804,8471900001,0,3
1805,4504109900,0,3
1806,3002300009,0,3
1807,9018329000,0,0
1808,1901909905,0,3
1809,5407510000,0,3
1810,8505200090,0,3
1811,3920510000,0,3
1812,6003309000,0,0
1813,7308909804,0,3
1814,2905430000,0,3
1815,8703329012,0,3
1816,8703339093,1,3
1817,6804225090,0,3
1818,7408290000,0,0
1819,8419899899,0,3
1820,1704905109,0,3
1821,8517709070,0,3
1822,3907201100,0,3
1823,8428102010,0,3
1824,8471300009,0,3
1825,8703311091,0,0
1826,8708219000,0,0
1827,4814900000,0,3
1828,5509110000,0,3
1829,8443170000,0,3
1830,6209300000,0,3
1831,3912900000,0,3
1832,2801200000,0,3
1833,8427200000,0,3
1834,8716901000,0,3
1835,8442400000,0,0
1836,4810220024,0,3
1837,3917299000,0,3
1838,3916100000,1,3
1839,3920690000,0,3
1840,6811820000,0,3
1841,4011100000,0,3
1842,8417100000,0,3
1843,8704211122,0,3
1844,7318169190,0,3
1845,8203200002,0,3
1846,709991000,0,0
1847,5806400003,0,2
1848,9405409599,0,0
1849,4009210080,0,0
1850,9018499090,0,3
1851,8536490010,0,3
1852,3405909010,0,3
1853,4420909901,0,3
1854,5209210000,0,0
1855,8471702000,0,3
1856,7315120090,0,3
1857,8418108000,0,0
1858,3917290000,0,3
1859,8544499300,0,3
1860,8418610090,0,3
1861,7018105900,0,3
1862,4009120090,0,0
1863,8418408000,0,3
1864,5605000009,0,3
1865,6207910000,0,3
1866,8500000000,0,3
1867,3204110000,1,3
1868,5510900000,0,3
1869,1702110000,0,3
1870,5506200000,0,3
1871,2918150000,0,3
1872,9017300000,0,3
1873,3206190000,0,3
1874,1006301000,1,3
1875,8441900000,1,3
1876,2009790074,0,3
1877,7304290000,0,3
1878,6211390000,0,3
1879,8443320000,1,3
1880,8704109090,0,3
1881,5309290000,0,0
1882,8425420019,0,3
1883,3506990099,0,3
1884,8483109501,0,3
1885,7010909112,0,0
1886,6203339001,0,3
1887,1104129000,0,0
1888,8305200001,0,0
1889,8543701000,0,0
1890,3920208009,0,3
1891,8512909009,0,3
1892,8452290009,0,0
1893,5602290009,0,3
1894,6702900001,0,3
1895,2918160000,0,0
1896,2204219601,0,0
1897,8708991000,0,3
1898,9017801090,0,3
1899,6403599900,0,0
1900,8421990010,0,3
1901,7318240000,0,3
1902,8206000000,0,3
1903,5508101009,0,3
1904,6114200009,0,0
1905,7606129900,0,3
1906,8431498000,0,3
1907,2932209009,0,3
1908,7217103900,0,3
1909,6206300001,0,3
1910,4816900009,0,3
1911,7019191000,0,3
1912,2501005191,0,0
1913,8537109100,0,3
1914,8419908599,0,3
1915,6403999600,0,3
1916,3215190000,0,3
1917,8473290000,0,3
1918,8458110000,0,3
1919,8480500000,0,3
1920,7604100000,0,3
1921,2101200000,0,3
1922,2002909000,0,3
1923,7209180000,0,3
1924,7312900000,0,3
1925,8481200000,0,3
1926,9005100000,0,3
1927,4013100000,0,3
1928,7601200000,0,3
1929,3824600000,1,3
1930,4811590059,0,3
1931,8544600000,0,3
1932,8301400000,0,3
1933,8448490000,0,3
1934,8436100000,0,3
1935,8477800000,0,3
1936,8708309906,0,0
1937,8436290001,0,0
1938,6106100009,0,3
1939,3923501000,0,3
1940,8302100009,0,3
1941,8504405500,0,3
1942,8544609090,0,3
1943,8482990009,0,3
1944,4114200004,0,3
1945,7307298000,0,3
1946,4811900072,0,3
1947,8516320000,0,3
1948,8702101900,0,3
1949,6203423509,0,3
1950,7317008010,0,3
1951,8541401000,0,3
1952,7214911010,0,3
1953,8708409100,0,3
1954,3824905000,0,3
1955,3303009091,0,3
1956,8536691010,0,0
1957,6203399099,0,3
1958,8501109100,0,3
1959,3825909000,0,3
1960,7312102000,0,0
1961,9507900002,0,3
1962,8512200091,0,3
1963,8536309000,0,3
1964,6201930002,0,0
1965,8478900000,0,3
1966,8704100011,0,0
1967,9405600000,0,3
1968,8415830000,0,3
1969,3917219000,1,3
1970,7016900000,0,0
1971,8517120000,0,3
1972,5402690000,0,3
1973,8450900000,0,0
1974,8541400000,0,3
1975,8431200000,1,3
1976,6214900000,0,3
1977,7210500000,0,3
1978,8413300000,0,3
1979,6905900000,0,3
1980,8436290000,0,3
1981,8421190000,0,3
1982,5407520000,0,3
1983,5211430000,0,0
1984,8409990003,0,3
1985,8517620019,0,0
1986,8481806390,0,3
1987,6910900009,0,3
1988,8473302009,0,3
1989,8703329014,0,3
1990,2710198190,0,3
1991,6004900000,0,3
1992,3920920000,0,3
1993,3401300000,0,3
1994,5407440000,0,3
1995,8414900005,0,0
1996,5208130000,0,0
1997,3209100090,0,3
1998,4707909000,0,3
1999,6110209101,0,0
2000,8407343009,0,3
2001,8515290000,0,3
2002,9026802090,0,0
2003,9405500099,0,3
2004,6211390018,0,3
2005,9404909000,0,3
2006,8544200091,0,3
2007,4412998500,0,3
2008,7010200000,0,0
2009,5513310000,0,3
2010,8308200009,0,0
2011,8507108000,0,3
2012,5806321029,0,3
2013,5402591000,0,0
2014,7223001900,0,3
2015,8426990099,0,3
2016,2903610000,0,3
2017,8479200000,1,3
2018,4811410043,0,3
2019,8425110000,0,3
2020,6109100000,0,3
2021,8423100000,0,3
2022,6908100000,0,0
2023,6601990000,0,3
2024,8703332200,1,3
2025,6203490000,0,3
2026,6006310000,0,3
2027,3920430043,1,3
2028,2905450000,0,3
2029,8516299900,0,3
2030,3824904500,0,3
2031,8415900090,0,3
2032,3922900009,0,3
2033,8481309100,1,3
2034,4107911091,0,3
2035,1806321000,0,3
2036,8532210000,0,3
2037,2914110000,0,3
2038,6112491091,0,0
2039,1604144101,0,3
2040,8526920009,0,3
2041,6117100010,0,3
2042,8535900099,0,3
2043,7607191090,0,3
2044,802220000,0,3
2045,8542329020,0,0
2046,5508201000,0,3
2047,6305390000,0,3
2048,6204631801,0,3
2049,8409910009,0,2
2050,4812000000,0,3
2051,8208900090,0,2
2052,8481109990,0,3
2053,8481806310,0,0
2054,8703229060,0,3
2055,2908190000,0,0
2056,8523521000,0,3
2057,1214100000,0,0
2058,7609000000,0,0
2059,8474310000,0,3
2060,8443990000,0,0
2061,8471300031,1,3
2062,2005400000,0,3
2063,8414400000,0,3
2064,5610000000,0,3
2065,9506400000,0,3
2066,8708300000,0,3
2067,7326190000,0,3
2068,8530900000,0,3
2069,8714940000,0,3
2070,5410000000,1,3
2071,4821900000,0,3
2072,8506900000,0,3
2073,9017200000,0,3
2074,2922410000,0,3
2075,7216690000,0,3
2076,6904100000,0,3
2077,7210700071,0,3
2078,6802210000,0,3
2079,8466928000,0,0
2080,3701990009,0,3
2081,8439200000,0,3
2082,5811000090,0,0
2083,7010907122,0,3
2084,2916140000,0,3
2085,4823908599,0,3
2086,9405401009,0,0
2087,3926300000,1,3
2088,6404191099,0,3
2089,8421290099,0,3
2090,9608200090,0,3
2091,8523291512,0,0
2092,9026808090,0,0
2093,7207198000,0,3
2094,7312106100,0,3
2095,5401101400,0,3
2096,6903909009,0,3
2097,6104420009,0,3
2098,6204391909,0,3
2099,9403909000,0,0
2100,8308900099,0,3
2101,7606111000,0,3
2102,8517620000,1,3
2103,6913900000,0,0
2104,9405990000,0,3
2105,8430390000,0,3
2106,8511500000,0,3
2107,5603120000,0,3
2108,3824500000,0,3
2109,8535400000,0,3
2110,8504340039,0,3
2111,4802580000,0,3
2112,4101500000,0,3
2113,8483508001,0,3
2114,6211339007,0,0
2115,4011400093,0,3
2116,8803300001,0,3
2117,4202199000,0,3
2118,8482911000,0,3
2119,8430610009,0,3
2120,8462211000,0,3
2121,8413308091,0,2
2122,8714103004,0,3
2123,5402390000,0,0
2124,7418200001,0,3
2125,9404299000,0,3
2126,8610000000,1,3
2127,2915320000,1,3
2128,7005100000,1,3
2129,7507120000,0,3
2130,8465990000,0,3
2131,8416200000,0,0
2132,5007100000,0,3
2133,6506100000,0,3
2134,8474900000,1,3
2135,7612100000,0,3
2136,2510000000,0,3
2137,2508100000,0,3
2138,8702901192,1,3
2139,3823190000,0,3
2140,5509210000,0,3
2141,210200000,0,3
2142,2915290000,1,3
2143,4015190000,0,3
2144,8708999791,0,3
2145,8471410000,0,3
2146,4908100020,0,3
2147,6105100001,0,3
2148,2208906906,0,3
2149,6108210001,0,0
2150,6204625909,0,3
2151,5902109000,0,0
2152,2710199928,0,2
2153,8471800000,0,3
2154,3912398500,0,3
2155,2934309000,0,3
2156,6110309908,0,3
2157,8714961000,0,0
2158,8532250000,0,0
2159,9013809092,0,3
2160,8504408400,0,3
2161,4009210020,0,3
2162,8448310000,0,0
2163,803901000,0,3
2164,9606300000,0,3
2165,8517709099,0,0
2166,8703329094,0,3
2167,6402190000,1,3
2168,8539319009,0,0
2169,6204420001,0,0
2170,6306190019,0,3
2171,6006349000,0,3
2172,8536508099,0,0
2173,7005298009,0,3
2174,5208430000,0,3
2175,8477908000,0,3
2176,8504408800,0,3
2177,6307109009,0,0
2178,9014100000,0,0
2179,8471607001,0,3
2180,4203400000,0,3
2181,8302500000,0,3
2182,8207130000,0,3
2183,3214101000,0,3
2184,9004100000,0,0
2185,7314200000,0,3
2186,8429110000,0,3
2187,2905110000,0,3
2188,8404200000,0,3
2189,6207110000,0,0
2190,7304230000,0,3
2191,7007210000,0,3
2192,8479820000,1,3
2193,9403890000,0,3
2194,4016999720,0,2
2195,9018321000,0,0
2196,7222309700,0,3
2197,6204623107,0,3
2198,8708109000,0,2
2199,6005220000,0,0
2200,6303120000,0,0
2201,7606119100,0,0
2202,9403301101,0,3
2203,2917340009,0,3
2204,7411219000,0,3
2205,3304100000,0,0
2206,8479899795,0,3
2207,5515129000,0,0
2208,8301600001,0,0
2209,7318290009,0,3
2210,5203000000,0,3
2211,2009909800,0,3
2212,2501009000,0,3
2213,8518300000,0,3
2214,7307290021,0,3
2215,7306409000,0,3
2216,8704222000,0,3
2217,8419200000,0,3
2218,8433900000,0,3
2219,9019100019,0,3
2220,4700000000,0,3
2221,4009120000,0,3
2222,8504909900,0,3
2223,4911990094,0,0
2224,5209410000,0,0
2225,4112000090,1,3
2226,8408904110,0,3
2227,9506999001,0,3
2228,6302999009,0,3
2229,7325910000,0,0
2230,2907290000,0,3
2231,6902209990,0,0
2232,8418690040,0,3
2233,1905319910,0,3
2234,6204623909,0,2
2235,5514230000,0,3
2236,8471900002,0,3
2237,5106209901,0,3
2238,6204631809,0,3
2239,9405105090,0,0
2240,8413302000,0,3
2241,4818101000,0,3
2242,9406003100,0,0
2243,6106100001,0,0
2244,2932110000,0,0
2245,5703301809,0,3
2246,8708999720,0,3
2247,8483405110,0,3
2248,8517620032,0,3
2249,8424813000,0,3
2250,8481400000,0,3
2251,2515110000,0,3
2252,8532100000,0,3
2253,9403900091,0,3
2254,3906900000,0,3
2255,8519890000,0,3
2256,4410000000,0,0
2257,8704311915,0,3
2258,2208500000,1,3
2259,5603920000,0,3
2260,8308200000,0,3
2261,3104900000,1,3
2262,8455900000,0,3
2263,5207101000,0,3
2264,8439990000,0,3
2265,8508190010,0,3
2266,4107991090,0,3
2267,5515139900,0,3
2268,6203110009,0,3
2269,3926909780,0,3
2270,9027801702,0,3
2271,5911200000,0,3
2272,4009310080,0,3
2273,4805910091,0,0
2274,8443321090,0,2
2275,8509400009,0,3
2276,6402993100,0,3
2277,8301200000,0,3
2278,4707100000,0,0
2279,8481804000,0,3
2280,7224900200,0,0
2281,7324100000,0,3
2282,6506101000,0,3
2283,8703229090,0,3
2284,5208119000,0,3
2285,5513290000,0,3
2286,5404120000,0,0
2287,8536490020,0,3
2288,2508700001,0,3
2289,8414900009,0,3
2290,7208380000,0,0
2291,9112900090,0,0
2292,8708402001,0,3
2293,8307900009,0,3
2294,7318210000,0,3
2295,2815200009,0,0
2296,6201131003,0,0
2297,2710201990,0,3
2298,8507202000,0,3
2299,3903901090,0,3
2300,8539299892,0,3
2301,6302531009,0,3
2302,8211920019,0,0
2303,3815199000,0,3
2304,3403990000,0,3
2305,2831100000,0,3
2306,8303004009,0,3
2307,7418200000,0,3
2308,7212200000,0,3
2309,8707901311,0,3
2310,3102210000,0,3
2311,3701300000,0,3
2312,6510000000,0,3
2313,8480600000,0,3
2314,3214102000,0,3
2315,8502390000,0,3
2316,1302390000,0,3
2317,2801100000,0,3
2318,8413400000,0,3
2319,7318190000,0,3
2320,4011300000,0,3
2321,8464100029,0,3
2322,3402130009,0,0
2323,8205598004,0,3
2324,8483405190,0,3
2325,8302500009,0,3
2326,7318151090,0,3
2327,8413308020,0,3
2328,8203200003,0,3
2329,5402510000,0,0
2330,3908100000,0,3
2331,6005319000,0,0
2332,4203100010,0,0
2333,6101908019,0,0
2334,5513119000,0,0
2335,2834298010,0,3
2336,5512999009,0,3
2337,6209200000,0,3
2338,7610909009,0,3
2339,8414302000,0,3
2340,8708999793,1,3
2341,9405201100,0,3
2342,8708942009,0,3
2343,8483508002,0,3
2344,9032890049,0,3
2345,6809110000,1,3
2346,7407210000,0,0
2347,303780000,0,3
2348,8532290000,0,3
2349,6110190000,0,0
2350,6500000000,0,3
2351,8432210000,0,3
2352,8523590000,0,3
2353,2839900000,0,3
2354,8511300000,0,3
2355,8708290000,0,3
2356,2804690000,0,3
2357,2009809087,0,3
2358,910910000,0,3
2359,2710193200,0,3
2360,9403601009,0,0
2361,6203491909,0,0
2362,7608208190,0,0
2363,1901909901,0,3
2364,3813000001,0,0
2365,8438101010,0,3
2366,1602491900,0,3
2367,8536501198,0,0
2368,7013379999,0,2
2369,7610100000,1,3
2370,2847000001,0,0
2371,2203000101,0,3
2372,7013499999,0,0
2373,2833400000,0,3
2374,6804230000,0,3
2375,6210500008,0,3
2376,6208190093,0,0
2377,405101100,0,3
2378,3926909091,0,0
2379,3402110013,0,3
2380,8708800000,0,3
2381,7013280000,0,3
2382,8431420000,0,3
2383,9010900000,0,3
2384,3206490000,0,3
2385,3824909000,0,3
2386,3505200000,0,0
2387,9205100000,0,3
2388,8473500000,1,3
2389,5601210000,0,3
2390,9603909999,0,0
2391,6115290090,0,0
2392,8414108910,0,3
2393,9506999009,0,0
2394,6805300000,0,3
2395,9609909091,0,0
2396,8414900002,0,3
2397,6204623102,0,0
2398,6205908098,1,3
2399,6403999800,0,3
2400,9025198090,0,3
2401,8418690020,1,3
2402,8407219909,0,3
2403,8483402300,0,3
2404,1702409099,0,0
2405,8207409000,0,3
2406,7005100509,0,3
2407,8421290010,0,3
