IMPORTER.TIN&&ORIGIN.CODE,IMPORTER.TIN&&ORIGIN.CODE_illicit_sum,IMPORTER.TIN&&ORIGIN.CODE_illicit_rate
IMP646613&&CNTRY376,0,0.0
IMP646613&&CNTRY378,0,0.0
IMP646613&&CNTRY555,1,1.0
IMP646613&&CNTRY680,0,0.0
IMP646613&&CNTRY759,0,0.0
IMP646613&&CNTRY846,0,0.0
IMP646613&&CNTRY881,0,0.0
IMP646631&&CNTRY884,1,1.0
IMP646887&&CNTRY277,0,0.0
IMP646887&&CNTRY376,0,0.0
IMP646887&&CNTRY562,0,0.0
IMP646887&&CNTRY615,0,0.0
IMP646887&&CNTRY680,0,0.0
IMP646887&&CNTRY745,1,1.0
IMP646887&&CNTRY759,0,0.0
IMP646887&&CNTRY884,0,0.0
IMP646887&&CNTRY976,1,1.0
IMP646975&&CNTRY153,0,0.0
IMP646975&&CNTRY349,0,0.0
IMP646975&&CNTRY376,0,0.0
IMP646975&&CNTRY759,1,1.0
IMP647160&&CNTRY376,0,0.0
IMP647160&&CNTRY454,0,0.0
IMP647160&&CNTRY555,0,0.0
IMP647160&&CNTRY680,0,0.0
IMP647160&&CNTRY759,0,0.0
IMP647160&&CNTRY884,0,0.0
IMP647160&&CNTRY988,1,0.5
IMP647174&&CNTRY140,1,1.0
IMP647174&&CNTRY284,0,0.0
IMP647174&&CNTRY884,0,0.0
IMP647181&&CNTRY215,0,0.0
IMP647181&&CNTRY830,0,0.0
IMP647228&&CNTRY994,0,0.0
IMP647289&&CNTRY680,0,0.0
IMP647391&&CNTRY709,0,0.0
IMP647472&&CNTRY317,0,0.0
IMP647743&&CNTRY376,0,0.0
IMP647743&&CNTRY873,1,1.0
IMP647828&&CNTRY263,0,0.0
IMP647828&&CNTRY284,0,0.0
IMP647828&&CNTRY859,0,0.0
IMP647849&&CNTRY436,0,0.0
IMP647849&&CNTRY653,1,1.0
IMP647849&&CNTRY759,0,0.0
IMP647849&&CNTRY825,0,0.0
IMP647849&&CNTRY837,1,1.0
IMP647985&&CNTRY376,0,0.0
IMP647985&&CNTRY680,0,0.0
IMP648063&&CNTRY881,0,0.0
IMP648311&&CNTRY770,0,0.0
IMP648424&&CNTRY321,0,0.0
IMP648424&&CNTRY656,1,1.0
IMP648424&&CNTRY959,0,0.0
IMP648577&&CNTRY376,0,0.0
IMP648577&&CNTRY759,0,0.0
IMP648577&&CNTRY770,0,0.0
IMP648588&&CNTRY277,0,0.0
IMP648588&&CNTRY349,0,0.0
IMP648588&&CNTRY615,1,1.0
IMP648588&&CNTRY756,0,0.0
IMP648588&&CNTRY759,0,0.0
IMP648588&&CNTRY884,0,0.0
IMP648653&&CNTRY113,0,0.0
IMP648653&&CNTRY171,0,0.0
IMP648653&&CNTRY277,0,0.0
IMP648653&&CNTRY284,1,0.2
IMP648653&&CNTRY317,1,1.0
IMP648653&&CNTRY364,0,0.0
IMP648653&&CNTRY376,1,0.03125
IMP648653&&CNTRY389,0,0.0
IMP648653&&CNTRY407,0,0.0
IMP648653&&CNTRY429,0,0.0
IMP648653&&CNTRY454,0,0.0
IMP648653&&CNTRY562,0,0.0
IMP648653&&CNTRY576,0,0.0
IMP648653&&CNTRY615,0,0.0
IMP648653&&CNTRY656,0,0.0
IMP648653&&CNTRY680,2,0.03076923076923077
IMP648653&&CNTRY759,0,0.0
IMP648653&&CNTRY825,0,0.0
IMP648653&&CNTRY830,0,0.0
IMP648653&&CNTRY874,1,1.0
IMP648653&&CNTRY881,0,0.0
IMP648653&&CNTRY884,0,0.0
IMP648680&&CNTRY680,0,0.0
IMP648680&&CNTRY759,1,1.0
IMP648771&&CNTRY215,0,0.0
IMP648771&&CNTRY262,1,1.0
IMP648771&&CNTRY322,0,0.0
IMP648771&&CNTRY349,0,0.0
IMP648771&&CNTRY615,0,0.0
IMP648771&&CNTRY920,0,0.0
IMP649023&&CNTRY284,1,1.0
IMP649023&&CNTRY680,0,0.0
IMP649023&&CNTRY930,1,1.0
IMP649072&&CNTRY376,1,0.5
IMP649072&&CNTRY680,0,0.0
IMP649072&&CNTRY759,0,0.0
IMP649341&&CNTRY680,0,0.0
IMP649341&&CNTRY759,0,0.0
IMP649341&&CNTRY819,0,0.0
IMP649662&&CNTRY656,0,0.0
IMP649662&&CNTRY759,0,0.0
IMP649664&&CNTRY429,1,1.0
IMP649664&&CNTRY976,1,1.0
IMP649898&&CNTRY277,0,0.0
IMP649898&&CNTRY317,0,0.0
IMP649898&&CNTRY680,0,0.0
IMP650060&&CNTRY277,0,0.0
IMP650060&&CNTRY407,0,0.0
IMP650060&&CNTRY429,0,0.0
IMP650060&&CNTRY576,1,1.0
IMP650509&&CNTRY454,0,0.0
IMP650509&&CNTRY765,0,0.0
IMP650524&&CNTRY527,1,1.0
IMP650524&&CNTRY915,1,1.0
IMP650612&&CNTRY554,0,0.0
IMP650612&&CNTRY819,0,0.0
IMP650727&&CNTRY819,1,1.0
IMP650854&&CNTRY680,0,0.0
IMP650854&&CNTRY759,0,0.0
IMP650915&&CNTRY343,0,0.0
IMP650915&&CNTRY759,0,0.0
IMP650915&&CNTRY874,0,0.0
IMP650939&&CNTRY576,1,1.0
IMP650942&&CNTRY316,0,0.0
IMP650942&&CNTRY491,0,0.0
IMP650987&&CNTRY398,0,0.0
IMP650987&&CNTRY615,1,1.0
IMP650987&&CNTRY637,0,0.0
IMP650987&&CNTRY680,0,0.0
IMP650987&&CNTRY759,0,0.0
IMP650993&&CNTRY277,0,0.0
IMP650993&&CNTRY881,1,1.0
IMP650994&&CNTRY759,0,0.0
IMP651016&&CNTRY759,0,0.0
IMP651017&&CNTRY215,0,0.0
IMP651017&&CNTRY376,0,0.0
IMP651017&&CNTRY656,1,1.0
IMP651017&&CNTRY680,0,0.0
IMP651017&&CNTRY701,0,0.0
IMP651017&&CNTRY713,0,0.0
IMP651017&&CNTRY770,0,0.0
IMP651017&&CNTRY881,0,0.0
IMP651050&&CNTRY139,0,0.0
IMP651050&&CNTRY376,0,0.0
IMP651050&&CNTRY680,0,0.0
IMP651050&&CNTRY709,1,1.0
IMP651050&&CNTRY745,1,1.0
IMP651050&&CNTRY759,0,0.0
IMP651050&&CNTRY765,0,0.0
IMP651050&&CNTRY884,0,0.0
IMP651121&&CNTRY975,1,1.0
IMP651413&&CNTRY133,0,0.0
IMP651413&&CNTRY343,0,0.0
IMP651413&&CNTRY376,0,0.0
IMP651413&&CNTRY429,1,1.0
IMP651413&&CNTRY680,0,0.0
IMP651428&&CNTRY317,0,0.0
IMP651428&&CNTRY321,0,0.0
IMP651428&&CNTRY654,0,0.0
IMP651428&&CNTRY759,0,0.0
IMP651504&&CNTRY376,0,0.0
IMP651504&&CNTRY473,0,0.0
IMP651504&&CNTRY637,1,1.0
IMP651504&&CNTRY680,0,0.0
IMP651504&&CNTRY917,0,0.0
IMP651562&&CNTRY819,1,1.0
IMP651562&&CNTRY881,0,0.0
IMP651624&&CNTRY622,1,1.0
IMP651692&&CNTRY364,0,0.0
IMP651692&&CNTRY376,0,0.0
IMP651692&&CNTRY680,0,0.0
IMP651761&&CNTRY351,1,1.0
IMP651761&&CNTRY680,0,0.0
IMP651784&&CNTRY959,0,0.0
IMP651867&&CNTRY409,0,0.0
IMP651982&&CNTRY874,0,0.0
IMP652130&&CNTRY216,0,0.0
IMP652130&&CNTRY376,0,0.0
IMP652130&&CNTRY830,0,0.0
IMP652211&&CNTRY491,1,1.0
IMP652211&&CNTRY881,0,0.0
IMP652254&&CNTRY263,0,0.0
IMP652296&&CNTRY277,0,0.0
IMP652296&&CNTRY491,0,0.0
IMP652340&&CNTRY554,0,0.0
IMP652340&&CNTRY759,0,0.0
IMP652341&&CNTRY680,0,0.0
IMP652712&&CNTRY277,0,0.0
IMP652712&&CNTRY278,0,0.0
IMP652712&&CNTRY759,0,0.0
IMP652712&&CNTRY874,0,0.0
IMP652712&&CNTRY920,0,0.0
IMP652766&&CNTRY756,1,1.0
IMP652838&&CNTRY125,0,0.0
IMP652838&&CNTRY959,1,1.0
IMP653016&&CNTRY263,1,1.0
IMP653016&&CNTRY713,0,0.0
IMP653038&&CNTRY562,0,0.0
IMP653051&&CNTRY328,1,1.0
IMP653051&&CNTRY393,0,0.0
IMP653051&&CNTRY866,1,1.0
IMP653051&&CNTRY959,0,0.0
IMP653103&&CNTRY680,1,1.0
IMP653276&&CNTRY277,1,1.0
IMP653276&&CNTRY284,0,0.0
IMP653276&&CNTRY680,0,0.0
IMP653276&&CNTRY884,0,0.0
IMP653356&&CNTRY454,0,0.0
IMP653356&&CNTRY680,0,0.0
IMP653436&&CNTRY317,0,0.0
IMP653436&&CNTRY615,1,1.0
IMP653436&&CNTRY680,0,0.0
IMP653521&&CNTRY448,1,1.0
IMP653521&&CNTRY527,1,1.0
IMP653521&&CNTRY713,0,0.0
IMP653543&&CNTRY975,0,0.0
IMP653589&&CNTRY216,1,1.0
IMP653589&&CNTRY376,0,0.0
IMP653589&&CNTRY454,0,0.0
IMP653589&&CNTRY558,0,0.0
IMP653589&&CNTRY680,0,0.0
IMP653589&&CNTRY759,0,0.0
IMP653589&&CNTRY863,0,0.0
IMP653607&&CNTRY759,0,0.0
IMP653688&&CNTRY562,1,1.0
IMP653688&&CNTRY920,0,0.0
IMP653886&&CNTRY234,1,1.0
IMP653886&&CNTRY393,0,0.0
IMP653886&&CNTRY680,0,0.0
IMP653886&&CNTRY837,0,0.0
IMP654017&&CNTRY138,1,1.0
IMP654017&&CNTRY153,0,0.0
IMP654017&&CNTRY311,0,0.0
IMP654119&&CNTRY759,0,0.0
IMP654119&&CNTRY874,0,0.0
IMP654182&&CNTRY138,0,0.0
IMP654182&&CNTRY215,0,0.0
IMP654182&&CNTRY276,1,1.0
IMP654182&&CNTRY277,0,0.0
IMP654182&&CNTRY376,0,0.0
IMP654182&&CNTRY407,0,0.0
IMP654182&&CNTRY454,0,0.0
IMP654182&&CNTRY528,0,0.0
IMP654182&&CNTRY615,0,0.0
IMP654182&&CNTRY680,0,0.0
IMP654182&&CNTRY756,1,1.0
IMP654182&&CNTRY759,1,0.14285714285714285
IMP654182&&CNTRY825,0,0.0
IMP654182&&CNTRY846,0,0.0
IMP654182&&CNTRY884,0,0.0
IMP654246&&CNTRY262,0,0.0
IMP654246&&CNTRY994,0,0.0
IMP654263&&CNTRY263,1,1.0
IMP654263&&CNTRY264,0,0.0
IMP654263&&CNTRY654,0,0.0
IMP654545&&CNTRY756,0,0.0
IMP654545&&CNTRY881,1,1.0
IMP654582&&CNTRY264,0,0.0
IMP654582&&CNTRY881,0,0.0
IMP654683&&CNTRY576,0,0.0
IMP654683&&CNTRY759,0,0.0
IMP654755&&CNTRY263,0,0.0
IMP654755&&CNTRY376,0,0.0
IMP654755&&CNTRY409,0,0.0
IMP654755&&CNTRY555,0,0.0
IMP654755&&CNTRY615,0,0.0
IMP654755&&CNTRY656,0,0.0
IMP654755&&CNTRY680,0,0.0
IMP654755&&CNTRY759,0,0.0
IMP654755&&CNTRY846,1,1.0
IMP654775&&CNTRY321,1,1.0
IMP654775&&CNTRY429,1,1.0
IMP654775&&CNTRY680,0,0.0
IMP654775&&CNTRY759,0,0.0
IMP655053&&CNTRY830,0,0.0
IMP655077&&CNTRY376,0,0.0
IMP655285&&CNTRY656,0,0.0
IMP655373&&CNTRY874,0,0.0
IMP655461&&CNTRY138,0,0.0
IMP655696&&CNTRY311,1,1.0
IMP655725&&CNTRY656,0,0.0
IMP655737&&CNTRY846,0,0.0
IMP655827&&CNTRY113,0,0.0
IMP655827&&CNTRY680,0,0.0
IMP655827&&CNTRY975,0,0.0
IMP655954&&CNTRY262,0,0.0
IMP655954&&CNTRY277,0,0.0
IMP655954&&CNTRY680,1,0.3333333333333333
IMP656047&&CNTRY454,0,0.0
IMP656047&&CNTRY988,1,1.0
IMP656062&&CNTRY376,0,0.0
IMP656062&&CNTRY680,0,0.0
IMP656135&&CNTRY216,0,0.0
IMP656135&&CNTRY277,1,1.0
IMP656135&&CNTRY555,0,0.0
IMP656135&&CNTRY680,0,0.0
IMP656135&&CNTRY701,0,0.0
IMP656135&&CNTRY759,0,0.0
IMP656261&&CNTRY276,0,0.0
IMP656268&&CNTRY376,0,0.0
IMP656268&&CNTRY454,0,0.0
IMP656285&&CNTRY652,0,0.0
IMP656757&&CNTRY351,1,1.0
IMP656803&&CNTRY139,0,0.0
IMP656803&&CNTRY376,0,0.0
IMP656803&&CNTRY379,0,0.0
IMP656803&&CNTRY555,1,1.0
IMP656803&&CNTRY680,0,0.0
IMP656803&&CNTRY748,1,1.0
IMP656949&&CNTRY311,0,0.0
IMP656949&&CNTRY764,0,0.0
IMP656984&&CNTRY171,1,1.0
IMP656984&&CNTRY376,0,0.0
IMP656984&&CNTRY454,0,0.0
IMP656984&&CNTRY615,0,0.0
IMP656984&&CNTRY652,0,0.0
IMP656984&&CNTRY656,1,1.0
IMP656984&&CNTRY680,0,0.0
IMP656984&&CNTRY759,0,0.0
IMP656984&&CNTRY884,0,0.0
IMP657028&&CNTRY215,1,1.0
IMP657028&&CNTRY277,0,0.0
IMP657028&&CNTRY376,0,0.0
IMP657028&&CNTRY407,0,0.0
IMP657028&&CNTRY448,0,0.0
IMP657028&&CNTRY454,0,0.0
IMP657028&&CNTRY615,0,0.0
IMP657028&&CNTRY680,0,0.0
IMP657028&&CNTRY701,0,0.0
IMP657028&&CNTRY747,1,1.0
IMP657028&&CNTRY759,0,0.0
IMP657028&&CNTRY884,0,0.0
IMP657032&&CNTRY438,1,1.0
IMP657032&&CNTRY491,1,1.0
IMP657075&&CNTRY215,0,0.0
IMP657075&&CNTRY376,0,0.0
IMP657075&&CNTRY398,0,0.0
IMP657189&&CNTRY125,0,0.0
IMP657189&&CNTRY317,1,1.0
IMP657249&&CNTRY153,0,0.0
IMP657249&&CNTRY680,0,0.0
IMP657249&&CNTRY756,0,0.0
IMP657291&&CNTRY385,0,0.0
IMP657291&&CNTRY830,1,1.0
IMP657398&&CNTRY153,1,1.0
IMP657398&&CNTRY659,0,0.0
IMP657404&&CNTRY680,0,0.0
IMP657404&&CNTRY846,1,1.0
IMP657482&&CNTRY429,0,0.0
IMP657482&&CNTRY846,0,0.0
IMP657523&&CNTRY216,0,0.0
IMP657663&&CNTRY277,0,0.0
IMP657701&&CNTRY376,0,0.0
IMP657701&&CNTRY615,0,0.0
IMP657701&&CNTRY680,0,0.0
IMP658122&&CNTRY576,0,0.0
IMP658122&&CNTRY680,0,0.0
IMP658122&&CNTRY759,0,0.0
IMP658122&&CNTRY984,1,1.0
IMP658122&&CNTRY994,0,0.0
IMP658218&&CNTRY680,0,0.0
IMP659233&&CNTRY328,0,0.0
IMP659233&&CNTRY376,0,0.0
IMP659233&&CNTRY409,1,1.0
IMP659233&&CNTRY554,0,0.0
IMP659233&&CNTRY680,0,0.0
IMP659233&&CNTRY863,0,0.0
IMP659233&&CNTRY881,0,0.0
IMP659233&&CNTRY995,0,0.0
IMP659299&&CNTRY113,0,0.0
IMP659390&&CNTRY376,0,0.0
IMP659390&&CNTRY454,0,0.0
IMP659390&&CNTRY473,0,0.0
IMP659390&&CNTRY615,0,0.0
IMP659390&&CNTRY656,0,0.0
IMP659390&&CNTRY680,2,0.2222222222222222
IMP659390&&CNTRY759,0,0.0
IMP659390&&CNTRY859,0,0.0
IMP659390&&CNTRY884,0,0.0
IMP659464&&CNTRY976,0,0.0
IMP659903&&CNTRY263,1,1.0
IMP659903&&CNTRY438,0,0.0
IMP659980&&CNTRY125,0,0.0
IMP659980&&CNTRY376,0,0.0
IMP659980&&CNTRY473,0,0.0
IMP659980&&CNTRY615,0,0.0
IMP659980&&CNTRY680,0,0.0
IMP659980&&CNTRY915,0,0.0
IMP660236&&CNTRY276,0,0.0
IMP660236&&CNTRY376,0,0.0
IMP660236&&CNTRY554,0,0.0
IMP660236&&CNTRY653,0,0.0
IMP660236&&CNTRY680,0,0.0
IMP660236&&CNTRY759,0,0.0
IMP660236&&CNTRY994,0,0.0
IMP660271&&CNTRY473,1,1.0
IMP660271&&CNTRY830,1,1.0
IMP660456&&CNTRY376,0,0.0
IMP660456&&CNTRY680,1,0.5
IMP660456&&CNTRY713,0,0.0
IMP660456&&CNTRY747,0,0.0
IMP660456&&CNTRY930,0,0.0
IMP660556&&CNTRY113,0,0.0
IMP660556&&CNTRY215,0,0.0
IMP660556&&CNTRY264,0,0.0
IMP660556&&CNTRY277,0,0.0
IMP660556&&CNTRY376,0,0.0
IMP660556&&CNTRY454,0,0.0
IMP660556&&CNTRY473,0,0.0
IMP660556&&CNTRY558,0,0.0
IMP660556&&CNTRY562,0,0.0
IMP660556&&CNTRY615,0,0.0
IMP660556&&CNTRY644,0,0.0
IMP660556&&CNTRY656,0,0.0
IMP660556&&CNTRY680,1,0.021739130434782608
IMP660556&&CNTRY709,0,0.0
IMP660556&&CNTRY713,0,0.0
IMP660556&&CNTRY759,0,0.0
IMP660556&&CNTRY765,0,0.0
IMP660556&&CNTRY825,0,0.0
IMP660556&&CNTRY830,0,0.0
IMP660556&&CNTRY881,0,0.0
IMP660556&&CNTRY884,0,0.0
IMP660556&&CNTRY939,0,0.0
IMP660556&&CNTRY994,1,1.0
IMP660556&&CNTRY995,0,0.0
IMP660998&&CNTRY429,0,0.0
IMP660998&&CNTRY652,1,1.0
IMP660998&&CNTRY884,0,0.0
IMP661046&&CNTRY680,0,0.0
IMP661046&&CNTRY765,0,0.0
IMP661046&&CNTRY863,0,0.0
IMP661046&&CNTRY915,0,0.0
IMP661097&&CNTRY216,1,1.0
IMP661097&&CNTRY364,0,0.0
IMP661097&&CNTRY454,0,0.0
IMP661097&&CNTRY615,0,0.0
IMP661298&&CNTRY349,1,1.0
IMP661298&&CNTRY546,0,0.0
IMP661545&&CNTRY846,1,1.0
IMP661602&&CNTRY277,0,0.0
IMP661602&&CNTRY680,0,0.0
IMP661602&&CNTRY713,0,0.0
IMP661602&&CNTRY863,0,0.0
IMP661602&&CNTRY939,0,0.0
IMP661867&&CNTRY171,0,0.0
IMP661867&&CNTRY562,0,0.0
IMP661867&&CNTRY680,0,0.0
IMP661867&&CNTRY863,0,0.0
IMP662011&&CNTRY113,0,0.0
IMP662011&&CNTRY140,1,1.0
IMP662011&&CNTRY277,0,0.0
IMP662011&&CNTRY364,0,0.0
IMP662011&&CNTRY376,0,0.0
IMP662011&&CNTRY378,1,1.0
IMP662011&&CNTRY454,0,0.0
IMP662011&&CNTRY562,0,0.0
IMP662011&&CNTRY576,0,0.0
IMP662011&&CNTRY615,1,0.25
IMP662011&&CNTRY656,0,0.0
IMP662011&&CNTRY680,0,0.0
IMP662011&&CNTRY709,0,0.0
IMP662011&&CNTRY713,0,0.0
IMP662011&&CNTRY759,0,0.0
IMP662011&&CNTRY764,0,0.0
IMP662011&&CNTRY825,0,0.0
IMP662011&&CNTRY846,0,0.0
IMP662011&&CNTRY884,0,0.0
IMP662011&&CNTRY920,0,0.0
IMP662011&&CNTRY959,1,1.0
IMP662011&&CNTRY975,0,0.0
IMP662011&&CNTRY994,0,0.0
IMP662077&&CNTRY215,0,0.0
IMP662131&&CNTRY415,1,1.0
IMP662259&&CNTRY188,0,0.0
IMP662259&&CNTRY349,1,1.0
IMP662259&&CNTRY376,0,0.0
IMP662259&&CNTRY680,0,0.0
IMP662716&&CNTRY759,0,0.0
IMP662907&&CNTRY328,0,0.0
IMP662947&&CNTRY113,0,0.0
IMP662947&&CNTRY376,0,0.0
IMP662947&&CNTRY389,0,0.0
IMP662947&&CNTRY576,0,0.0
IMP662947&&CNTRY652,0,0.0
IMP662947&&CNTRY680,0,0.0
IMP662947&&CNTRY759,0,0.0
IMP662947&&CNTRY994,0,0.0
IMP663009&&CNTRY171,1,1.0
IMP663009&&CNTRY576,1,1.0
IMP663009&&CNTRY994,0,0.0
IMP663052&&CNTRY680,0,0.0
IMP663052&&CNTRY759,0,0.0
IMP663081&&CNTRY873,0,0.0
IMP663099&&CNTRY139,0,0.0
IMP663099&&CNTRY615,0,0.0
IMP663582&&CNTRY184,1,1.0
IMP663582&&CNTRY276,1,1.0
IMP663582&&CNTRY277,0,0.0
IMP663582&&CNTRY376,0,0.0
IMP663582&&CNTRY454,0,0.0
IMP663582&&CNTRY576,0,0.0
IMP663582&&CNTRY656,0,0.0
IMP663582&&CNTRY680,1,0.2
IMP663582&&CNTRY756,0,0.0
IMP663582&&CNTRY759,0,0.0
IMP663582&&CNTRY920,0,0.0
IMP663582&&CNTRY988,1,1.0
IMP663582&&CNTRY994,0,0.0
IMP663721&&CNTRY334,0,0.0
IMP663721&&CNTRY454,1,1.0
IMP663804&&CNTRY184,0,0.0
IMP663846&&CNTRY278,0,0.0
IMP663846&&CNTRY562,0,0.0
IMP663846&&CNTRY764,1,1.0
IMP663846&&CNTRY975,0,0.0
IMP663885&&CNTRY277,0,0.0
IMP663885&&CNTRY680,0,0.0
IMP663885&&CNTRY884,0,0.0
IMP663934&&CNTRY652,0,0.0
IMP663934&&CNTRY825,0,0.0
IMP663934&&CNTRY846,0,0.0
IMP664026&&CNTRY558,0,0.0
IMP664026&&CNTRY618,0,0.0
IMP664230&&CNTRY171,0,0.0
IMP664230&&CNTRY216,0,0.0
IMP664230&&CNTRY277,1,0.25
IMP664230&&CNTRY364,1,1.0
IMP664230&&CNTRY376,0,0.0
IMP664230&&CNTRY454,0,0.0
IMP664230&&CNTRY680,0,0.0
IMP664230&&CNTRY759,1,0.1
IMP664230&&CNTRY785,1,1.0
IMP664230&&CNTRY881,0,0.0
IMP664230&&CNTRY884,0,0.0
IMP664262&&CNTRY837,0,0.0
IMP664290&&CNTRY277,0,0.0
IMP664290&&CNTRY317,1,1.0
IMP664290&&CNTRY376,0,0.0
IMP664290&&CNTRY454,0,0.0
IMP664290&&CNTRY615,0,0.0
IMP664290&&CNTRY637,0,0.0
IMP664290&&CNTRY654,0,0.0
IMP664290&&CNTRY656,0,0.0
IMP664290&&CNTRY680,1,0.25
IMP664290&&CNTRY759,0,0.0
IMP664413&&CNTRY874,0,0.0
IMP664519&&CNTRY216,0,0.0
IMP664519&&CNTRY680,0,0.0
IMP664519&&CNTRY759,0,0.0
IMP664519&&CNTRY785,0,0.0
IMP664566&&CNTRY652,0,0.0
IMP664715&&CNTRY150,1,1.0
IMP664715&&CNTRY874,1,1.0
IMP664748&&CNTRY277,0,0.0
IMP664748&&CNTRY562,0,0.0
IMP664748&&CNTRY866,0,0.0
IMP664756&&CNTRY576,0,0.0
IMP664756&&CNTRY680,0,0.0
IMP664756&&CNTRY759,0,0.0
IMP664756&&CNTRY884,0,0.0
IMP664756&&CNTRY994,0,0.0
IMP664764&&CNTRY216,0,0.0
IMP664764&&CNTRY277,1,1.0
IMP664764&&CNTRY379,0,0.0
IMP664764&&CNTRY653,0,0.0
IMP664764&&CNTRY759,0,0.0
IMP664925&&CNTRY654,0,0.0
IMP664947&&CNTRY576,0,0.0
IMP664947&&CNTRY759,0,0.0
IMP664947&&CNTRY771,1,1.0
IMP664947&&CNTRY881,0,0.0
IMP665076&&CNTRY680,0,0.0
IMP665168&&CNTRY680,0,0.0
IMP665282&&CNTRY654,0,0.0
IMP665319&&CNTRY138,0,0.0
IMP665319&&CNTRY277,0,0.0
IMP665319&&CNTRY376,0,0.0
IMP665319&&CNTRY562,0,0.0
IMP665319&&CNTRY622,0,0.0
IMP665319&&CNTRY680,0,0.0
IMP665319&&CNTRY759,0,0.0
IMP665319&&CNTRY881,0,0.0
IMP665367&&CNTRY644,1,1.0
IMP665367&&CNTRY745,0,0.0
IMP665461&&CNTRY376,0,0.0
IMP665461&&CNTRY491,0,0.0
IMP665461&&CNTRY745,0,0.0
IMP665704&&CNTRY393,0,0.0
IMP665756&&CNTRY140,0,0.0
IMP665756&&CNTRY321,0,0.0
IMP665756&&CNTRY376,0,0.0
IMP665756&&CNTRY389,0,0.0
IMP665756&&CNTRY473,0,0.0
IMP665756&&CNTRY930,0,0.0
IMP665756&&CNTRY975,0,0.0
IMP665762&&CNTRY150,0,0.0
IMP665762&&CNTRY262,0,0.0
IMP665762&&CNTRY264,0,0.0
IMP665762&&CNTRY277,0,0.0
IMP665762&&CNTRY343,0,0.0
IMP665762&&CNTRY376,0,0.0
IMP665762&&CNTRY615,0,0.0
IMP665762&&CNTRY680,0,0.0
IMP665762&&CNTRY713,0,0.0
IMP665827&&CNTRY150,0,0.0
IMP665827&&CNTRY277,0,0.0
IMP665827&&CNTRY284,0,0.0
IMP665827&&CNTRY376,0,0.0
IMP665827&&CNTRY454,0,0.0
IMP665827&&CNTRY562,0,0.0
IMP665827&&CNTRY615,0,0.0
IMP665827&&CNTRY652,0,0.0
IMP665827&&CNTRY680,0,0.0
IMP665827&&CNTRY713,0,0.0
IMP665827&&CNTRY759,0,0.0
IMP665827&&CNTRY825,0,0.0
IMP665827&&CNTRY884,0,0.0
IMP665827&&CNTRY917,0,0.0
IMP665827&&CNTRY994,0,0.0
IMP665857&&CNTRY277,0,0.0
IMP665857&&CNTRY527,1,1.0
IMP666326&&CNTRY825,0,0.0
IMP666326&&CNTRY959,1,1.0
IMP666390&&CNTRY930,0,0.0
IMP666410&&CNTRY321,1,1.0
IMP666410&&CNTRY659,0,0.0
IMP666437&&CNTRY376,0,0.0
IMP666437&&CNTRY701,0,0.0
IMP666511&&CNTRY317,0,0.0
IMP666511&&CNTRY554,0,0.0
IMP666511&&CNTRY615,0,0.0
IMP666582&&CNTRY153,0,0.0
IMP666582&&CNTRY652,0,0.0
IMP666597&&CNTRY322,0,0.0
IMP666597&&CNTRY680,0,0.0
IMP666597&&CNTRY920,0,0.0
IMP666683&&CNTRY376,0,0.0
IMP666827&&CNTRY884,0,0.0
IMP666914&&CNTRY759,0,0.0
IMP666990&&CNTRY376,0,0.0
IMP666990&&CNTRY680,1,1.0
IMP667000&&CNTRY830,0,0.0
IMP667012&&CNTRY527,0,0.0
IMP667012&&CNTRY825,0,0.0
IMP667257&&CNTRY138,0,0.0
IMP667257&&CNTRY764,0,0.0
IMP667381&&CNTRY171,0,0.0
IMP667381&&CNTRY234,0,0.0
IMP667381&&CNTRY262,0,0.0
IMP667381&&CNTRY316,1,1.0
IMP667381&&CNTRY376,0,0.0
IMP667381&&CNTRY448,0,0.0
IMP667381&&CNTRY454,0,0.0
IMP667381&&CNTRY473,0,0.0
IMP667381&&CNTRY480,1,1.0
IMP667381&&CNTRY680,0,0.0
IMP667381&&CNTRY759,1,0.2
IMP667381&&CNTRY825,1,0.5
IMP667381&&CNTRY846,0,0.0
IMP667505&&CNTRY454,0,0.0
IMP667505&&CNTRY759,0,0.0
IMP667555&&CNTRY680,0,0.0
IMP667555&&CNTRY759,0,0.0
IMP667555&&CNTRY846,0,0.0
IMP667555&&CNTRY995,0,0.0
IMP667645&&CNTRY491,1,1.0
IMP667725&&CNTRY884,0,0.0
IMP667725&&CNTRY939,0,0.0
IMP667849&&CNTRY429,0,0.0
IMP667959&&CNTRY622,0,0.0
IMP667959&&CNTRY830,1,1.0
IMP668069&&CNTRY264,0,0.0
IMP668069&&CNTRY680,0,0.0
IMP668069&&CNTRY701,1,1.0
IMP668139&&CNTRY528,0,0.0
IMP668139&&CNTRY680,0,0.0
IMP668188&&CNTRY139,0,0.0
IMP668188&&CNTRY264,1,1.0
IMP668188&&CNTRY277,0,0.0
IMP668188&&CNTRY311,0,0.0
IMP668188&&CNTRY351,0,0.0
IMP668188&&CNTRY376,0,0.0
IMP668188&&CNTRY454,0,0.0
IMP668188&&CNTRY562,1,1.0
IMP668188&&CNTRY576,1,0.3333333333333333
IMP668188&&CNTRY615,0,0.0
IMP668188&&CNTRY654,0,0.0
IMP668188&&CNTRY656,0,0.0
IMP668188&&CNTRY680,1,0.05555555555555555
