OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_sum,OFFICE&&TARIFF.CODE_illicit_rate
OFFICE162&&6908909310,0,0.0
OFFICE162&&6912009007,0,0.0
OFFICE162&&7002390000,0,0.0
OFFICE162&&7005293509,0,0.0
OFFICE162&&7005298009,1,1.0
OFFICE162&&7007212010,0,0.0
OFFICE162&&7009100001,0,0.0
OFFICE162&&7009910000,0,0.0
OFFICE162&&7010905101,0,0.0
OFFICE162&&7010905301,0,0.0
OFFICE162&&7013379199,0,0.0
OFFICE162&&7013379999,0,0.0
OFFICE162&&7013499999,0,0.0
OFFICE162&&7013990098,1,1.0
OFFICE162&&7017900000,0,0.0
OFFICE162&&701909000,0,0.0
OFFICE162&&7019120000,0,0.0
OFFICE162&&709599000,0,0.0
OFFICE162&&710210000,0,0.0
OFFICE162&&7106920090,0,0.0
OFFICE162&&7117900009,1,1.0
OFFICE162&&712909010,0,0.0
OFFICE162&&7204219000,1,0.5
OFFICE162&&7210122009,1,1.0
OFFICE162&&7214993100,0,0.0
OFFICE162&&7214993990,0,0.0
OFFICE162&&7216210090,0,0.0
OFFICE162&&7217203090,0,0.0
OFFICE162&&7218100000,0,0.0
OFFICE162&&7222309700,0,0.0
OFFICE162&&7228306100,0,0.0
OFFICE162&&7304293000,0,0.0
OFFICE162&&7304312000,0,0.0
OFFICE162&&7304900000,1,1.0
OFFICE162&&7306900000,0,0.0
OFFICE162&&7307239000,1,1.0
OFFICE162&&7307910000,0,0.0
OFFICE162&&7307921000,0,0.0
OFFICE162&&7307929000,0,0.0
OFFICE162&&7309009090,0,0.0
OFFICE162&&7311009190,1,1.0
OFFICE162&&7312102000,0,0.0
OFFICE162&&7312106100,0,0.0
OFFICE162&&7312900000,1,1.0
OFFICE162&&7314190009,0,0.0
OFFICE162&&7317008040,0,0.0
OFFICE162&&7318110000,0,0.0
OFFICE162&&7318141000,0,0.0
OFFICE162&&7318153050,0,0.0
OFFICE162&&7318157090,0,0.0
OFFICE162&&7318158990,0,0.0
OFFICE162&&7318159050,0,0.0
OFFICE162&&7318169990,1,1.0
OFFICE162&&7318220000,0,0.0
OFFICE162&&7318230090,0,0.0
OFFICE162&&7318240000,0,0.0
OFFICE162&&7318290009,0,0.0
OFFICE162&&7319400000,0,0.0
OFFICE162&&7319901000,1,1.0
OFFICE162&&7320208110,0,0.0
OFFICE162&&7320208199,0,0.0
OFFICE162&&7320909000,0,0.0
OFFICE162&&7321119010,1,1.0
OFFICE162&&7321119091,0,0.0
OFFICE162&&7321900030,0,0.0
OFFICE162&&7322900000,0,0.0
OFFICE162&&7323100000,0,0.0
OFFICE162&&7323920009,0,0.0
OFFICE162&&7326200010,0,0.0
OFFICE162&&7326904000,0,0.0
OFFICE162&&7326909499,0,0.0
OFFICE162&&7326909619,0,0.0
OFFICE162&&7326909889,0,0.0
OFFICE162&&7403190000,0,0.0
OFFICE162&&7407219000,0,0.0
OFFICE162&&7408290000,0,0.0
OFFICE162&&7411290000,0,0.0
OFFICE162&&7412200000,1,1.0
OFFICE162&&7418200001,1,1.0
OFFICE162&&7419999099,0,0.0
OFFICE162&&7604299000,1,1.0
OFFICE162&&7606129200,0,0.0
OFFICE162&&7606129900,0,0.0
OFFICE162&&7607111900,1,1.0
OFFICE162&&7608208190,0,0.0
OFFICE162&&7616991094,1,1.0
OFFICE162&&7616999099,2,0.14285714285714285
OFFICE162&&7907000099,0,0.0
OFFICE162&&8003000080,0,0.0
OFFICE162&&808108009,0,0.0
OFFICE162&&8202100000,1,1.0
OFFICE162&&8202998009,0,0.0
OFFICE162&&8203200004,0,0.0
OFFICE162&&8203300000,0,0.0
OFFICE162&&8203400000,0,0.0
OFFICE162&&8204120000,0,0.0
OFFICE162&&8205400000,0,0.0
OFFICE162&&8205598005,0,0.0
OFFICE162&&8205598009,0,0.0
OFFICE162&&8207199001,1,1.0
OFFICE162&&8207309000,0,0.0
OFFICE162&&8207509000,0,0.0
OFFICE162&&8207909900,0,0.0
OFFICE162&&8208100000,0,0.0
OFFICE162&&8208900090,0,0.0
OFFICE162&&8209002001,0,0.0
OFFICE162&&8209008009,0,0.0
OFFICE162&&8214100020,0,0.0
OFFICE162&&8215999009,0,0.0
OFFICE162&&8301200000,0,0.0
OFFICE162&&8301409009,0,0.0
OFFICE162&&8301700090,0,0.0
OFFICE162&&8302100009,0,0.0
OFFICE162&&8302419009,0,0.0
OFFICE162&&8302420001,0,0.0
OFFICE162&&8302490009,0,0.0
OFFICE162&&8306290009,0,0.0
OFFICE162&&8307100009,0,0.0
OFFICE162&&8308100000,0,0.0
OFFICE162&&8308200009,0,0.0
OFFICE162&&8308900020,1,1.0
OFFICE162&&8309901000,0,0.0
OFFICE162&&8311100000,0,0.0
OFFICE162&&8311900002,0,0.0
OFFICE162&&8402199000,0,0.0
OFFICE162&&8405100091,1,1.0
OFFICE162&&8407321009,1,1.0
OFFICE162&&8407343009,0,0.0
OFFICE162&&8408904110,0,0.0
OFFICE162&&8409910003,0,0.0
OFFICE162&&8409910004,0,0.0
OFFICE162&&8409910009,0,0.0
OFFICE162&&8409990003,0,0.0
OFFICE162&&8409990009,0,0.0
OFFICE162&&8412904000,0,0.0
OFFICE162&&8413308020,0,0.0
OFFICE162&&8413506900,0,0.0
OFFICE162&&8413603100,0,0.0
OFFICE162&&8413603900,0,0.0
OFFICE162&&8413708190,1,1.0
OFFICE162&&8413810020,0,0.0
OFFICE162&&8413810090,0,0.0
OFFICE162&&8413910009,0,0.0
OFFICE162&&8414302000,0,0.0
OFFICE162&&8414308900,0,0.0
OFFICE162&&8414801110,0,0.0
OFFICE162&&8414900002,0,0.0
OFFICE162&&8414900009,0,0.0
OFFICE162&&8415200000,0,0.0
OFFICE162&&8415900090,0,0.0
OFFICE162&&8417201000,1,1.0
OFFICE162&&8418501900,0,0.0
OFFICE162&&8418690040,0,0.0
OFFICE162&&8418991001,0,0.0
OFFICE162&&8419200009,0,0.0
OFFICE162&&8419390092,0,0.0
OFFICE162&&8419818090,1,0.5
OFFICE162&&8419899893,0,0.0
OFFICE162&&8419899899,0,0.0
OFFICE162&&8419908591,0,0.0
OFFICE162&&8421210009,0,0.0
OFFICE162&&8421230000,0,0.0
OFFICE162&&8421290099,0,0.0
OFFICE162&&8421310000,1,0.2
OFFICE162&&8421392000,1,0.020833333333333332
OFFICE162&&8421910000,0,0.0
OFFICE162&&8421990020,0,0.0
OFFICE162&&8421990090,0,0.0
OFFICE162&&8422300001,0,0.0
OFFICE162&&8422909000,1,1.0
OFFICE162&&8423300000,1,1.0
OFFICE162&&8424890090,0,0.0
OFFICE162&&8425420011,0,0.0
OFFICE162&&8425420090,0,0.0
OFFICE162&&8426120090,0,0.0
OFFICE162&&8426200000,0,0.0
OFFICE162&&8426300000,0,0.0
OFFICE162&&8427101001,0,0.0
OFFICE162&&8428399090,0,0.0
OFFICE162&&8429590000,0,0.0
OFFICE162&&8431100003,1,1.0
OFFICE162&&8431200000,0,0.0
OFFICE162&&8431310001,0,0.0
OFFICE162&&8431410080,0,0.0
OFFICE162&&8431430000,0,0.0
OFFICE162&&8432301900,0,0.0
OFFICE162&&8432900091,1,1.0
OFFICE162&&8433400001,0,0.0
OFFICE162&&8437900001,0,0.0
OFFICE162&&8437900009,0,0.0
OFFICE162&&8440900000,0,0.0
OFFICE162&&8441107000,1,1.0
OFFICE162&&8443321020,0,0.0
OFFICE162&&8443321090,0,0.0
OFFICE162&&8443999029,0,0.0
OFFICE162&&8443999040,0,0.0
OFFICE162&&8443999090,0,0.0
OFFICE162&&8448420001,0,0.0
OFFICE162&&8450900090,0,0.0
OFFICE162&&8451500009,0,0.0
OFFICE162&&8451900003,1,1.0
OFFICE162&&8452210000,0,0.0
OFFICE162&&8452290001,0,0.0
OFFICE162&&8452290009,0,0.0
OFFICE162&&8452300000,1,0.07692307692307693
OFFICE162&&8452900009,1,0.030303030303030304
OFFICE162&&8453200000,0,0.0
OFFICE162&&8460409000,1,1.0
OFFICE162&&8462211000,0,0.0
OFFICE162&&8462299800,0,0.0
OFFICE162&&8462399900,1,1.0
OFFICE162&&8465950069,0,0.0
OFFICE162&&8465960090,0,0.0
OFFICE162&&8466103800,0,0.0
OFFICE162&&8466940000,0,0.0
OFFICE162&&8467219100,0,0.0
OFFICE162&&8467298501,0,0.0
OFFICE162&&8471410000,0,0.0
OFFICE162&&8471490000,0,0.0
OFFICE162&&8471606000,0,0.0
OFFICE162&&8471705000,0,0.0
OFFICE162&&8471800000,0,0.0
OFFICE162&&8471900001,1,1.0
OFFICE162&&8473299000,0,0.0
OFFICE162&&8473308000,0,0.0
OFFICE162&&8474200093,0,0.0
OFFICE162&&8474909000,0,0.0
OFFICE162&&8477100000,0,0.0
OFFICE162&&8477908000,0,0.0
OFFICE162&&8479810009,0,0.0
OFFICE162&&8479899795,1,1.0
OFFICE162&&8479902000,0,0.0
OFFICE162&&8479908000,0,0.0
OFFICE162&&8480410000,0,0.0
OFFICE162&&8480710000,0,0.0
OFFICE162&&8481101990,0,0.0
OFFICE162&&8481109990,0,0.0
OFFICE162&&8481309100,0,0.0
OFFICE162&&8481309909,0,0.0
OFFICE162&&8481804000,1,1.0
OFFICE162&&8481805900,0,0.0
OFFICE162&&8481806990,0,0.0
OFFICE162&&8481808100,1,1.0
OFFICE162&&8481809998,0,0.0
OFFICE162&&8481900090,0,0.0
OFFICE162&&8482101000,0,0.0
OFFICE162&&8482109000,0,0.0
OFFICE162&&8482200000,0,0.0
OFFICE162&&8482919000,0,0.0
OFFICE162&&8482990002,0,0.0
OFFICE162&&8483102909,0,0.0
OFFICE162&&8483308009,0,0.0
OFFICE162&&8483402300,0,0.0
OFFICE162&&8483402900,0,0.0
OFFICE162&&8483405110,0,0.0
OFFICE162&&8483405190,0,0.0
OFFICE162&&8483502009,0,0.0
OFFICE162&&8483508002,0,0.0
OFFICE162&&8483508009,0,0.0
OFFICE162&&8483608002,0,0.0
OFFICE162&&8483908900,0,0.0
OFFICE162&&8484100000,0,0.0
OFFICE162&&8484900010,0,0.0
OFFICE162&&8484900090,0,0.0
OFFICE162&&8487909009,0,0.0
OFFICE162&&8501109900,1,1.0
OFFICE162&&8501310001,1,0.030303030303030304
OFFICE162&&8501522010,0,0.0
OFFICE162&&8501529090,0,0.0
OFFICE162&&8502202000,1,1.0
OFFICE162&&8504405500,0,0.0
OFFICE162&&8504408200,0,0.0
OFFICE162&&8504409090,0,0.0
OFFICE162&&8504509509,1,1.0
OFFICE162&&8504900500,0,0.0
OFFICE162&&8506501000,0,0.0
OFFICE162&&8508190090,1,1.0
OFFICE162&&8510100000,0,0.0
OFFICE162&&8511100000,0,0.0
OFFICE162&&8511300009,0,0.0
OFFICE162&&8511400009,0,0.0
OFFICE162&&8511500007,0,0.0
OFFICE162&&8511900009,0,0.0
OFFICE162&&8512200099,0,0.0
OFFICE162&&8512309009,0,0.0
OFFICE162&&8512909002,0,0.0
OFFICE162&&8514108000,1,1.0
OFFICE162&&8515801009,0,0.0
OFFICE162&&8515900000,0,0.0
OFFICE162&&8516400009,1,1.0
OFFICE162&&8516710000,0,0.0
OFFICE162&&8516808000,0,0.0
OFFICE162&&8516900090,0,0.0
OFFICE162&&8517120010,1,0.2
OFFICE162&&8517620019,0,0.0
OFFICE162&&8517620031,0,0.0
OFFICE162&&8517620032,0,0.0
OFFICE162&&8517620035,0,0.0
OFFICE162&&8517709099,0,0.0
OFFICE162&&8518900001,1,1.0
OFFICE162&&8523495900,1,1.0
OFFICE162&&8523529099,0,0.0
OFFICE162&&8526920009,0,0.0
OFFICE162&&8528598009,0,0.0
OFFICE162&&8528699909,0,0.0
OFFICE162&&8529108000,1,1.0
OFFICE162&&8529109599,0,0.0
OFFICE162&&8529906501,0,0.0
OFFICE162&&8529909790,0,0.0
OFFICE162&&8531204000,1,1.0
OFFICE162&&8531902000,0,0.0
OFFICE162&&8531908500,0,0.0
OFFICE162&&8532230000,0,0.0
OFFICE162&&8532240000,0,0.0
OFFICE162&&8532290009,1,0.3333333333333333
OFFICE162&&8533210000,1,0.05
OFFICE162&&8533401009,1,1.0
OFFICE162&&8533409009,0,0.0
OFFICE162&&8534001900,0,0.0
OFFICE162&&8534009000,0,0.0
OFFICE162&&8535400010,0,0.0
OFFICE162&&8535900099,0,0.0
OFFICE162&&8536101001,0,0.0
OFFICE162&&8536209090,0,0.0
OFFICE162&&8536419000,0,0.0
OFFICE162&&8536490020,0,0.0
OFFICE162&&8536501191,0,0.0
OFFICE162&&8536501196,0,0.0
OFFICE162&&8536508010,0,0.0
OFFICE162&&8536508096,0,0.0
OFFICE162&&8536691010,0,0.0
OFFICE162&&8536699010,0,0.0
OFFICE162&&8536700030,0,0.0
OFFICE162&&8536901020,0,0.0
OFFICE162&&8536901099,0,0.0
OFFICE162&&8536908591,0,0.0
OFFICE162&&8536908599,0,0.0
OFFICE162&&8537109902,0,0.0
OFFICE162&&8538909109,1,0.3333333333333333
OFFICE162&&8538909902,0,0.0
OFFICE162&&8538909909,0,0.0
OFFICE162&&8539490000,0,0.0
OFFICE162&&8541100000,0,0.0
OFFICE162&&8541290000,0,0.0
OFFICE162&&8541401000,0,0.0
OFFICE162&&8541409001,0,0.0
OFFICE162&&8541409009,0,0.0
OFFICE162&&8541600000,0,0.0
OFFICE162&&8542319090,0,0.0
OFFICE162&&8542323900,0,0.0
OFFICE162&&8542329010,0,0.0
OFFICE162&&8542399090,1,0.025
OFFICE162&&8543703000,0,0.0
OFFICE162&&8544300010,0,0.0
OFFICE162&&8544300090,0,0.0
OFFICE162&&8544429011,1,0.09090909090909091
OFFICE162&&8544429019,0,0.0
OFFICE162&&8544429020,1,0.5
OFFICE162&&8544429099,0,0.0
OFFICE162&&8544499190,0,0.0
OFFICE162&&8544499510,0,0.0
OFFICE162&&8544499530,0,0.0
OFFICE162&&8544499590,0,0.0
OFFICE162&&8544700000,0,0.0
OFFICE162&&8547200000,0,0.0
OFFICE162&&8547900002,0,0.0
OFFICE162&&8609009090,0,0.0
OFFICE162&&8701201090,0,0.0
OFFICE162&&8702101100,0,0.0
OFFICE162&&8703211091,0,0.0
OFFICE162&&8703221041,0,0.0
OFFICE162&&8703229030,0,0.0
OFFICE162&&8703229050,0,0.0
OFFICE162&&8703229090,0,0.0
OFFICE162&&8703239091,2,0.4
OFFICE162&&8703319090,0,0.0
OFFICE162&&8703321961,0,0.0
OFFICE162&&8703321965,0,0.0
OFFICE162&&8703329013,0,0.0
OFFICE162&&8703329014,0,0.0
OFFICE162&&8703329091,0,0.0
OFFICE162&&8703329092,0,0.0
OFFICE162&&8703329093,0,0.0
OFFICE162&&8703339093,0,0.0
OFFICE162&&8704213961,0,0.0
OFFICE162&&8704219941,1,0.041666666666666664
OFFICE162&&8704219950,0,0.0
OFFICE162&&8704219969,0,0.0
OFFICE162&&8704229992,0,0.0
OFFICE162&&8704319941,0,0.0
OFFICE162&&8707909003,1,1.0
OFFICE162&&8708109000,0,0.0
OFFICE162&&8708299002,0,0.0
OFFICE162&&8708299005,0,0.0
OFFICE162&&8708299009,0,0.0
OFFICE162&&8708309101,1,1.0
OFFICE162&&8708309105,0,0.0
OFFICE162&&8708309903,1,1.0
OFFICE162&&8708309904,0,0.0
OFFICE162&&8708309909,1,1.0
OFFICE162&&8708402001,0,0.0
OFFICE162&&8708502002,0,0.0
OFFICE162&&8708503509,0,0.0
OFFICE162&&8708509100,1,1.0
OFFICE162&&8708919907,0,0.0
OFFICE162&&8708923500,0,0.0
OFFICE162&&8708939002,0,0.0
OFFICE162&&8708939009,0,0.0
OFFICE162&&8708942009,0,0.0
OFFICE162&&8708949900,0,0.0
OFFICE162&&8708991000,1,1.0
OFFICE162&&8708999720,0,0.0
OFFICE162&&8708999730,0,0.0
OFFICE162&&8708999791,0,0.0
OFFICE162&&8708999792,0,0.0
OFFICE162&&8708999799,0,0.0
OFFICE162&&8714102000,0,0.0
OFFICE162&&8714105000,0,0.0
OFFICE162&&8714961000,0,0.0
OFFICE162&&8714969000,0,0.0
OFFICE162&&8716398090,1,0.019230769230769232
OFFICE162&&8716400009,0,0.0
OFFICE162&&8716800009,0,0.0
OFFICE162&&8716909099,0,0.0
OFFICE162&&8803300001,0,0.0
OFFICE162&&8803300009,1,1.0
OFFICE162&&9004109190,0,0.0
OFFICE162&&9004901091,0,0.0
OFFICE162&&901210002,0,0.0
OFFICE162&&9014208001,0,0.0
OFFICE162&&9017209000,1,1.0
OFFICE162&&9017300009,0,0.0
OFFICE162&&9018191000,1,1.0
OFFICE162&&9018901000,0,0.0
OFFICE162&&9018908439,0,0.0
OFFICE162&&9018908470,0,0.0
OFFICE162&&9018908490,0,0.0
OFFICE162&&9019200004,0,0.0
OFFICE162&&9019200008,0,0.0
OFFICE162&&9020000001,0,0.0
OFFICE162&&9021290090,0,0.0
OFFICE162&&9021500000,0,0.0
OFFICE162&&9022900009,0,0.0
OFFICE162&&9025900000,1,1.0
OFFICE162&&9026202009,0,0.0
OFFICE162&&9026900000,0,0.0
OFFICE162&&9027809909,0,0.0
OFFICE162&&9027905009,1,0.25
OFFICE162&&9030310000,0,0.0
OFFICE162&&9030331000,1,1.0
OFFICE162&&9030339100,0,0.0
OFFICE162&&9031803400,1,1.0
OFFICE162&&9031809891,0,0.0
OFFICE162&&9031908500,0,0.0
OFFICE162&&9032102000,0,0.0
OFFICE162&&9032108100,0,0.0
OFFICE162&&9032890090,0,0.0
OFFICE162&&910999909,0,0.0
OFFICE162&&9401800090,0,0.0
OFFICE162&&9401908090,0,0.0
OFFICE162&&9403208001,0,0.0
OFFICE162&&9403309901,0,0.0
OFFICE162&&9403601009,0,0.0
OFFICE162&&9405201100,1,0.3333333333333333
OFFICE162&&9405300000,0,0.0
OFFICE162&&9405401009,0,0.0
OFFICE162&&9405403190,0,0.0
OFFICE162&&9405409949,0,0.0
OFFICE162&&9406003100,0,0.0
OFFICE162&&9503006100,1,1.0
OFFICE162&&9506999009,0,0.0
OFFICE162&&9603500000,0,0.0
OFFICE162&&9606100010,0,0.0
OFFICE162&&9606210000,0,0.0
OFFICE162&&9606220000,0,0.0
OFFICE162&&9606300000,0,0.0
OFFICE162&&9607110000,0,0.0
OFFICE162&&9607190000,0,0.0
OFFICE162&&9607209010,0,0.0
OFFICE162&&9608200011,0,0.0
OFFICE162&&9609909091,0,0.0
OFFICE162&&9612108001,0,0.0
OFFICE162&&9613800090,0,0.0
OFFICE162&&9615190009,1,0.5
OFFICE162&&9615900090,0,0.0
OFFICE162&&9616101009,0,0.0
OFFICE162&&9618000001,0,0.0
OFFICE162&&9801000000,0,0.0
OFFICE162&&9804000000,0,0.0
OFFICE167&&1901100030,0,0.0
OFFICE167&&2402100009,0,0.0
OFFICE167&&2710124591,0,0.0
OFFICE167&&2710194890,0,0.0
OFFICE167&&2710199928,0,0.0
OFFICE167&&2711139191,1,1.0
OFFICE167&&2905320000,0,0.0
OFFICE167&&2916199500,0,0.0
OFFICE167&&2921309900,0,0.0
OFFICE167&&2933399909,0,0.0
OFFICE167&&3003310090,1,1.0
OFFICE167&&3004900019,0,0.0
OFFICE167&&302899004,1,1.0
OFFICE167&&3204110000,1,1.0
OFFICE167&&3210009090,0,0.0
OFFICE167&&3214101099,0,0.0
OFFICE167&&3215900093,1,1.0
OFFICE167&&3305900099,1,1.0
OFFICE167&&3808922011,0,0.0
OFFICE167&&3810909001,0,0.0
OFFICE167&&3811290000,0,0.0
OFFICE167&&3919900000,0,0.0
OFFICE167&&3920690000,0,0.0
OFFICE167&&3923509001,0,0.0
OFFICE167&&3926909229,0,0.0
OFFICE167&&3926909799,0,0.0
OFFICE167&&4016930000,0,0.0
OFFICE167&&406303900,0,0.0
OFFICE167&&4407999100,1,1.0
OFFICE167&&4415202001,0,0.0
OFFICE167&&4801000001,0,0.0
OFFICE167&&4802570089,1,1.0
OFFICE167&&4811590040,1,1.0
OFFICE167&&4811900089,0,0.0
OFFICE167&&4819100000,0,0.0
OFFICE167&&4819500000,0,0.0
OFFICE167&&4820105000,1,1.0
OFFICE167&&4821101000,0,0.0
OFFICE167&&4821909000,0,0.0
OFFICE167&&4822100000,1,1.0
OFFICE167&&4822900090,0,0.0
OFFICE167&&4911990091,0,0.0
OFFICE167&&5202910000,1,1.0
OFFICE167&&5204110009,1,1.0
OFFICE167&&5208321600,1,0.5
OFFICE167&&5209420000,0,0.0
OFFICE167&&5210110009,0,0.0
OFFICE167&&5309290000,0,0.0
OFFICE167&&5402330000,0,0.0
OFFICE167&&5402520000,1,1.0
OFFICE167&&5407940000,0,0.0
OFFICE167&&5508101009,1,1.0
OFFICE167&&5508109000,0,0.0
OFFICE167&&5513130000,1,1.0
OFFICE167&&5513210000,0,0.0
OFFICE167&&5514301000,0,0.0
OFFICE167&&5601211010,0,0.0
OFFICE167&&5603929090,0,0.0
OFFICE167&&5605000009,0,0.0
OFFICE167&&5807101010,0,0.0
OFFICE167&&5807109010,0,0.0
OFFICE167&&5911100010,1,1.0
OFFICE167&&6103430003,0,0.0
OFFICE167&&6108310007,0,0.0
OFFICE167&&6110309903,1,0.5
OFFICE167&&6110309908,0,0.0
OFFICE167&&6203423103,0,0.0
OFFICE167&&6203423107,0,0.0
OFFICE167&&6204339009,1,1.0
OFFICE167&&6204623107,0,0.0
OFFICE167&&6204629009,0,0.0
OFFICE167&&6211390094,1,1.0
OFFICE167&&6211421009,1,1.0
OFFICE167&&6211490084,1,1.0
OFFICE167&&6212101091,0,0.0
OFFICE167&&6212900099,0,0.0
OFFICE167&&6217900009,0,0.0
OFFICE167&&6302600010,1,1.0
OFFICE167&&6302999009,1,1.0
OFFICE167&&6305339009,0,0.0
OFFICE167&&6306900099,1,1.0
OFFICE167&&6309000002,0,0.0
OFFICE167&&6310900090,0,0.0
OFFICE167&&6402995000,0,0.0
OFFICE167&&6601910090,0,0.0
OFFICE167&&7005108009,0,0.0
OFFICE167&&7008008900,0,0.0
OFFICE167&&7009100001,1,1.0
OFFICE167&&7010200000,0,0.0
OFFICE167&&7013990098,0,0.0
OFFICE167&&709910000,0,0.0
OFFICE167&&713101000,0,0.0
OFFICE167&&7209189900,0,0.0
OFFICE167&&7216210090,1,1.0
OFFICE167&&7216990000,0,0.0
OFFICE167&&7304318000,0,0.0
OFFICE167&&7307910000,0,0.0
OFFICE167&&7309009090,0,0.0
OFFICE167&&7314490000,1,1.0
OFFICE167&&7315111000,1,1.0
OFFICE167&&7318130000,0,0.0
OFFICE167&&7318149900,0,0.0
OFFICE167&&7318159050,0,0.0
OFFICE167&&7318161090,0,0.0
OFFICE167&&7318290009,0,0.0
OFFICE167&&7320909000,0,0.0
OFFICE167&&7326909889,0,0.0
OFFICE167&&7608208190,0,0.0
OFFICE167&&7608208990,0,0.0
OFFICE167&&8202310009,0,0.0
OFFICE167&&8205598009,0,0.0
OFFICE167&&8207403000,0,0.0
OFFICE167&&8207503000,0,0.0
OFFICE167&&8211920099,1,1.0
OFFICE167&&8214100010,1,0.5
OFFICE167&&8301409009,0,0.0
OFFICE167&&8302419004,0,0.0
OFFICE167&&8302419009,0,0.0
OFFICE167&&8302420004,0,0.0
OFFICE167&&8303009000,1,1.0
OFFICE167&&8308900099,1,1.0
OFFICE167&&8405100091,0,0.0
OFFICE167&&8414598010,0,0.0
OFFICE167&&8415109010,0,0.0
OFFICE167&&8418910000,0,0.0
OFFICE167&&8418991002,0,0.0
OFFICE167&&8421192000,0,0.0
OFFICE167&&8421290099,0,0.0
OFFICE167&&8421310000,0,0.0
OFFICE167&&8421990090,0,0.0
OFFICE167&&8423829009,0,0.0
OFFICE167&&8423900009,0,0.0
OFFICE167&&8424900009,1,1.0
OFFICE167&&8438500000,0,0.0
OFFICE167&&8440900000,0,0.0
OFFICE167&&8441901000,0,0.0
OFFICE167&&8443321020,0,0.0
OFFICE167&&8447202002,0,0.0
OFFICE167&&8452300000,0,0.0
OFFICE167&&8462109000,0,0.0
OFFICE167&&8466922000,0,0.0
OFFICE167&&8467221000,0,0.0
OFFICE167&&8467298504,1,1.0
OFFICE167&&8467990090,1,1.0
OFFICE167&&8471705000,0,0.0
OFFICE167&&8473502000,0,0.0
OFFICE167&&8479100004,1,1.0
OFFICE167&&8481805100,0,0.0
OFFICE167&&8481806310,0,0.0
OFFICE167&&8481807300,1,1.0
OFFICE167&&8481809998,0,0.0
OFFICE167&&8483308009,0,0.0
OFFICE167&&8483405110,0,0.0
OFFICE167&&8483908900,0,0.0
OFFICE167&&8484900090,0,0.0
OFFICE167&&8487909009,0,0.0
OFFICE167&&8501310001,0,0.0
OFFICE167&&8504408200,1,0.5
OFFICE167&&8504409090,0,0.0
OFFICE167&&8504901100,1,1.0
OFFICE167&&8505110000,0,0.0
OFFICE167&&8507202000,0,0.0
OFFICE167&&8511900002,0,0.0
OFFICE167&&8517180099,0,0.0
OFFICE167&&8517620022,0,0.0
OFFICE167&&8523492510,1,1.0
OFFICE167&&8529902090,0,0.0
OFFICE167&&8532210000,1,0.5
OFFICE167&&8533210000,0,0.0
OFFICE167&&8536508010,0,0.0
OFFICE167&&8536508096,0,0.0
OFFICE167&&8536908599,1,0.5
OFFICE167&&8537109901,0,0.0
OFFICE167&&8538909902,0,0.0
OFFICE167&&8539329099,0,0.0
OFFICE167&&8542329090,0,0.0
OFFICE167&&8543900009,0,0.0
OFFICE167&&8544429011,0,0.0
OFFICE167&&8544429092,1,1.0
OFFICE167&&8547200000,0,0.0
OFFICE167&&8609009090,0,0.0
OFFICE167&&8703229030,1,1.0
OFFICE167&&8703229050,0,0.0
OFFICE167&&8703319090,0,0.0
OFFICE167&&8703329091,0,0.0
OFFICE167&&8703329093,0,0.0
OFFICE167&&8704229991,0,0.0
OFFICE167&&8708299009,0,0.0
OFFICE167&&8708509100,0,0.0
OFFICE167&&8708709912,0,0.0
OFFICE167&&8708709991,1,1.0
OFFICE167&&8708709999,1,1.0
OFFICE167&&8708949900,0,0.0
OFFICE167&&8708999799,0,0.0
OFFICE167&&8715009000,1,1.0
OFFICE167&&8716400009,1,1.0
OFFICE167&&9003900009,0,0.0
OFFICE167&&901220006,0,0.0
OFFICE167&&9018499010,0,0.0
OFFICE167&&9025198010,1,1.0
OFFICE167&&9031902000,0,0.0
OFFICE167&&9503003011,0,0.0
OFFICE167&&9503007009,1,1.0
OFFICE167&&9507100000,1,1.0
OFFICE167&&9603293000,1,1.0
OFFICE167&&9606220000,2,1.0
OFFICE167&&9606290001,1,1.0
OFFICE167&&9801000000,0,0.0
OFFICE167&&9804000000,0,0.0
OFFICE168&&1001190000,0,0.0
OFFICE168&&1005900000,0,0.0
OFFICE168&&101210009,0,0.0
OFFICE168&&105119901,0,0.0
OFFICE168&&1108120009,0,0.0
OFFICE168&&1202420000,0,0.0
OFFICE168&&1206009900,0,0.0
OFFICE168&&1404900099,0,0.0
OFFICE168&&1507109009,0,0.0
OFFICE168&&1507909009,0,0.0
OFFICE168&&1510009081,1,1.0
OFFICE168&&1521909101,0,0.0
OFFICE168&&1602209000,0,0.0
OFFICE168&&1602491900,0,0.0
OFFICE168&&1701991009,0,0.0
OFFICE168&&1704109001,0,0.0
OFFICE168&&1801000010,0,0.0
OFFICE168&&1805000000,0,0.0
OFFICE168&&1806310000,0,0.0
OFFICE168&&1806321000,0,0.0
OFFICE168&&1806901900,0,0.0
OFFICE168&&1901909901,0,0.0
OFFICE168&&1905319910,0,0.0
OFFICE168&&1905319990,0,0.0
OFFICE168&&2001909799,0,0.0
OFFICE168&&2009893891,0,0.0
OFFICE168&&201209001,0,0.0
OFFICE168&&207143000,0,0.0
OFFICE168&&210209000,0,0.0
OFFICE168&&2106108000,0,0.0
OFFICE168&&2106909810,0,0.0
OFFICE168&&2201101900,0,0.0
OFFICE168&&2202909900,0,0.0
