OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_sum,OFFICE&&IMPORTER.TIN_illicit_rate
OFFICE162&&IMPO11632,0,0.0
OFFICE162&&IMPO11641,0,0.0
OFFICE162&&IMPO11642,0,0.0
OFFICE162&&IMPO11647,0,0.0
OFFICE162&&IMPO11651,0,0.0
OFFICE162&&IMPO11654,0,0.0
OFFICE162&&IMPO11657,0,0.0
OFFICE162&&IMPO11661,0,0.0
OFFICE162&&IMPO11671,0,0.0
OFFICE162&&IMPO11684,0,0.0
OFFICE162&&IMPO11685,0,0.0
OFFICE162&&IMPO11691,0,0.0
OFFICE162&&IMPO11695,0,0.0
OFFICE162&&IMPO11703,1,1.0
OFFICE162&&IMPO11712,0,0.0
OFFICE162&&IMPO11719,0,0.0
OFFICE162&&IMPO11738,0,0.0
OFFICE162&&IMPO11743,0,0.0
OFFICE162&&IMPO11745,0,0.0
OFFICE162&&IMPO11750,0,0.0
OFFICE162&&IMPO11760,0,0.0
OFFICE162&&IMPO11761,0,0.0
OFFICE162&&IMPO11769,0,0.0
OFFICE162&&IMPO11779,1,0.07142857142857142
OFFICE162&&IMPO11782,0,0.0
OFFICE162&&IMPO11784,0,0.0
OFFICE162&&IMPO11786,0,0.0
OFFICE162&&IMPO11790,0,0.0
OFFICE162&&IMPO11800,0,0.0
OFFICE162&&IMPO11818,0,0.0
OFFICE162&&IMPO11905,0,0.0
OFFICE162&&IMPO11916,0,0.0
OFFICE162&&IMPO11923,1,1.0
OFFICE162&&IMPO11934,0,0.0
OFFICE162&&IMPO11947,0,0.0
OFFICE162&&IMPO11958,0,0.0
OFFICE162&&IMPO11981,0,0.0
OFFICE162&&IMPO12002,0,0.0
OFFICE162&&IMPO12014,0,0.0
OFFICE162&&IMPO12020,0,0.0
OFFICE162&&IMPO12023,0,0.0
OFFICE162&&IMPO12026,0,0.0
OFFICE162&&IMPO12034,1,1.0
OFFICE162&&IMPO12064,0,0.0
OFFICE162&&IMPO12066,0,0.0
OFFICE162&&IMPO12067,0,0.0
OFFICE162&&IMPO12070,1,1.0
OFFICE162&&IMPO12073,0,0.0
OFFICE162&&IMPO12074,0,0.0
OFFICE162&&IMPO12075,0,0.0
OFFICE162&&IMPO12086,0,0.0
OFFICE162&&IMPO12102,0,0.0
OFFICE162&&IMPO12110,0,0.0
OFFICE162&&IMPO12121,0,0.0
OFFICE162&&IMPO12124,0,0.0
OFFICE162&&IMPO12138,0,0.0
OFFICE162&&IMPO12145,0,0.0
OFFICE162&&IMPO12151,0,0.0
OFFICE162&&IMPO12153,0,0.0
OFFICE162&&IMPO12167,0,0.0
OFFICE162&&IMPO12168,0,0.0
OFFICE162&&IMPO12170,0,0.0
OFFICE162&&IMPO12175,0,0.0
OFFICE162&&IMPO12183,0,0.0
OFFICE162&&IMPO12200,0,0.0
OFFICE162&&IMPO12203,0,0.0
OFFICE162&&IMPO12206,0,0.0
OFFICE162&&IMPO12207,0,0.0
OFFICE162&&IMPO12219,0,0.0
OFFICE162&&IMPO12228,0,0.0
OFFICE162&&IMPO12250,0,0.0
OFFICE162&&IMPO12254,0,0.0
OFFICE162&&IMPO12258,0,0.0
OFFICE162&&IMPO12289,0,0.0
OFFICE162&&IMPO12292,1,1.0
OFFICE162&&IMPO12296,1,1.0
OFFICE162&&IMPO12298,0,0.0
OFFICE162&&IMPO12303,1,0.3333333333333333
OFFICE162&&IMPO12311,0,0.0
OFFICE162&&IMPO12317,1,1.0
OFFICE162&&IMPO12319,0,0.0
OFFICE162&&IMPO12337,0,0.0
OFFICE162&&IMPO12343,0,0.0
OFFICE162&&IMPO12359,0,0.0
OFFICE162&&IMPO12363,0,0.0
OFFICE162&&IMPO12380,0,0.0
OFFICE162&&IMPO12383,0,0.0
OFFICE162&&IMPO12398,0,0.0
OFFICE162&&IMPO12442,0,0.0
OFFICE162&&IMPO12481,0,0.0
OFFICE162&&IMPO12485,0,0.0
OFFICE162&&IMPO12494,0,0.0
OFFICE162&&IMPO12519,1,0.16666666666666666
OFFICE162&&IMPO12520,0,0.0
OFFICE162&&IMPO12531,0,0.0
OFFICE162&&IMPO12535,0,0.0
OFFICE162&&IMPO12551,0,0.0
OFFICE162&&IMPO12571,0,0.0
OFFICE162&&IMPO12573,0,0.0
OFFICE162&&IMPO12587,0,0.0
OFFICE162&&IMPO12592,0,0.0
OFFICE162&&IMPO12601,0,0.0
OFFICE162&&IMPO12610,0,0.0
OFFICE162&&IMPO12612,1,1.0
OFFICE162&&IMPO12616,0,0.0
OFFICE162&&IMPO12619,0,0.0
OFFICE162&&IMPO12629,0,0.0
OFFICE162&&IMPO12636,0,0.0
OFFICE162&&IMPO12637,0,0.0
OFFICE162&&IMPO12638,0,0.0
OFFICE162&&IMPO12642,0,0.0
OFFICE162&&IMPO12655,0,0.0
OFFICE162&&IMPO12667,0,0.0
OFFICE162&&IMPO12676,0,0.0
OFFICE162&&IMPO12680,0,0.0
OFFICE162&&IMPO12684,0,0.0
OFFICE162&&IMPO12699,0,0.0
OFFICE162&&IMPO12709,1,1.0
OFFICE162&&IMPO12732,1,0.5
OFFICE162&&IMPO12748,0,0.0
OFFICE162&&IMPO12750,0,0.0
OFFICE162&&IMPO12754,0,0.0
OFFICE162&&IMPO12763,0,0.0
OFFICE162&&IMPO12768,1,0.5
OFFICE162&&IMPO12836,0,0.0
OFFICE162&&IMPO12844,1,0.3333333333333333
OFFICE162&&IMPO12865,0,0.0
OFFICE162&&IMPO12866,0,0.0
OFFICE162&&IMPO12877,0,0.0
OFFICE162&&IMPO12891,0,0.0
OFFICE162&&IMPO12894,1,1.0
OFFICE162&&IMPO12909,0,0.0
OFFICE162&&IMPO12936,0,0.0
OFFICE162&&IMPO12960,0,0.0
OFFICE162&&IMPO12970,0,0.0
OFFICE162&&IMPO12982,0,0.0
OFFICE162&&IMPO12985,0,0.0
OFFICE162&&IMPO12986,0,0.0
OFFICE162&&IMPO13001,0,0.0
OFFICE162&&IMPO13005,0,0.0
OFFICE162&&IMPO13009,0,0.0
OFFICE162&&IMPO13017,0,0.0
OFFICE162&&IMPO13022,1,1.0
OFFICE162&&IMPO13025,0,0.0
OFFICE162&&IMPO13038,0,0.0
OFFICE162&&IMPO13042,1,0.5
OFFICE162&&IMPO13049,0,0.0
OFFICE162&&IMPO13069,0,0.0
OFFICE162&&IMPO13080,0,0.0
OFFICE162&&IMPO13085,0,0.0
OFFICE162&&IMPO13091,0,0.0
OFFICE162&&IMPO13095,0,0.0
OFFICE162&&IMPO13097,0,0.0
OFFICE162&&IMPO13109,0,0.0
OFFICE162&&IMPO13116,0,0.0
OFFICE162&&IMPO13120,0,0.0
OFFICE162&&IMPO13123,0,0.0
OFFICE162&&IMPO13133,0,0.0
OFFICE162&&IMPO13135,0,0.0
OFFICE162&&IMPO13136,0,0.0
OFFICE162&&IMPO13147,0,0.0
OFFICE162&&IMPO13153,0,0.0
OFFICE162&&IMPO13155,1,1.0
OFFICE162&&IMPO13156,0,0.0
OFFICE162&&IMPO13165,1,0.037037037037037035
OFFICE162&&IMPO13179,0,0.0
OFFICE162&&IMPO13181,0,0.0
OFFICE162&&IMPO13210,0,0.0
OFFICE162&&IMPO13213,1,1.0
OFFICE162&&IMPO13214,0,0.0
OFFICE162&&IMPO13233,0,0.0
OFFICE162&&IMPO13247,0,0.0
OFFICE162&&IMPO13276,0,0.0
OFFICE162&&IMPO13280,0,0.0
OFFICE162&&IMPO13290,0,0.0
OFFICE162&&IMPO13301,1,0.5
OFFICE162&&IMPO13322,1,1.0
OFFICE162&&IMPO13339,0,0.0
OFFICE162&&IMPO13340,0,0.0
OFFICE162&&IMPO13372,0,0.0
OFFICE162&&IMPO13380,0,0.0
OFFICE162&&IMPO13427,1,1.0
OFFICE162&&IMPO13443,0,0.0
OFFICE162&&IMPO13466,1,1.0
OFFICE162&&IMPO13467,0,0.0
OFFICE162&&IMPO13473,0,0.0
OFFICE162&&IMPO13482,0,0.0
OFFICE162&&IMPO13487,0,0.0
OFFICE162&&IMPO13495,0,0.0
OFFICE162&&IMPO13497,1,0.5
OFFICE162&&IMPO13499,0,0.0
OFFICE162&&IMPO13502,0,0.0
OFFICE162&&IMPO13534,0,0.0
OFFICE162&&IMPO13546,0,0.0
OFFICE162&&IMPO13548,0,0.0
OFFICE162&&IMPO13561,0,0.0
OFFICE162&&IMPO13569,0,0.0
OFFICE162&&IMPO13575,0,0.0
OFFICE162&&IMPO13586,0,0.0
OFFICE162&&IMPO13589,0,0.0
OFFICE162&&IMPO13592,0,0.0
OFFICE162&&IMPO13618,0,0.0
OFFICE162&&IMPO13631,0,0.0
OFFICE162&&IMPO13636,0,0.0
OFFICE162&&IMPO13672,0,0.0
OFFICE162&&IMPO13678,0,0.0
OFFICE162&&IMPO13682,0,0.0
OFFICE162&&IMPO13684,0,0.0
OFFICE162&&IMPO13685,0,0.0
OFFICE162&&IMPO13690,0,0.0
OFFICE162&&IMPO13693,0,0.0
OFFICE162&&IMPO13705,0,0.0
OFFICE162&&IMPO13730,0,0.0
OFFICE162&&IMPO13754,0,0.0
OFFICE162&&IMPO13757,0,0.0
OFFICE162&&IMPO13763,0,0.0
OFFICE162&&IMPO13773,0,0.0
OFFICE162&&IMPO13779,1,1.0
OFFICE162&&IMPO13781,1,0.5
OFFICE162&&IMPO13783,0,0.0
OFFICE162&&IMPO13793,0,0.0
OFFICE162&&IMPO13796,0,0.0
OFFICE162&&IMPO13804,0,0.0
OFFICE162&&IMPO13823,1,0.09090909090909091
OFFICE162&&IMPO13838,0,0.0
OFFICE162&&IMPO13841,1,1.0
OFFICE162&&IMPO13843,1,1.0
OFFICE162&&IMPO13850,0,0.0
OFFICE162&&IMPO13852,0,0.0
OFFICE162&&IMPO13856,0,0.0
OFFICE162&&IMPO13859,0,0.0
OFFICE162&&IMPO13867,0,0.0
OFFICE162&&IMPO13876,0,0.0
OFFICE162&&IMPO13893,0,0.0
OFFICE162&&IMPO13913,0,0.0
OFFICE162&&IMPO13931,0,0.0
OFFICE162&&IMPO13935,0,0.0
OFFICE162&&IMPO13936,0,0.0
OFFICE162&&IMPO13965,0,0.0
OFFICE162&&IMPO13975,0,0.0
OFFICE162&&IMPO13981,0,0.0
OFFICE162&&IMPO13987,0,0.0
OFFICE162&&IMPO14011,0,0.0
OFFICE162&&IMPO14015,0,0.0
OFFICE162&&IMPO14016,0,0.0
OFFICE162&&IMPO14017,0,0.0
OFFICE162&&IMPO14029,0,0.0
OFFICE162&&IMPO14035,0,0.0
OFFICE162&&IMPO14039,0,0.0
OFFICE162&&IMPO14047,0,0.0
OFFICE162&&IMPO14078,0,0.0
OFFICE162&&IMPO14101,0,0.0
OFFICE162&&IMPO14115,1,0.5
OFFICE162&&IMPO14129,0,0.0
OFFICE162&&IMPO14151,0,0.0
OFFICE162&&IMPO14156,0,0.0
OFFICE162&&IMPO14164,0,0.0
OFFICE162&&IMPO14175,0,0.0
OFFICE162&&IMPO14194,0,0.0
OFFICE162&&IMPO14200,0,0.0
OFFICE162&&IMPO14221,0,0.0
OFFICE162&&IMPO14239,0,0.0
OFFICE162&&IMPO14254,0,0.0
OFFICE162&&IMPO14278,0,0.0
OFFICE162&&IMPO14289,0,0.0
OFFICE162&&IMPO14301,0,0.0
OFFICE162&&IMPO14306,0,0.0
OFFICE162&&IMPO14321,0,0.0
OFFICE162&&IMPO14322,0,0.0
OFFICE162&&IMPO14334,0,0.0
OFFICE162&&IMPO14356,0,0.0
OFFICE162&&IMPO14372,0,0.0
OFFICE162&&IMPO14374,0,0.0
OFFICE162&&IMPO14377,0,0.0
OFFICE162&&IMPO14394,0,0.0
OFFICE162&&IMPO14412,1,1.0
OFFICE162&&IMPO14414,0,0.0
OFFICE162&&IMPO14431,0,0.0
OFFICE162&&IMPO14437,0,0.0
OFFICE162&&IMPO14438,0,0.0
OFFICE162&&IMPO14440,0,0.0
OFFICE162&&IMPO14441,1,1.0
OFFICE162&&IMPO14455,0,0.0
OFFICE162&&IMPO14457,0,0.0
OFFICE162&&IMPO14462,0,0.0
OFFICE162&&IMPO14467,0,0.0
OFFICE162&&IMPO14470,0,0.0
OFFICE162&&IMPO14506,0,0.0
OFFICE162&&IMPO14510,0,0.0
OFFICE162&&IMPO14511,1,1.0
OFFICE162&&IMPO14514,0,0.0
OFFICE162&&IMPO14530,0,0.0
OFFICE162&&IMPO14531,0,0.0
OFFICE162&&IMPO14540,0,0.0
OFFICE162&&IMPO14564,1,1.0
OFFICE162&&IMPO14582,0,0.0
OFFICE162&&IMPO14615,0,0.0
OFFICE162&&IMPO14627,0,0.0
OFFICE162&&IMPO14630,1,1.0
OFFICE162&&IMPO14631,1,1.0
OFFICE162&&IMPO14640,1,0.5
OFFICE162&&IMPO14641,0,0.0
OFFICE162&&IMPO14647,0,0.0
OFFICE162&&IMPO14657,1,0.5
OFFICE162&&IMPO14664,0,0.0
OFFICE162&&IMPO14670,0,0.0
OFFICE162&&IMPO14679,0,0.0
OFFICE162&&IMPO14698,1,0.09090909090909091
OFFICE162&&IMPO14699,1,1.0
OFFICE162&&IMPO14700,0,0.0
OFFICE162&&IMPO14713,0,0.0
OFFICE162&&IMPO14722,0,0.0
OFFICE162&&IMPO14730,0,0.0
OFFICE162&&IMPO14731,0,0.0
OFFICE162&&IMPO14751,0,0.0
OFFICE162&&IMPO14759,1,1.0
OFFICE162&&IMPO14778,0,0.0
OFFICE162&&IMPO14785,0,0.0
OFFICE162&&IMPO14786,1,1.0
OFFICE162&&IMPO14799,0,0.0
OFFICE162&&IMPO14809,0,0.0
OFFICE162&&IMPO14820,0,0.0
OFFICE162&&IMPO14837,0,0.0
OFFICE162&&IMPO14849,0,0.0
OFFICE162&&IMPO14861,0,0.0
OFFICE162&&IMPO14888,0,0.0
OFFICE162&&IMPO14890,1,0.125
OFFICE162&&IMPO14929,0,0.0
OFFICE162&&IMPO14960,0,0.0
OFFICE162&&IMPO14966,0,0.0
OFFICE162&&IMPO14969,0,0.0
OFFICE162&&IMPO14975,0,0.0
OFFICE162&&IMPO14986,0,0.0
OFFICE162&&IMPO14996,0,0.0
OFFICE162&&IMPO15006,0,0.0
OFFICE162&&IMPO15016,0,0.0
OFFICE162&&IMPO15042,0,0.0
OFFICE162&&IMPO15048,0,0.0
OFFICE162&&IMPO15054,0,0.0
OFFICE162&&IMPO15066,0,0.0
OFFICE162&&IMPO15078,0,0.0
OFFICE162&&IMPO15089,1,1.0
OFFICE162&&IMPO15111,0,0.0
OFFICE162&&IMPO15135,0,0.0
OFFICE162&&IMPO15161,1,1.0
OFFICE162&&IMPO15165,0,0.0
OFFICE162&&IMPO15167,0,0.0
OFFICE162&&IMPO15168,0,0.0
OFFICE162&&IMPO15216,1,1.0
OFFICE162&&IMPO15219,0,0.0
OFFICE162&&IMPO15235,0,0.0
OFFICE162&&IMPO15237,0,0.0
OFFICE162&&IMPO15246,0,0.0
OFFICE162&&IMPO15248,0,0.0
OFFICE162&&IMPO15253,0,0.0
OFFICE162&&IMPO15272,0,0.0
OFFICE162&&IMPO15274,0,0.0
OFFICE162&&IMPO15276,0,0.0
OFFICE162&&IMPO15279,0,0.0
OFFICE162&&IMPO15283,0,0.0
OFFICE162&&IMPO15298,1,1.0
OFFICE162&&IMPO15308,0,0.0
OFFICE162&&IMPO15320,0,0.0
OFFICE162&&IMPO15321,0,0.0
OFFICE162&&IMPO15329,0,0.0
OFFICE162&&IMPO15338,0,0.0
OFFICE162&&IMPO15345,1,1.0
OFFICE162&&IMPO15346,0,0.0
OFFICE162&&IMPO15391,0,0.0
OFFICE162&&IMPO15395,0,0.0
OFFICE162&&IMPO15403,0,0.0
OFFICE162&&IMPO15410,0,0.0
OFFICE162&&IMPO15423,0,0.0
OFFICE162&&IMPO15445,0,0.0
OFFICE162&&IMPO15474,0,0.0
OFFICE162&&IMPO15485,0,0.0
OFFICE162&&IMPO15487,0,0.0
OFFICE162&&IMPO15506,1,0.06666666666666667
OFFICE162&&IMPO15520,0,0.0
OFFICE162&&IMPO15530,0,0.0
OFFICE162&&IMPO15533,1,0.047619047619047616
OFFICE162&&IMPO15535,0,0.0
OFFICE162&&IMPO15544,1,1.0
OFFICE162&&IMPO15548,0,0.0
OFFICE162&&IMPO15571,0,0.0
OFFICE162&&IMPO15619,0,0.0
OFFICE162&&IMPO15626,0,0.0
OFFICE162&&IMPO15629,0,0.0
OFFICE162&&IMPO15632,1,1.0
OFFICE162&&IMPO15636,0,0.0
OFFICE162&&IMPO15640,0,0.0
OFFICE162&&IMPO15651,0,0.0
OFFICE162&&IMPO15656,0,0.0
OFFICE162&&IMPO15661,0,0.0
OFFICE162&&IMPO15666,1,1.0
OFFICE162&&IMPO15684,0,0.0
OFFICE162&&IMPO15690,0,0.0
OFFICE162&&IMPO15702,1,1.0
OFFICE162&&IMPO15705,0,0.0
OFFICE162&&IMPO15707,0,0.0
OFFICE162&&IMPO15717,0,0.0
OFFICE162&&IMPO15719,0,0.0
OFFICE162&&IMPO15725,0,0.0
OFFICE162&&IMPO15728,0,0.0
OFFICE162&&IMPO15732,0,0.0
OFFICE162&&IMPO15765,0,0.0
OFFICE162&&IMPO15767,0,0.0
OFFICE162&&IMPO15781,0,0.0
OFFICE162&&IMPO15783,1,0.1
OFFICE162&&IMPO15808,1,1.0
OFFICE162&&IMPO15809,0,0.0
OFFICE162&&IMPO15826,0,0.0
OFFICE162&&IMPO15831,0,0.0
OFFICE162&&IMPO15841,0,0.0
OFFICE162&&IMPO15859,0,0.0
OFFICE162&&IMPO15868,0,0.0
OFFICE162&&IMPO15877,1,1.0
OFFICE162&&IMPO15880,0,0.0
OFFICE162&&IMPO15883,0,0.0
OFFICE162&&IMPO15888,1,1.0
OFFICE162&&IMPO15908,0,0.0
OFFICE162&&IMPO15913,0,0.0
OFFICE162&&IMPO15916,0,0.0
OFFICE162&&IMPO15928,0,0.0
OFFICE162&&IMPO15937,1,1.0
OFFICE162&&IMPO15942,0,0.0
OFFICE162&&IMPO15955,0,0.0
OFFICE162&&IMPO15988,0,0.0
OFFICE162&&IMPO16009,0,0.0
OFFICE162&&IMPO16032,0,0.0
OFFICE162&&IMPO16045,0,0.0
OFFICE162&&IMPO16058,0,0.0
OFFICE162&&IMPO16059,0,0.0
OFFICE162&&IMPO16061,0,0.0
OFFICE162&&IMPO16067,1,1.0
OFFICE162&&IMPO16085,0,0.0
OFFICE162&&IMPO16089,1,0.5
OFFICE162&&IMPO16100,0,0.0
OFFICE162&&IMPO16107,0,0.0
OFFICE162&&IMPO16111,0,0.0
OFFICE162&&IMPO16128,0,0.0
OFFICE162&&IMPO16149,0,0.0
OFFICE162&&IMPO16153,0,0.0
OFFICE162&&IMPO16155,0,0.0
OFFICE162&&IMPO16162,0,0.0
OFFICE162&&IMPO16167,1,1.0
OFFICE162&&IMPO16169,0,0.0
OFFICE162&&IMPO16177,0,0.0
OFFICE162&&IMPO16184,0,0.0
OFFICE162&&IMPO16200,0,0.0
OFFICE162&&IMPO16201,0,0.0
OFFICE162&&IMPO16210,0,0.0
OFFICE162&&IMPO16211,0,0.0
OFFICE162&&IMPO16221,0,0.0
OFFICE162&&IMPO16223,0,0.0
OFFICE162&&IMPO16235,0,0.0
OFFICE162&&IMPO16244,0,0.0
OFFICE162&&IMPO16253,0,0.0
OFFICE162&&IMPO16257,0,0.0
OFFICE162&&IMPO16259,1,1.0
OFFICE162&&IMPO16264,0,0.0
OFFICE162&&IMPO16277,0,0.0
OFFICE162&&IMPO16288,0,0.0
OFFICE162&&IMPO16324,0,0.0
OFFICE162&&IMPO16347,0,0.0
OFFICE162&&IMPO16351,0,0.0
OFFICE162&&IMPO16361,0,0.0
OFFICE162&&IMPO16378,0,0.0
OFFICE162&&IMPO16380,0,0.0
OFFICE162&&IMPO16385,0,0.0
OFFICE162&&IMPO16400,2,0.3333333333333333
OFFICE162&&IMPO16414,0,0.0
OFFICE162&&IMPO16428,0,0.0
OFFICE162&&IMPO16440,0,0.0
OFFICE162&&IMPO16457,0,0.0
OFFICE162&&IMPO16466,1,1.0
OFFICE162&&IMPO16473,0,0.0
OFFICE162&&IMPO16475,0,0.0
OFFICE162&&IMPO16493,0,0.0
OFFICE162&&IMPO16501,0,0.0
OFFICE162&&IMPO16513,0,0.0
OFFICE162&&IMPO16523,0,0.0
OFFICE162&&IMPO16524,0,0.0
OFFICE162&&IMPO16531,0,0.0
OFFICE162&&IMPO16548,0,0.0
OFFICE162&&IMPO16550,0,0.0
OFFICE162&&IMPO16562,0,0.0
OFFICE162&&IMPO16571,0,0.0
OFFICE162&&IMPO16575,0,0.0
OFFICE162&&IMPO16576,1,1.0
OFFICE162&&IMPO16593,0,0.0
OFFICE162&&IMPO16596,0,0.0
OFFICE162&&IMPO16597,0,0.0
OFFICE162&&IMPO16598,0,0.0
OFFICE162&&IMPO16610,0,0.0
OFFICE162&&IMPO16613,0,0.0
OFFICE162&&IMPO16614,0,0.0
OFFICE162&&IMPO16622,0,0.0
OFFICE162&&IMPO16658,0,0.0
OFFICE162&&IMPO16670,0,0.0
OFFICE162&&IMPO16701,0,0.0
OFFICE162&&IMPO16777,0,0.0
OFFICE162&&IMPO16784,0,0.0
OFFICE162&&IMPO16794,0,0.0
OFFICE162&&IMPO16798,0,0.0
OFFICE162&&IMPO16805,0,0.0
OFFICE162&&IMPO16806,1,0.25
OFFICE162&&IMPO16816,1,0.5
OFFICE162&&IMPO16822,0,0.0
OFFICE162&&IMPO16829,1,1.0
OFFICE162&&IMPO16853,1,1.0
OFFICE162&&IMPO16865,0,0.0
OFFICE162&&IMPO16872,1,1.0
OFFICE162&&IMPO16873,0,0.0
OFFICE162&&IMPO16884,0,0.0
OFFICE162&&IMPO16887,0,0.0
OFFICE162&&IMPO16891,0,0.0
OFFICE162&&IMPO16895,1,1.0
OFFICE162&&IMPO16898,0,0.0
OFFICE162&&IMPO16914,1,1.0
OFFICE162&&IMPO16929,0,0.0
OFFICE162&&IMPO16960,1,1.0
OFFICE162&&IMPO16962,0,0.0
OFFICE162&&IMPO16963,0,0.0
OFFICE162&&IMPO16966,0,0.0
OFFICE162&&IMPO16980,1,1.0
OFFICE162&&IMPO16983,0,0.0
OFFICE162&&IMPO16984,0,0.0
OFFICE162&&IMPO16988,0,0.0
OFFICE162&&IMPO16993,0,0.0
OFFICE162&&IMPO16995,0,0.0
OFFICE162&&IMPO17004,0,0.0
OFFICE162&&IMPO17009,0,0.0
OFFICE162&&IMPO17023,1,1.0
OFFICE162&&IMPO17034,1,1.0
OFFICE162&&IMPO17058,0,0.0
OFFICE162&&IMPO17064,0,0.0
OFFICE162&&IMPO17073,0,0.0
OFFICE162&&IMPO17075,0,0.0
OFFICE162&&IMPO17088,0,0.0
OFFICE162&&IMPO17091,0,0.0
OFFICE162&&IMPO17093,0,0.0
OFFICE162&&IMPO17102,1,0.5
OFFICE162&&IMPO17115,0,0.0
OFFICE162&&IMPO17116,0,0.0
OFFICE162&&IMPO17119,0,0.0
OFFICE162&&IMPO17142,0,0.0
OFFICE162&&IMPO17143,0,0.0
OFFICE162&&IMPO17156,0,0.0
OFFICE162&&IMPO17165,0,0.0
OFFICE162&&IMPO17185,0,0.0
OFFICE162&&IMPO17213,0,0.0
OFFICE162&&IMPO17225,0,0.0
OFFICE162&&IMPO17242,0,0.0
OFFICE162&&IMPO17244,0,0.0
OFFICE162&&IMPO17249,0,0.0
OFFICE162&&IMPO17253,0,0.0
OFFICE162&&IMPO17254,0,0.0
OFFICE162&&IMPO17280,0,0.0
OFFICE162&&IMPO17282,0,0.0
OFFICE162&&IMPO17285,0,0.0
OFFICE162&&IMPO17287,0,0.0
OFFICE162&&IMPO17317,0,0.0
OFFICE162&&IMPO17329,0,0.0
OFFICE162&&IMPO17335,0,0.0
OFFICE162&&IMPO17338,0,0.0
OFFICE162&&IMPO17352,0,0.0
OFFICE162&&IMPO17356,0,0.0
OFFICE162&&IMPO17368,0,0.0
OFFICE162&&IMPO17371,0,0.0
OFFICE162&&IMPO17384,0,0.0
OFFICE162&&IMPO17391,0,0.0
OFFICE162&&IMPO17398,0,0.0
OFFICE162&&IMPO17413,0,0.0
OFFICE162&&IMPO17450,0,0.0
OFFICE162&&IMPO17462,0,0.0
OFFICE162&&IMPO17478,0,0.0
OFFICE162&&IMPO17483,1,0.038461538461538464
OFFICE162&&IMPO17491,0,0.0
OFFICE162&&IMPO17497,0,0.0
OFFICE162&&IMPO17510,0,0.0
OFFICE162&&IMPO17529,1,1.0
OFFICE162&&IMPO17532,0,0.0
OFFICE162&&IMPO17538,0,0.0
OFFICE162&&IMPO17541,0,0.0
OFFICE162&&IMPO17554,0,0.0
OFFICE162&&IMPO17557,1,1.0
OFFICE162&&IMPO17558,0,0.0
OFFICE162&&IMPO17575,0,0.0
OFFICE162&&IMPO17577,0,0.0
OFFICE162&&IMPO17578,0,0.0
OFFICE162&&IMPO17587,0,0.0
OFFICE162&&IMPO17592,0,0.0
OFFICE162&&IMPO17603,1,1.0
OFFICE162&&IMPO17620,0,0.0
OFFICE162&&IMPO17627,0,0.0
OFFICE162&&IMPO17631,0,0.0
OFFICE162&&IMPO17670,0,0.0
OFFICE162&&IMPO17674,0,0.0
OFFICE162&&IMPO17714,0,0.0
OFFICE162&&IMPO17728,0,0.0
OFFICE162&&IMPO17747,0,0.0
OFFICE162&&IMPO17766,0,0.0
OFFICE162&&IMPO17778,0,0.0
OFFICE162&&IMPO17815,0,0.0
OFFICE162&&IMPO17820,0,0.0
OFFICE162&&IMPO17833,1,1.0
OFFICE162&&IMPO17834,0,0.0
OFFICE162&&IMPO17852,0,0.0
OFFICE162&&IMPO17854,0,0.0
OFFICE162&&IMPO17885,0,0.0
OFFICE162&&IMPO17930,0,0.0
OFFICE162&&IMPO17959,0,0.0
OFFICE162&&IMPO17961,0,0.0
OFFICE162&&IMPO17964,0,0.0
OFFICE162&&IMPO17968,0,0.0
OFFICE162&&IMPO17987,1,1.0
OFFICE162&&IMPO17997,0,0.0
OFFICE162&&IMPO17999,0,0.0
OFFICE162&&IMPO18006,0,0.0
OFFICE162&&IMPO18009,0,0.0
OFFICE162&&IMPO18017,0,0.0
OFFICE162&&IMPO18031,1,1.0
OFFICE162&&IMPO18038,0,0.0
OFFICE162&&IMPO18041,0,0.0
OFFICE162&&IMPO18050,0,0.0
OFFICE162&&IMPO18055,0,0.0
OFFICE162&&IMPO18065,0,0.0
OFFICE162&&IMPO18078,0,0.0
OFFICE162&&IMPO18090,0,0.0
OFFICE162&&IMPO18104,0,0.0
OFFICE162&&IMPO18106,1,0.3333333333333333
OFFICE162&&IMPO18116,0,0.0
OFFICE162&&IMPO18136,0,0.0
OFFICE162&&IMPO18139,0,0.0
OFFICE162&&IMPO18141,1,0.5
OFFICE162&&IMPO18144,0,0.0
OFFICE162&&IMPO18166,0,0.0
OFFICE162&&IMPO18189,0,0.0
OFFICE162&&IMPO18194,0,0.0
OFFICE162&&IMPO18199,1,0.5
OFFICE162&&IMPO18200,0,0.0
OFFICE162&&IMPO18205,0,0.0
OFFICE162&&IMPO18208,0,0.0
OFFICE162&&IMPO18212,0,0.0
OFFICE162&&IMPO18214,1,1.0
OFFICE162&&IMPO18222,0,0.0
OFFICE162&&IMPO18238,0,0.0
OFFICE162&&IMPO18268,0,0.0
OFFICE162&&IMPO18277,0,0.0
OFFICE162&&IMPO18295,0,0.0
OFFICE162&&IMPO18304,0,0.0
OFFICE162&&IMPO18310,0,0.0
OFFICE162&&IMPO18319,0,0.0
OFFICE162&&IMPO18333,0,0.0
OFFICE162&&IMPO18343,0,0.0
OFFICE162&&IMPO18349,0,0.0
OFFICE162&&IMPO18350,1,0.5
OFFICE162&&IMPO18358,0,0.0
OFFICE162&&IMPO18361,0,0.0
